# ANI ranges report for assembly: GCA_001590685.1
# Submitted organism: Sporosarcina psychrophila (taxid = 1476, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Caryophanaceae; Sporosarcina)
# Submitted Organism Has Type Assembly: No
# Best match: Sporosarcina limicola (taxid = 34101, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Caryophanaceae; Sporosarcina)
# Status: INCONCLUSIVE
# Confidence: LOW
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
S	CP014616.1	CIRCULAR	298346	302303	4674191	JADBEL010000001.1	197941	201872	GCA_014873855.1	Sporosarcina limicola	80.9992	96	0.0846778
S	CP014616.1	CIRCULAR	306472	306707	4674191	JAWLIR010000031.1	49072	49305	GCA_033485195.1	Sporosarcina beigongshangi	88.2353	96	0.005049
S	CP014616.1	CIRCULAR	311795	312319	4674191	JAWLIR010000031.1	43954	44475	GCA_033485195.1	Sporosarcina beigongshangi	81.4745	96	0.0112319
S	CP014616.1	CIRCULAR	312320	315527	4674191	JADBEL010000001.1	185273	188490	GCA_014873855.1	Sporosarcina limicola	87.1088	96	0.0686322
S	CP014616.1	CIRCULAR	315600	328647	4674191	JADBEL010000001.1	172202	185235	GCA_014873855.1	Sporosarcina limicola	85.8747	96	0.27915
S	CP014616.1	CIRCULAR	328815	330180	4674191	JBHSNO010000007.1	299123	300485	GCA_042655805.1	Sporosarcina soli	73.7455	96	0.0292243
S	CP014616.1	CIRCULAR	330181	344909	4674191	JADBEL010000001.1	157444	172127	GCA_014873855.1	Sporosarcina limicola	88.1202	96	0.315113
S	CP014616.1	CIRCULAR	345178	349567	4674191	JADBEL010000001.1	153039	157432	GCA_014873855.1	Sporosarcina limicola	79.8504	96	0.09392
S	CP014616.1	CIRCULAR	355787	357994	4674191	JADBEL010000001.1	148424	150585	GCA_014873855.1	Sporosarcina limicola	73.5281	96	0.0472381
S	CP014616.1	CIRCULAR	357995	358228	4674191	JAWLIR010000030.1	19816	20045	GCA_033485195.1	Sporosarcina beigongshangi	91.0638	96	0.00500621
S	CP014616.1	CIRCULAR	358387	358490	4674191	JADBEL010000001.1	147918	148022	GCA_014873855.1	Sporosarcina limicola	93.3333	96	0.00222498
S	CP014616.1	CIRCULAR	358635	358807	4674191	JADBEL010000001.1	147346	147522	GCA_014873855.1	Sporosarcina limicola	82.8729	96	0.00370118
S	CP014616.1	CIRCULAR	361950	363167	4674191	JAWLIR010000030.1	16403	17620	GCA_033485195.1	Sporosarcina beigongshangi	81.2756	96	0.026058
S	CP014616.1	CIRCULAR	393277	393432	4674191	JADBEL010000013.1	62294	62449	GCA_014873855.1	Sporosarcina limicola	87.2611	96	0.00333748
S	CP014616.1	CIRCULAR	437392	439410	4674191	JADBEL010000001.1	49560	51579	GCA_014873855.1	Sporosarcina limicola	82.7399	96	0.0431946
S	CP014616.1	CIRCULAR	439411	439551	4674191	JAWLIR010000020.1	40770	40912	GCA_033485195.1	Sporosarcina beigongshangi	70.3448	96	0.00301656
T	CP014616.1	CIRCULAR	442738	444847	4674191	UXAV01000024.1	391	2505	GCA_900609045.1	Filibacter tadaridae	81.0938	96	0.0451415
T	CP014616.1	CIRCULAR	467329	470115	4674191	UXAV01000018.1	67945	70733	GCA_900609045.1	Filibacter tadaridae	80.4006	96	0.0596253
S	CP014616.1	CIRCULAR	492430	493103	4674191	JBHSNO010000003.1	32140	32813	GCA_042655805.1	Sporosarcina soli	85.503	96	0.0144196
S	CP014616.1	CIRCULAR	493104	493322	4674191	JAWLIR010000021.1	27406	27646	GCA_033485195.1	Sporosarcina beigongshangi	70.3252	96	0.0046853
S	CP014616.1	CIRCULAR	493588	499395	4674191	JBHSNO010000003.1	33774	39576	GCA_042655805.1	Sporosarcina soli	75.6331	96	0.124257
S	CP014616.1	CIRCULAR	502082	506321	4674191	JADBEL010000011.1	63055	67277	GCA_014873855.1	Sporosarcina limicola	77.193	96	0.0907109
T	CP014616.1	CIRCULAR	506322	506440	4674191	UXAV01000018.1	37968	38087	GCA_900609045.1	Filibacter tadaridae	76.2295	96	0.0025459
S	CP014616.1	CIRCULAR	506743	509319	4674191	JAWLIR010000021.1	43188	45751	GCA_033485195.1	Sporosarcina beigongshangi	76.7451	96	0.0551325
S	CP014616.1	CIRCULAR	519524	522183	4674191	JADBEL010000011.1	78654	81312	GCA_014873855.1	Sporosarcina limicola	77.8356	96	0.0569082
S	CP014616.1	CIRCULAR	522323	523529	4674191	JADBEL010000011.1	82739	83946	GCA_014873855.1	Sporosarcina limicola	87.0968	96	0.0258227
S	CP014616.1	CIRCULAR	523695	524012	4674191	JAWLIR010000021.1	64734	65050	GCA_033485195.1	Sporosarcina beigongshangi	85.4037	96	0.00680332
S	CP014616.1	CIRCULAR	530816	532600	4674191	JAWLIR010000021.1	69824	71602	GCA_033485195.1	Sporosarcina beigongshangi	86.5663	96	0.0381884
S	CP014616.1	CIRCULAR	535119	536172	4674191	JAWLIR010000021.1	73866	74922	GCA_033485195.1	Sporosarcina beigongshangi	70.6209	96	0.0225494
S	CP014616.1	CIRCULAR	536173	539289	4674191	JADBEL010000011.1	116833	119954	GCA_014873855.1	Sporosarcina limicola	78.9072	96	0.0666853
S	CP014616.1	CIRCULAR	539290	542878	4674191	JAWLIR010000021.1	78191	81800	GCA_033485195.1	Sporosarcina beigongshangi	76.8236	96	0.0767833
S	CP014616.1	CIRCULAR	547462	547646	4674191	JADBEL010000011.1	127698	127884	GCA_014873855.1	Sporosarcina limicola	81.4815	96	0.0039579
S	CP014616.1	CIRCULAR	547751	548151	4674191	JADBEL010000011.1	128048	128424	GCA_014873855.1	Sporosarcina limicola	86.3524	96	0.00857902
S	CP014616.1	CIRCULAR	548152	548342	4674191	JAWLIR010000022.1	147	341	GCA_033485195.1	Sporosarcina beigongshangi	74.5	96	0.00408627
T	CP014616.1	CIRCULAR	548702	548927	4674191	CBCRXF010000041.1	1281	1506	GCA_965137035.1	Filibacter tadaridae	96.4912	96	0.00483506
T	CP014616.1	CIRCULAR	550266	550398	4674191	UXAV01000060.1	27	143	GCA_900609045.1	Filibacter tadaridae	72.5926	96	0.00284541
T	CP014616.1	CIRCULAR	550399	550509	4674191	CBCRXF010000053.1	386	501	GCA_965137035.1	Filibacter tadaridae	68.6441	96	0.00237474
T	CP014616.1	CIRCULAR	551115	552435	4674191	CBCRXF010000043.1	1	1322	GCA_965137035.1	Filibacter tadaridae	98.1089	96	0.0282616
T	CP014616.1	CIRCULAR	553354	553538	4674191	UXAV01000038.1	51	235	GCA_900609045.1	Filibacter tadaridae	87.1658	96	0.0039579
S	CP014616.1	CIRCULAR	553539	553646	4674191	JADBEL010000009.1	132912	133019	GCA_014873855.1	Sporosarcina limicola	96.2963	96	0.00231056
S	CP014616.1	CIRCULAR	553719	553849	4674191	JBHSNO010000023.1	31705	31833	GCA_042655805.1	Sporosarcina soli	91.6667	96	0.00280262
S	CP014616.1	CIRCULAR	554116	554220	4674191	JADBEL010000044.1	19893	19998	GCA_014873855.1	Sporosarcina limicola	94.3396	96	0.00224638
S	CP014616.1	CIRCULAR	554277	554409	4674191	JADBEL010000044.1	19662	19794	GCA_014873855.1	Sporosarcina limicola	92.4812	96	0.00284541
T	CP014616.1	CIRCULAR	562161	562300	4674191	UXAV01000035.1	9488	9625	GCA_900609045.1	Filibacter tadaridae	79.021	96	0.00299517
S	CP014616.1	CIRCULAR	562301	564334	4674191	JAWLIR010000055.1	31	2056	GCA_033485195.1	Sporosarcina beigongshangi	86.1002	96	0.0435156
S	CP014616.1	CIRCULAR	615621	616477	4674191	JADBEL010000036.1	9448	10272	GCA_014873855.1	Sporosarcina limicola	79.2343	96	0.0183347
T	CP014616.1	CIRCULAR	619489	621825	4674191	UXAV01000041.1	109018	111354	GCA_900609045.1	Filibacter tadaridae	83.6247	96	0.049998
S	CP014616.1	CIRCULAR	622403	625509	4674191	JBHSNO010000005.1	1637941	1641046	GCA_042655805.1	Sporosarcina soli	84.2004	96	0.0664714
T	CP014616.1	CIRCULAR	626322	630897	4674191	UXAV01000041.1	99416	103986	GCA_900609045.1	Filibacter tadaridae	84.128	96	0.0978993
T	CP014616.1	CIRCULAR	634696	635103	4674191	UXAV01000042.1	302564	302971	GCA_900609045.1	Filibacter tadaridae	85.8191	96	0.00872878
T	CP014616.1	CIRCULAR	639513	640849	4674191	UXAV01000041.1	96869	98204	GCA_900609045.1	Filibacter tadaridae	82.0417	96	0.0286039
S	CP014616.1	CIRCULAR	661257	662623	4674191	JAWLIR010000041.1	46011	47377	GCA_033485195.1	Sporosarcina beigongshangi	88.6048	96	0.0292457
T	CP014616.1	CIRCULAR	669358	669548	4674191	CBCRXF010000028.1	18591	18786	GCA_965137035.1	Filibacter tadaridae	89.3401	96	0.00408627
S	CP014616.1	CIRCULAR	673767	679977	4674191	JADBEL010000031.1	4816	11037	GCA_014873855.1	Sporosarcina limicola	83.3093	96	0.132879
S	CP014616.1	CIRCULAR	680066	682890	4674191	JBHSNO010000022.1	206314	209137	GCA_042655805.1	Sporosarcina soli	81.1221	96	0.0604383
S	CP014616.1	CIRCULAR	683648	685977	4674191	JAWLIR010000028.1	15407	17736	GCA_033485195.1	Sporosarcina beigongshangi	82.9133	96	0.0498482
S	CP014616.1	CIRCULAR	706059	707432	4674191	JAWLIR010000028.1	38424	39796	GCA_033485195.1	Sporosarcina beigongshangi	82.5835	96	0.0293955
S	CP014616.1	CIRCULAR	710367	711233	4674191	JADBEL010000043.1	23159	24028	GCA_014873855.1	Sporosarcina limicola	91.7241	96	0.0185487
S	CP014616.1	CIRCULAR	716685	717271	4674191	JADBEL010000043.1	21474	22059	GCA_014873855.1	Sporosarcina limicola	89.9489	96	0.0125583
S	CP014616.1	CIRCULAR	717434	718600	4674191	JBHSNO010000015.1	255818	256981	GCA_042655805.1	Sporosarcina soli	80.3922	96	0.0249669
S	CP014616.1	CIRCULAR	719355	720056	4674191	JADBEL010000043.1	15506	16208	GCA_014873855.1	Sporosarcina limicola	85.1485	96	0.0150186
S	CP014616.1	CIRCULAR	724007	726861	4674191	JBHSNO010000022.1	66278	69132	GCA_042655805.1	Sporosarcina soli	83.5434	96	0.0610801
S	CP014616.1	CIRCULAR	753759	753891	4674191	JADBEL010000015.1	80280	80412	GCA_014873855.1	Sporosarcina limicola	90.2985	96	0.00284541
S	CP014616.1	CIRCULAR	789320	794248	4674191	JADBEL010000018.1	7548	12456	GCA_014873855.1	Sporosarcina limicola	79.3333	96	0.105451
T	CP014616.1	CIRCULAR	803388	803496	4674191	UXAV01000011.1	463	574	GCA_900609045.1	Filibacter tadaridae	92.8571	96	0.00233195
T	CP014616.1	CIRCULAR	803561	803675	4674191	CBCRXF010000050.1	622	741	GCA_965137035.1	Filibacter tadaridae	90.8333	96	0.00246032
S	CP014616.1	CIRCULAR	806681	806927	4674191	JADBEL010000009.1	133020	133267	GCA_014873855.1	Sporosarcina limicola	85.9438	96	0.00528434
T	CP014616.1	CIRCULAR	806928	807035	4674191	UXAV01000036.1	372	479	GCA_900609045.1	Filibacter tadaridae	99.0741	96	0.00231056
S	CP014616.1	CIRCULAR	807036	807364	4674191	JADBEL010000009.1	132581	132911	GCA_014873855.1	Sporosarcina limicola	89.645	96	0.00703865
S	CP014616.1	CIRCULAR	807427	807657	4674191	JADBEL010000009.1	132110	132333	GCA_014873855.1	Sporosarcina limicola	81.4346	96	0.00494203
T	CP014616.1	CIRCULAR	807795	808270	4674191	UXAV01000036.1	906	1339	GCA_900609045.1	Filibacter tadaridae	84.6311	96	0.0101836
S	CP014616.1	CIRCULAR	808271	808389	4674191	JAWLIR010000065.1	1	113	GCA_033485195.1	Sporosarcina beigongshangi	89.1667	96	0.0025459
S	CP014616.1	CIRCULAR	808486	809063	4674191	JADBEL010000009.1	130976	131541	GCA_014873855.1	Sporosarcina limicola	89.8799	96	0.0123658
S	CP014616.1	CIRCULAR	822512	823916	4674191	JADBEL010000009.1	117593	118994	GCA_014873855.1	Sporosarcina limicola	81.4894	96	0.0300587
S	CP014616.1	CIRCULAR	824677	828572	4674191	JADBEL010000009.1	113590	117470	GCA_014873855.1	Sporosarcina limicola	80.2094	96	0.0833513
S	CP014616.1	CIRCULAR	830638	831299	4674191	JAWLIR010000032.1	35860	36522	GCA_033485195.1	Sporosarcina beigongshangi	84.6847	96	0.0141629
S	CP014616.1	CIRCULAR	863415	865057	4674191	JADBEL010000009.1	72180	73826	GCA_014873855.1	Sporosarcina limicola	78.3686	96	0.0351505
S	CP014616.1	CIRCULAR	875822	876674	4674191	JADBEL010000009.1	57768	58618	GCA_014873855.1	Sporosarcina limicola	84.2474	96	0.0182491
T	CP014616.1	CIRCULAR	881188	884685	4674191	UXAV01000036.1	99701	103192	GCA_900609045.1	Filibacter tadaridae	76.84	96	0.0748365
S	CP014616.1	CIRCULAR	884686	886457	4674191	JADBEL010000009.1	49431	51197	GCA_014873855.1	Sporosarcina limicola	82.1289	96	0.0379103
S	CP014616.1	CIRCULAR	889894	890455	4674191	JBHSNO010000016.1	289610	290174	GCA_042655805.1	Sporosarcina soli	75.9227	96	0.0120235
S	CP014616.1	CIRCULAR	890456	890816	4674191	JADBEL010000009.1	45056	45415	GCA_014873855.1	Sporosarcina limicola	89.2265	96	0.00772326
S	CP014616.1	CIRCULAR	903763	904863	4674191	JADBEL010000009.1	43119	44226	GCA_014873855.1	Sporosarcina limicola	86.9252	96	0.0235549
S	CP014616.1	CIRCULAR	914503	914690	4674191	JADBEL010000009.1	35253	35440	GCA_014873855.1	Sporosarcina limicola	86.7725	96	0.00402209
S	CP014616.1	CIRCULAR	927699	930111	4674191	JBHSNO010000016.1	339234	341646	GCA_042655805.1	Sporosarcina soli	86.2526	96	0.0516239
S	CP014616.1	CIRCULAR	930677	933507	4674191	JAWLIR010000016.1	54091	56898	GCA_033485195.1	Sporosarcina beigongshangi	82.5229	96	0.0605666
T	CP014616.1	CIRCULAR	936886	937301	4674191	UXAV01000041.1	118715	119132	GCA_900609045.1	Filibacter tadaridae	86.8421	96	0.00889994
T	CP014616.1	CIRCULAR	938317	939845	4674191	UXAV01000035.1	5370	6896	GCA_900609045.1	Filibacter tadaridae	89.9281	96	0.0327115
S	CP014616.1	CIRCULAR	948498	949271	4674191	JADBEL010000003.1	178580	179353	GCA_014873855.1	Sporosarcina limicola	90.4393	96	0.016559
S	CP014616.1	CIRCULAR	950791	951712	4674191	JADBEL010000009.1	13703	14622	GCA_014873855.1	Sporosarcina limicola	90.2808	96	0.0197253
S	CP014616.1	CIRCULAR	953647	955088	4674191	JADBEL010000009.1	11967	13413	GCA_014873855.1	Sporosarcina limicola	91.2353	96	0.0308503
S	CP014616.1	CIRCULAR	958296	958874	4674191	JBHSNO010000022.1	146089	146666	GCA_042655805.1	Sporosarcina soli	86.5517	96	0.0123872
S	CP014616.1	CIRCULAR	963071	964005	4674191	JADBEL010000003.1	243187	244123	GCA_014873855.1	Sporosarcina limicola	91.791	96	0.0200035
T	CP014616.1	CIRCULAR	964071	964587	4674191	UXAV01000042.1	292609	293130	GCA_900609045.1	Filibacter tadaridae	86.9732	96	0.0110607
S	CP014616.1	CIRCULAR	974709	975732	4674191	JBHSNO010000015.1	339043	340040	GCA_042655805.1	Sporosarcina soli	87.6218	96	0.0219075
S	CP014616.1	CIRCULAR	975849	976388	4674191	JAWLIR010000043.1	6449	6988	GCA_033485195.1	Sporosarcina beigongshangi	91.8669	96	0.0115528
T	CP014616.1	CIRCULAR	983072	985468	4674191	UXAV01000043.1	73874	76270	GCA_900609045.1	Filibacter tadaridae	87.219	96	0.0512816
T	CP014616.1	CIRCULAR	986021	986605	4674191	UXAV01000036.1	152455	153040	GCA_900609045.1	Filibacter tadaridae	87.2232	96	0.0125155
S	CP014616.1	CIRCULAR	986606	987064	4674191	JAWLIR010000010.1	24371	24829	GCA_033485195.1	Sporosarcina beigongshangi	83.878	96	0.00981988
S	CP014616.1	CIRCULAR	1025064	1028778	4674191	JAWLIR010000013.1	116828	120534	GCA_033485195.1	Sporosarcina beigongshangi	83.0158	96	0.079479
S	CP014616.1	CIRCULAR	1031515	1033361	4674191	JADBEL010000027.1	12138	13992	GCA_014873855.1	Sporosarcina limicola	78.2818	96	0.0395149
S	CP014616.1	CIRCULAR	1037298	1043823	4674191	JADBEL010000027.1	1484	7994	GCA_014873855.1	Sporosarcina limicola	81.2949	96	0.139618
S	CP014616.1	CIRCULAR	1047742	1048874	4674191	JADBEL010000025.1	6688	7824	GCA_014873855.1	Sporosarcina limicola	75	96	0.0242395
S	CP014616.1	CIRCULAR	1052233	1055552	4674191	JAWLIR010000014.1	8292	11610	GCA_033485195.1	Sporosarcina beigongshangi	81.5616	96	0.0710283
T	CP014616.1	CIRCULAR	1060893	1061616	4674191	UXAV01000043.1	35875	36596	GCA_900609045.1	Filibacter tadaridae	78.5326	96	0.0154893
S	CP014616.1	CIRCULAR	1091346	1094386	4674191	JAWLIR010000061.1	1278	4317	GCA_033485195.1	Sporosarcina beigongshangi	79.9543	96	0.0650594
S	CP014616.1	CIRCULAR	1094709	1097324	4674191	JADBEL010000025.1	49578	52197	GCA_014873855.1	Sporosarcina limicola	83.4667	96	0.0559669
S	CP014616.1	CIRCULAR	1097325	1098789	4674191	JBHSNO010000021.1	3644	5110	GCA_042655805.1	Sporosarcina soli	75.6921	96	0.0313423
S	CP014616.1	CIRCULAR	1101799	1101925	4674191	JBHSNO010000022.1	25	150	GCA_042655805.1	Sporosarcina soli	84.4961	96	0.00271705
T	CP014616.1	CIRCULAR	1106760	1107028	4674191	UXAV01000073.1	81	347	GCA_900609045.1	Filibacter tadaridae	86.2385	96	0.00575501
T	CP014616.1	CIRCULAR	1107029	1107193	4674191	UXAV01000066.1	364	518	GCA_900609045.1	Filibacter tadaridae	86.2385	96	0.00353002
S	CP014616.1	CIRCULAR	1107194	1107863	4674191	JADBEL010000078.1	258	963	GCA_014873855.1	Sporosarcina limicola	90.678	96	0.014334
S	CP014616.1	CIRCULAR	1108021	1108425	4674191	JADBEL010000013.1	115469	115875	GCA_014873855.1	Sporosarcina limicola	96.0976	96	0.0086646
S	CP014616.1	CIRCULAR	1108429	1108640	4674191	JBHSNO010000004.1	963	1136	GCA_042655805.1	Sporosarcina soli	77.5701	96	0.00453554
S	CP014616.1	CIRCULAR	1108641	1109143	4674191	JADBEL010000013.1	114672	115173	GCA_014873855.1	Sporosarcina limicola	97.0238	96	0.0107612
T	CP014616.1	CIRCULAR	1122742	1124481	4674191	UXAV01000032.1	29967	31708	GCA_900609045.1	Filibacter tadaridae	79.226	96	0.0372257
S	CP014616.1	CIRCULAR	1124482	1124689	4674191	JAWLIR010000009.1	3262	3490	GCA_033485195.1	Sporosarcina beigongshangi	83.8428	96	0.00444997
T	CP014616.1	CIRCULAR	1124690	1125997	4674191	UXAV01000032.1	28449	29760	GCA_900609045.1	Filibacter tadaridae	80.5323	96	0.0279835
S	CP014616.1	CIRCULAR	1144786	1145517	4674191	JADBEL010000062.1	656	1388	GCA_014873855.1	Sporosarcina limicola	95.3678	96	0.0156605
S	CP014616.1	CIRCULAR	1147054	1148065	4674191	JADBEL010000039.1	9053	10066	GCA_014873855.1	Sporosarcina limicola	93.6946	96	0.0216508
S	CP014616.1	CIRCULAR	1166280	1169693	4674191	JBHSNO010000006.1	225437	228835	GCA_042655805.1	Sporosarcina soli	80.2195	96	0.0730394
S	CP014616.1	CIRCULAR	1169830	1170095	4674191	JADBEL010000009.1	20053	20328	GCA_014873855.1	Sporosarcina limicola	88.4058	96	0.00569082
T	CP014616.1	CIRCULAR	1173501	1173600	4674191	UXAV01000058.1	6157	6256	GCA_900609045.1	Filibacter tadaridae	93.0693	96	0.00213941
S	CP014616.1	CIRCULAR	1265945	1268018	4674191	JAWLIR010000010.1	38860	40921	GCA_033485195.1	Sporosarcina beigongshangi	81.2891	96	0.0443713
S	CP014616.1	CIRCULAR	1318405	1319631	4674191	JADBEL010000003.1	183980	185206	GCA_014873855.1	Sporosarcina limicola	91.2052	96	0.0262505
