# ANI ranges report for assembly: GCA_964245115.1
# Submitted organism: Thomasclavelia ramosa DSM 1402 (taxid = 445974, rank = no rank, lineage = Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Coprobacillaceae; Thomasclavelia)
# Submitted Organism Has Type Assembly: Yes
# Best match: Thomasclavelia ramosa (taxid = 1547, rank = species, lineage = Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Coprobacillaceae; Thomasclavelia)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	CAXTKX010000008.1	CONTIG	817	50961	161563	CP065674.1	33651	83794	GCA_016027135.1	Thomasclavelia ramosa	99.7786	96	31.0374
-	CAXTKX010000008.1	CONTIG	51014	84645	161563	CP065674.1	1	33650	GCA_016027135.1	Thomasclavelia ramosa	99.7854	96	20.8166
-	CAXTKX010000008.1	CONTIG	84646	92943	161563	CP065674.1	3236112	3244407	GCA_016027135.1	Thomasclavelia ramosa	99.7854	96	5.13608
-	CAXTKX010000008.1	CONTIG	93182	161557	161563	CP065674.1	3159315	3227706	GCA_016027135.1	Thomasclavelia ramosa	99.7412	96	42.3216
-	CAXTKX010000009.1	CONTIG	1	94768	144523	CP036346.1	2980161	3074953	GCA_014131695.1	Thomasclavelia ramosa	99.8091	96	65.573
-	CAXTKX010000009.1	CONTIG	94769	144523	144523	CP036346.1	2929574	2979331	GCA_014131695.1	Thomasclavelia ramosa	99.8091	96	34.427
-	CAXTKX010000010.1	CONTIG	221	34480	144085	CAACVM010000001.1	122284	156543	GCA_900660185.1	Thomasclavelia ramosa	99.9358	96	23.7776
-	CAXTKX010000010.1	CONTIG	48303	49196	144085	CAACVM010000019.1	39279	40172	GCA_900660185.1	Thomasclavelia ramosa	87.7369	96	0.620467
-	CAXTKX010000010.1	CONTIG	66791	108931	144085	CAACVM010000001.1	156544	198684	GCA_900660185.1	Thomasclavelia ramosa	99.9478	96	29.2473
T	CAXTKX010000010.1	CONTIG	117809	118069	144085	SMCQ01000015.1	78957	79214	GCA_004343035.1	Longibaculum muris	88.1226	96	0.181143
-	CAXTKX010000010.1	CONTIG	118070	144085	144085	CAACVM010000001.1	203453	229470	GCA_900660185.1	Thomasclavelia ramosa	99.8924	96	18.056
-	CAXTKX010000011.1	CONTIG	1	126	127686	DS499654.1	361336	361461	GCA_000154485.1	Thomasclavelia ramosa	100	96	0.0986796
-	CAXTKX010000011.1	CONTIG	138	51120	127686	DS499659.1	355334	406314	GCA_000154485.1	Thomasclavelia ramosa	99.8529	96	39.9284
-	CAXTKX010000011.1	CONTIG	51244	127287	127686	DS499659.1	279279	355333	GCA_000154485.1	Thomasclavelia ramosa	99.8173	96	59.5555
-	CAXTKX010000012.1	CONTIG	70	119937	119937	DS499653.1	3338	123225	GCA_000154485.1	Thomasclavelia ramosa	99.8332	96	99.9425
-	CAXTKX010000013.1	CONTIG	1985	110733	116378	CP036346.1	1784304	1893036	GCA_014131695.1	Thomasclavelia ramosa	99.7527	96	93.4446
-	CAXTKX010000013.1	CONTIG	110793	116378	116378	CP036346.1	1778708	1784303	GCA_014131695.1	Thomasclavelia ramosa	99.5177	96	4.79988
-	CAXTKX010000014.1	CONTIG	1	41898	112534	DS499659.1	481524	523416	GCA_000154485.1	Thomasclavelia ramosa	99.8685	96	37.2314
-	CAXTKX010000014.1	CONTIG	41899	112289	112534	DS499659.1	406315	476704	GCA_000154485.1	Thomasclavelia ramosa	99.8685	96	62.5509
-	CAXTKX010000014.1	CONTIG	112290	112534	112534	DS499654.1	360641	360885	GCA_000154485.1	Thomasclavelia ramosa	99.8685	96	0.217712
-	CAXTKX010000015.1	CONTIG	1	126	111388	DS499660.1	143640	143765	GCA_000154485.1	Thomasclavelia ramosa	97.619	96	0.113118
-	CAXTKX010000015.1	CONTIG	135	111388	111388	CP036346.1	304011	415221	GCA_014131695.1	Thomasclavelia ramosa	99.8166	96	99.8797
-	CAXTKX010000016.1	CONTIG	1	86720	86720	CAACVM010000010.1	312	87043	GCA_900660185.1	Thomasclavelia ramosa	99.7119	96	100
S	CAXTKX010000017.1	CONTIG	1	651	73156	DS562844.1	103571	104222	GCA_000154805.1	Thomasclavelia spiroformis	96.1656	96	0.889879
S	CAXTKX010000017.1	CONTIG	1168	11226	73156	JMLH01000019.1	32948	43007	GCA_000686665.1	Thomasclavelia saccharogumia	99.6621	96	13.7501
T	CAXTKX010000017.1	CONTIG	11494	12396	73156	WSNW01000001.1	2567312	2568214	GCA_009767585.1	Coprobacillus cateniformis	99.4672	96	1.23435
T	CAXTKX010000017.1	CONTIG	12397	14496	73156	WSNW01000001.1	2565117	2567216	GCA_009767585.1	Coprobacillus cateniformis	99.4672	96	2.87058
T	CAXTKX010000017.1	CONTIG	18041	23460	73156	PYLQ01000013.1	55686	61125	GCA_003024685.1	Faecalibacillus intestinalis	95.4972	96	7.40882
T	CAXTKX010000017.1	CONTIG	26573	29969	73156	PYLQ01000040.1	368	3764	GCA_003024685.1	Faecalibacillus intestinalis	92.0952	96	4.6435
T	CAXTKX010000017.1	CONTIG	30391	33258	73156	PYLQ01000041.1	363	3230	GCA_003024685.1	Faecalibacillus intestinalis	99.5467	96	3.92039
-	CAXTKX010000017.1	CONTIG	42758	43829	73156	CAACVM010000014.1	79717	80763	GCA_900660185.1	Thomasclavelia ramosa	96.2687	96	1.46536
-	CAXTKX010000017.1	CONTIG	63115	63626	73156	CAACVM010000014.1	80806	81317	GCA_900660185.1	Thomasclavelia ramosa	97.8641	96	0.699874
-	CAXTKX010000017.1	CONTIG	63692	73156	73156	CAACVM010000014.1	81318	90776	GCA_900660185.1	Thomasclavelia ramosa	99.6408	96	12.9381
-	CAXTKX010000018.1	CONTIG	1	14375	68502	DS499659.1	210614	224984	GCA_000154485.1	Thomasclavelia ramosa	99.3883	96	20.9848
S	CAXTKX010000018.1	CONTIG	14848	14973	68502	PHNQ01000039.1	342779	342908	GCA_002803405.1	Thomasclavelia cocleata	74.4526	96	0.183936
S	CAXTKX010000018.1	CONTIG	15172	15277	68502	FOIN01000005.1	68650	68755	GCA_900102365.1	Thomasclavelia cocleata	79.0909	96	0.15474
-	CAXTKX010000018.1	CONTIG	15873	68502	68502	DS499659.1	158022	210613	GCA_000154485.1	Thomasclavelia ramosa	97.8966	96	76.8299
-	CAXTKX010000019.1	CONTIG	1	47302	61983	CP036346.1	832242	879544	GCA_014131695.1	Thomasclavelia ramosa	99.8288	96	76.3145
-	CAXTKX010000019.1	CONTIG	47303	47521	61983	CAACVM010000024.1	10553	10771	GCA_900660185.1	Thomasclavelia ramosa	99.5434	96	0.353323
-	CAXTKX010000019.1	CONTIG	47522	61983	61983	CP036346.1	879545	894016	GCA_014131695.1	Thomasclavelia ramosa	99.62	96	23.3322
-	CAXTKX010000020.1	CONTIG	1	2202	52405	DS499659.1	887265	889477	GCA_000154485.1	Thomasclavelia ramosa	99.0967	96	4.20189
-	CAXTKX010000020.1	CONTIG	2618	3396	52405	DS499659.1	889785	890563	GCA_000154485.1	Thomasclavelia ramosa	89.8977	96	1.4865
-	CAXTKX010000020.1	CONTIG	3707	21085	52405	DS499659.1	890868	908254	GCA_000154485.1	Thomasclavelia ramosa	99.3444	96	33.1629
-	CAXTKX010000020.1	CONTIG	21631	22752	52405	DS499659.1	909242	910364	GCA_000154485.1	Thomasclavelia ramosa	97.6	96	2.14102
-	CAXTKX010000020.1	CONTIG	32047	32473	52405	DS499659.1	919009	919436	GCA_000154485.1	Thomasclavelia ramosa	85.9447	96	0.814808
-	CAXTKX010000020.1	CONTIG	36953	52405	52405	DS499659.1	923724	939173	GCA_000154485.1	Thomasclavelia ramosa	98.6486	96	29.4876
S	CAXTKX010000021.1	CONTIG	6458	7231	48958	JMLH01000019.1	23917	24684	GCA_000686665.1	Thomasclavelia saccharogumia	88.7324	96	1.58095
-	CAXTKX010000021.1	CONTIG	7232	7658	48958	CAACVM010000014.1	66800	67226	GCA_900660185.1	Thomasclavelia ramosa	96.7213	96	0.872176
S	CAXTKX010000021.1	CONTIG	7659	8444	48958	JMLH01000019.1	25140	25943	GCA_000686665.1	Thomasclavelia saccharogumia	85.732	96	1.60546
-	CAXTKX010000022.1	CONTIG	1	47483	47483	CP036346.1	3075713	3123181	GCA_014131695.1	Thomasclavelia ramosa	99.7642	96	100
-	CAXTKX010000023.1	CONTIG	2817	4074	42365	CAACVM010000034.1	15472	16725	GCA_900660185.1	Thomasclavelia ramosa	91.1322	96	2.96943
-	CAXTKX010000023.1	CONTIG	4099	4949	42365	CAACVM010000036.1	15769	16619	GCA_900660185.1	Thomasclavelia ramosa	99.7042	96	2.00873
-	CAXTKX010000023.1	CONTIG	4950	42290	42365	CAACVM010000014.1	428	37775	GCA_900660185.1	Thomasclavelia ramosa	99.7042	96	88.1412
-	CAXTKX010000024.1	CONTIG	12761	12923	39327	PHNQ01000018.1	79719	79881	GCA_002803405.1	Thomasclavelia cocleata	90.184	96	0.414474
-	CAXTKX010000024.1	CONTIG	12924	23331	39327	DS499659.1	268871	279278	GCA_000154485.1	Thomasclavelia ramosa	99.8372	96	26.4653
-	CAXTKX010000024.1	CONTIG	23332	39327	39327	DS499659.1	252785	268781	GCA_000154485.1	Thomasclavelia ramosa	99.8372	96	40.6743
-	CAXTKX010000025.1	CONTIG	1	36767	36767	DS499659.1	120589	157356	GCA_000154485.1	Thomasclavelia ramosa	99.864	96	100
-	CAXTKX010000026.1	CONTIG	1	25665	25742	DS499659.1	94926	120588	GCA_000154485.1	Thomasclavelia ramosa	99.7857	96	99.7009
-	CAXTKX010000027.1	CONTIG	1	849	23885	CAACVM010000003.1	23894	24741	GCA_900660185.1	Thomasclavelia ramosa	99.0577	96	3.55453
S	CAXTKX010000027.1	CONTIG	2834	21581	23885	JMLH01000011.1	39303	58045	GCA_000686665.1	Thomasclavelia saccharogumia	96.0565	96	78.4928
-	CAXTKX010000027.1	CONTIG	21582	23871	23885	CAACVM010000003.1	21586	23893	GCA_900660185.1	Thomasclavelia ramosa	96.2787	96	9.58761
-	CAXTKX010000029.1	CONTIG	1	23090	23090	CP036346.1	2546090	2569177	GCA_014131695.1	Thomasclavelia ramosa	99.8917	96	100
-	CAXTKX010000030.1	CONTIG	17870	19315	20989	CAACVM010000019.1	53487	54928	GCA_900660185.1	Thomasclavelia ramosa	87.8434	96	6.88932
-	CAXTKX010000031.1	CONTIG	1	20515	20515	CAACVM010000010.1	87389	107901	GCA_900660185.1	Thomasclavelia ramosa	99.8684	96	100
-	CAXTKX010000032.1	CONTIG	6	135	16613	DS562844.1	103341	103470	GCA_000154805.1	Thomasclavelia spiroformis	96.9231	96	0.78252
-	CAXTKX010000032.1	CONTIG	136	16613	16613	DS499659.1	236032	252509	GCA_000154485.1	Thomasclavelia ramosa	99.9029	96	99.1874
-	CAXTKX010000033.1	CONTIG	1	3098	11410	DS499655.1	249	3346	GCA_000154485.1	Thomasclavelia ramosa	99.5158	96	27.1516
-	CAXTKX010000034.1	CONTIG	15	9907	10090	CAACVM010000014.1	67473	77368	GCA_900660185.1	Thomasclavelia ramosa	99.2327	96	98.0476
-	CAXTKX010000034.1	CONTIG	9945	10087	10090	DS562846.1	39238	39380	GCA_000154805.1	Thomasclavelia spiroformis	96.5035	96	1.41724
-	CAXTKX010000036.1	CONTIG	5713	8955	9362	CP036346.1	894989	898241	GCA_014131695.1	Thomasclavelia ramosa	95.4224	96	34.64
-	CAXTKX010000036.1	CONTIG	8956	9285	9362	DS499653.1	231749	232078	GCA_000154485.1	Thomasclavelia ramosa	99.3939	96	3.52489
-	CAXTKX010000038.1	CONTIG	7063	7192	7192	JMLH01000129.1	18	148	GCA_000686665.1	Thomasclavelia saccharogumia	91.6031	96	1.80756
-	CAXTKX010000039.1	CONTIG	1955	3127	6236	CAACVM010000042.1	3091	4261	GCA_900660185.1	Thomasclavelia ramosa	96.5928	96	18.8101
-	CAXTKX010000039.1	CONTIG	3376	6236	6236	CAACVM010000042.1	31	2893	GCA_900660185.1	Thomasclavelia ramosa	91.9276	96	45.8788
-	CAXTKX010000040.1	CONTIG	86	6188	6188	DS499659.1	229929	236031	GCA_000154485.1	Thomasclavelia ramosa	99.7706	96	98.6264
-	CAXTKX010000042.1	CONTIG	78	5021	5031	DS499659.1	224985	229928	GCA_000154485.1	Thomasclavelia ramosa	100	96	98.2707
-	CAXTKX010000043.1	CONTIG	78	3490	3490	CP036346.1	1123400	1126813	GCA_014131695.1	Thomasclavelia ramosa	99.7657	96	97.7937
-	CAXTKX010000044.1	CONTIG	1	1964	1964	CP036346.1	2916992	2918955	GCA_014131695.1	Thomasclavelia ramosa	99.8473	96	100
-	CAXTKX010000045.1	CONTIG	160	1592	1751	CAACVM010000014.1	77369	78781	GCA_900660185.1	Thomasclavelia ramosa	94.5682	96	81.8389
-	CAXTKX010000047.1	CONTIG	1090	1304	1350	CAACVM010000014.1	79249	79463	GCA_900660185.1	Thomasclavelia ramosa	98.6047	96	15.9259
-	CAXTKX010000050.1	CONTIG	1	251	865	CAACVM010000014.1	79464	79716	GCA_900660185.1	Thomasclavelia ramosa	97.6285	96	29.0173
S	CAXTKX010000050.1	CONTIG	437	727	865	DS562851.1	15037	15326	GCA_000154805.1	Thomasclavelia spiroformis	96.5035	96	33.6416
S	CAXTKX010000050.1	CONTIG	728	865	865	DS562844.1	104224	104361	GCA_000154805.1	Thomasclavelia spiroformis	96.5035	96	15.9538
-	CAXTKX010000051.1	CONTIG	1	819	819	CAACVM010000059.1	1	819	GCA_900660185.1	Thomasclavelia ramosa	99.8779	96	100
-	CAXTKX010000053.1	CONTIG	1	698	775	DS499654.1	292427	293125	GCA_000154485.1	Thomasclavelia ramosa	99.4278	96	90.0645
-	CAXTKX010000054.1	CONTIG	1	672	672	DS499659.1	939491	940162	GCA_000154485.1	Thomasclavelia ramosa	99.8512	96	100
-	CAXTKX010000055.1	CONTIG	1	647	647	CP036346.1	3123552	3124198	GCA_014131695.1	Thomasclavelia ramosa	100	96	100
-	CAXTKX010000056.1	CONTIG	1	605	605	CP036346.1	1893113	1893717	GCA_014131695.1	Thomasclavelia ramosa	100	96	100
-	CAXTKX010000057.1	CONTIG	1	604	604	DS499660.1	142994	143597	GCA_000154485.1	Thomasclavelia ramosa	100	96	100
-	CAXTKX010000058.1	CONTIG	1	486	563	DS499660.1	47666	48151	GCA_000154485.1	Thomasclavelia ramosa	100	96	86.3233
-	CAXTKX010000059.1	CONTIG	1	514	514	CAACVM010000065.1	1	514	GCA_900660185.1	Thomasclavelia ramosa	100	96	100
