# ANI ranges report for assembly: GCA_000724775.3
# Submitted organism: Lysinibacillus fusiformis (taxid = 28031, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Bacillaceae; Lysinibacillus)
# Submitted Organism Has Type Assembly: Yes
# Best match: Lysinibacillus fusiformis (taxid = 28031, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Bacillaceae; Lysinibacillus)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	CP010820.1	CIRCULAR	110643	218276	4843789	PXXY01000016.1	7180	114840	GCA_003367495.1	Lysinibacillus fusiformis	98.41	96	2.2221
S	CP010820.1	CIRCULAR	218277	218402	4843789	CP067341.1	5083499	5083624	GCA_016638705.1	Lysinibacillus agricola	86.6142	96	0.00260127
-	CP010820.1	CIRCULAR	222565	223265	4843789	PXXY01000012.1	18382	19082	GCA_003367495.1	Lysinibacillus fusiformis	86.4672	96	0.0144721
-	CP010820.1	CIRCULAR	224090	225604	4843789	PXXY01000012.1	16047	17561	GCA_003367495.1	Lysinibacillus fusiformis	80.302	96	0.0312772
-	CP010820.1	CIRCULAR	228895	229094	4843789	PXXY01000046.1	13778	13974	GCA_003367495.1	Lysinibacillus fusiformis	93.5	96	0.004129
-	CP010820.1	CIRCULAR	233967	234517	4843789	PXXY01000016.1	6607	7179	GCA_003367495.1	Lysinibacillus fusiformis	90.2609	96	0.0113754
S	CP010820.1	CIRCULAR	234518	234623	4843789	JPVR01000074.1	6313	6423	GCA_000772935.1	Lysinibacillus boronitolerans	76.1062	96	0.00218837
-	CP010820.1	CIRCULAR	234624	241232	4843789	PXXY01000016.1	1	6606	GCA_003367495.1	Lysinibacillus fusiformis	98.0339	96	0.136443
S	CP010820.1	CIRCULAR	241233	241450	4843789	LGCI01000014.1	76940	77157	GCA_001281525.1	Lysinibacillus macroides	98.6239	96	0.00450061
S	CP010820.1	CIRCULAR	241451	242610	4843789	BBDJ01000063.1	488	1647	GCA_001312325.1	Lysinibacillus pakistanensis	99.2241	96	0.0239482
S	CP010820.1	CIRCULAR	242611	242748	4843789	UFSZ01000001.1	4443538	4443674	GCA_900445465.1	Lysinibacillus sphaericus	90.6475	96	0.00284901
S	CP010820.1	CIRCULAR	242776	245288	4843789	LFXJ01000010.1	316655	319167	GCA_001183605.1	Lysinibacillus xylanilyticus	99.6419	96	0.0518809
S	CP010820.1	CIRCULAR	245289	245589	4843789	CP113527.1	4248034	4248334	GCA_028877475.1	Lysinibacillus irui	100	96	0.00621414
-	CP010820.1	CIRCULAR	245590	245715	4843789	PYWL01000027.1	1	128	GCA_003049525.1	Lysinibacillus fusiformis	97.6562	96	0.00260127
-	CP010820.1	CIRCULAR	245716	257923	4843789	PXXY01000007.1	1	12207	GCA_003367495.1	Lysinibacillus fusiformis	98.1981	96	0.252034
S	CP010820.1	CIRCULAR	257924	264862	4843789	JPVR01000048.1	12056	18991	GCA_000772935.1	Lysinibacillus boronitolerans	99.9327	96	0.143256
S	CP010820.1	CIRCULAR	264863	306969	4843789	JPVR01000079.1	264081	306203	GCA_000772935.1	Lysinibacillus boronitolerans	99.9327	96	0.869299
S	CP010820.1	CIRCULAR	307357	310981	4843789	WMEF01000016.1	15991	19613	GCA_009724685.1	Lysinibacillus cavernae	91.3403	96	0.0748381
-	CP010820.1	CIRCULAR	310982	311215	4843789	PXXY01000007.1	18567	18801	GCA_003367495.1	Lysinibacillus fusiformis	95.3191	96	0.00483093
-	CP010820.1	CIRCULAR	311250	326586	4843789	PXXY01000007.1	31684	47019	GCA_003367495.1	Lysinibacillus fusiformis	97.3794	96	0.316632
-	CP010820.1	CIRCULAR	328410	335698	4843789	PXXY01000007.1	47020	54265	GCA_003367495.1	Lysinibacillus fusiformis	97.0025	96	0.150481
S	CP010820.1	CIRCULAR	335699	336227	4843789	JANTOO010000005.1	49178	49706	GCA_024753545.1	Lysinibacillus pinottii	97.1645	96	0.0109212
-	CP010820.1	CIRCULAR	336228	347310	4843789	PXXY01000007.1	57306	68388	GCA_003367495.1	Lysinibacillus fusiformis	95.6091	96	0.228808
-	CP010820.1	CIRCULAR	347366	369845	4843789	PXXY01000007.1	68568	91053	GCA_003367495.1	Lysinibacillus fusiformis	96.1427	96	0.464099
-	CP010820.1	CIRCULAR	369968	372046	4843789	PXXY01000007.1	91159	93254	GCA_003367495.1	Lysinibacillus fusiformis	94.7067	96	0.0429209
-	CP010820.1	CIRCULAR	373083	379420	4843789	PXXY01000007.1	93726	100062	GCA_003367495.1	Lysinibacillus fusiformis	97.2717	96	0.130848
S	CP010820.1	CIRCULAR	379421	380345	4843789	JANTOO010000005.1	87319	88243	GCA_024753545.1	Lysinibacillus pinottii	93.2973	96	0.0190966
-	CP010820.1	CIRCULAR	380346	393618	4843789	PXXY01000007.1	100063	113345	GCA_003367495.1	Lysinibacillus fusiformis	96.5097	96	0.274021
S	CP010820.1	CIRCULAR	393619	394173	4843789	WMEF01000010.1	152627	153185	GCA_009724685.1	Lysinibacillus cavernae	79.1815	96	0.011458
-	CP010820.1	CIRCULAR	394174	402165	4843789	PXXY01000007.1	113356	121348	GCA_003367495.1	Lysinibacillus fusiformis	97.4102	96	0.164995
-	CP010820.1	CIRCULAR	402214	402982	4843789	PXXY01000007.1	121518	122287	GCA_003367495.1	Lysinibacillus fusiformis	94.0337	96	0.015876
S	CP010820.1	CIRCULAR	402983	403617	4843789	JANTOO010000005.1	112921	113547	GCA_024753545.1	Lysinibacillus pinottii	91.8877	96	0.0131096
-	CP010820.1	CIRCULAR	403618	547170	4843789	PXXY01000007.1	122936	266397	GCA_003367495.1	Lysinibacillus fusiformis	97.621	96	2.96365
-	CP010820.1	CIRCULAR	547252	547416	4843789	PXXY01000082.1	1	165	GCA_003367495.1	Lysinibacillus fusiformis	100	96	0.00340642
-	CP010820.1	CIRCULAR	547417	547550	4843789	PYWL01000005.1	1	134	GCA_003049525.1	Lysinibacillus fusiformis	100	96	0.00276643
S	CP010820.1	CIRCULAR	547551	547900	4843789	CP113527.1	3973313	3973662	GCA_028877475.1	Lysinibacillus irui	98	96	0.00722575
S	CP010820.1	CIRCULAR	547901	548844	4843789	LFXJ01000007.1	61280	62223	GCA_001183605.1	Lysinibacillus xylanilyticus	99.2585	96	0.0194889
S	CP010820.1	CIRCULAR	548845	549073	4843789	CP113527.1	3972140	3972368	GCA_028877475.1	Lysinibacillus irui	94.3478	96	0.0047277
S	CP010820.1	CIRCULAR	549074	549444	4843789	BBDJ01000060.1	2572	2940	GCA_001312325.1	Lysinibacillus pakistanensis	98.9218	96	0.00765929
S	CP010820.1	CIRCULAR	549445	551896	4843789	CP067341.1	13041	15505	GCA_016638705.1	Lysinibacillus agricola	99.1079	96	0.0506215
-	CP010820.1	CIRCULAR	551897	552001	4843789	PYWL01000024.1	29766	29870	GCA_003049525.1	Lysinibacillus fusiformis	100	96	0.00216772
-	CP010820.1	CIRCULAR	552002	573280	4843789	PXXY01000040.1	1	21278	GCA_003367495.1	Lysinibacillus fusiformis	97.6059	96	0.439305
-	CP010820.1	CIRCULAR	573281	611968	4843789	PXXY01000021.1	48	38800	GCA_003367495.1	Lysinibacillus fusiformis	97.6059	96	0.798714
-	CP010820.1	CIRCULAR	611969	622585	4843789	PXXY01000002.1	22	10644	GCA_003367495.1	Lysinibacillus fusiformis	97.6059	96	0.219188
-	CP010820.1	CIRCULAR	622631	657524	4843789	PXXY01000002.1	12678	47573	GCA_003367495.1	Lysinibacillus fusiformis	97.9455	96	0.720386
-	CP010820.1	CIRCULAR	659317	660217	4843789	PXXY01000038.1	5306	6205	GCA_003367495.1	Lysinibacillus fusiformis	84.0532	96	0.0186011
S	CP010820.1	CIRCULAR	660849	661343	4843789	PYWM01000010.1	124009	124521	GCA_003049665.1	Lysinibacillus mangiferihumi	77.0992	96	0.0102193
-	CP010820.1	CIRCULAR	669840	670327	4843789	PXXY01000029.1	14281	14771	GCA_003367495.1	Lysinibacillus fusiformis	80.202	96	0.0100748
-	CP010820.1	CIRCULAR	670793	672292	4843789	PXXY01000029.1	15683	17188	GCA_003367495.1	Lysinibacillus fusiformis	87.0395	96	0.0309675
S	CP010820.1	CIRCULAR	673030	673145	4843789	JANTOO010000008.1	2854	2968	GCA_024753545.1	Lysinibacillus pinottii	90.5172	96	0.00239482
-	CP010820.1	CIRCULAR	673146	676091	4843789	PXXY01000002.1	48155	51092	GCA_003367495.1	Lysinibacillus fusiformis	97.1506	96	0.0608202
-	CP010820.1	CIRCULAR	676092	676222	4843789	PYWL01000020.1	1	131	GCA_003049525.1	Lysinibacillus fusiformis	99.2366	96	0.00270449
S	CP010820.1	CIRCULAR	676223	676395	4843789	WMEF01000030.1	131	303	GCA_009724685.1	Lysinibacillus cavernae	93.1818	96	0.00357158
-	CP010820.1	CIRCULAR	676396	677657	4843789	PXXY01000082.1	216	1477	GCA_003367495.1	Lysinibacillus fusiformis	100	96	0.026054
-	CP010820.1	CIRCULAR	677658	677773	4843789	PXXY01000045.1	1	116	GCA_003367495.1	Lysinibacillus fusiformis	100	96	0.00239482
S	CP010820.1	CIRCULAR	677774	677913	4843789	CP113527.1	3880049	3880187	GCA_028877475.1	Lysinibacillus irui	95.0355	96	0.0028903
S	CP010820.1	CIRCULAR	678303	680754	4843789	BBDJ01000060.1	123	2571	GCA_001312325.1	Lysinibacillus pakistanensis	99.633	96	0.0506215
-	CP010820.1	CIRCULAR	680755	680859	4843789	PYWL01000010.1	131550	131654	GCA_003049525.1	Lysinibacillus fusiformis	100	96	0.00216772
-	CP010820.1	CIRCULAR	680860	715160	4843789	PXXY01000003.1	1	34299	GCA_003367495.1	Lysinibacillus fusiformis	98.1732	96	0.708144
-	CP010820.1	CIRCULAR	717928	724010	4843789	PXXY01000003.1	34403	40484	GCA_003367495.1	Lysinibacillus fusiformis	97.8382	96	0.125584
-	CP010820.1	CIRCULAR	724011	783387	4843789	PXXY01000003.1	40541	99919	GCA_003367495.1	Lysinibacillus fusiformis	97.8382	96	1.22584
-	CP010820.1	CIRCULAR	783388	815779	4843789	PXXY01000003.1	101854	134273	GCA_003367495.1	Lysinibacillus fusiformis	97.8382	96	0.668733
-	CP010820.1	CIRCULAR	815780	815917	4843789	PYWL01000009.1	134193	134328	GCA_003049525.1	Lysinibacillus fusiformis	98.5507	96	0.00284901
S	CP010820.1	CIRCULAR	815918	817512	4843789	CP067341.1	18155	19749	GCA_016638705.1	Lysinibacillus agricola	97.75	96	0.0329288
S	CP010820.1	CIRCULAR	817513	817719	4843789	CP113527.1	3746793	3746999	GCA_028877475.1	Lysinibacillus irui	94.7115	96	0.00427351
-	CP010820.1	CIRCULAR	817720	820689	4843789	PXXY01000024.1	1	2970	GCA_003367495.1	Lysinibacillus fusiformis	99.9327	96	0.0613156
-	CP010820.1	CIRCULAR	820690	822389	4843789	PYWL01000012.1	154	1854	GCA_003049525.1	Lysinibacillus fusiformis	95.9279	96	0.0350965
S	CP010820.1	CIRCULAR	822390	822783	4843789	JANTOO010000017.1	1712	2113	GCA_024753545.1	Lysinibacillus pinottii	93.0693	96	0.00813413
-	CP010820.1	CIRCULAR	822784	825765	4843789	PXXY01000029.1	18530	21528	GCA_003367495.1	Lysinibacillus fusiformis	98.2292	96	0.0615634
-	CP010820.1	CIRCULAR	825766	827792	4843789	PXXY01000029.1	23872	25898	GCA_003367495.1	Lysinibacillus fusiformis	98.2292	96	0.0418474
S	CP010820.1	CIRCULAR	827793	830114	4843789	JANTOO010000017.1	7140	9450	GCA_024753545.1	Lysinibacillus pinottii	92.1256	96	0.0479377
-	CP010820.1	CIRCULAR	830115	890095	4843789	PXXY01000029.1	26079	86047	GCA_003367495.1	Lysinibacillus fusiformis	97.5671	96	1.23831
-	CP010820.1	CIRCULAR	890096	890330	4843789	PYWL01000012.1	86141	86375	GCA_003049525.1	Lysinibacillus fusiformis	74.6835	96	0.00485157
-	CP010820.1	CIRCULAR	890331	890730	4843789	BJOM01000019.1	12	405	GCA_006540205.1	Lysinibacillus fusiformis	74.6377	96	0.008258
S	CP010820.1	CIRCULAR	890731	892333	4843789	JANTOO010000017.1	69967	71506	GCA_024753545.1	Lysinibacillus pinottii	72.5186	96	0.0330939
S	CP010820.1	CIRCULAR	892700	892843	4843789	JBEGDG010000028.1	52426	52569	GCA_040183165.1	Lysinibacillus zambalensis	81.3793	96	0.00297288
-	CP010820.1	CIRCULAR	892844	892966	4843789	PYWL01000007.1	2	124	GCA_003049525.1	Lysinibacillus fusiformis	80.4878	96	0.00253933
-	CP010820.1	CIRCULAR	892967	959759	4843789	PXXY01000041.1	4	66788	GCA_003367495.1	Lysinibacillus fusiformis	98.1947	96	1.37894
-	CP010820.1	CIRCULAR	959813	960343	4843789	PXXY01000041.1	66923	67453	GCA_003367495.1	Lysinibacillus fusiformis	97.1751	96	0.0109625
S	CP010820.1	CIRCULAR	961477	962623	4843789	CP113527.1	242968	244123	GCA_028877475.1	Lysinibacillus irui	91.8864	96	0.0236798
S	CP010820.1	CIRCULAR	962624	962941	4843789	CP113527.1	244876	245193	GCA_028877475.1	Lysinibacillus irui	91.8864	96	0.00656511
S	CP010820.1	CIRCULAR	968216	968501	4843789	CP113527.1	249282	249570	GCA_028877475.1	Lysinibacillus irui	85.5172	96	0.00590447
S	CP010820.1	CIRCULAR	971755	971910	4843789	BRZA01000004.1	97151	97306	GCA_026012395.1	Lysinibacillus piscis	97.4359	96	0.00322062
S	CP010820.1	CIRCULAR	971911	972494	4843789	WMEF01000001.1	144180	144764	GCA_009724685.1	Lysinibacillus cavernae	88.1356	96	0.0120567
S	CP010820.1	CIRCULAR	975067	975317	4843789	JBEGDG010000020.1	8932	9181	GCA_040183165.1	Lysinibacillus zambalensis	92.0635	96	0.00518189
S	CP010820.1	CIRCULAR	975318	975974	4843789	CP067341.1	4259634	4260294	GCA_016638705.1	Lysinibacillus agricola	89.8792	96	0.0135638
-	CP010820.1	CIRCULAR	989144	989457	4843789	PXXY01000071.1	57	373	GCA_003367495.1	Lysinibacillus fusiformis	92.7445	96	0.00648253
S	CP010820.1	CIRCULAR	989458	989559	4843789	PYWM01000086.1	1239	1340	GCA_003049665.1	Lysinibacillus mangiferihumi	92.1569	96	0.00210579
-	CP010820.1	CIRCULAR	999808	1001494	4843789	PXXY01000013.1	863	2517	GCA_003367495.1	Lysinibacillus fusiformis	94.849	96	0.0348281
-	CP010820.1	CIRCULAR	1001594	1009929	4843789	PXXY01000013.1	2518	10826	GCA_003367495.1	Lysinibacillus fusiformis	96.9428	96	0.172097
-	CP010820.1	CIRCULAR	1011343	1109783	4843789	PXXY01000013.1	13572	111982	GCA_003367495.1	Lysinibacillus fusiformis	97.9259	96	2.03231
-	CP010820.1	CIRCULAR	1109784	1124677	4843789	PXXY01000013.1	112994	127859	GCA_003367495.1	Lysinibacillus fusiformis	97.9259	96	0.307487
S	CP010820.1	CIRCULAR	1124678	1124782	4843789	JANTOO010000022.1	75	179	GCA_024753545.1	Lysinibacillus pinottii	100	96	0.00216772
S	CP010820.1	CIRCULAR	1124783	1126190	4843789	CP067341.1	4500076	4501484	GCA_016638705.1	Lysinibacillus agricola	98.5826	96	0.0290682
S	CP010820.1	CIRCULAR	1126219	1129131	4843789	JANTOO010000022.1	1594	4506	GCA_024753545.1	Lysinibacillus pinottii	99.7255	96	0.0601389
-	CP010820.1	CIRCULAR	1129132	1129284	4843789	PYWL01000006.1	1	153	GCA_003049525.1	Lysinibacillus fusiformis	98.6928	96	0.00315868
-	CP010820.1	CIRCULAR	1129285	1129413	4843789	PXXY01000014.1	130564	130692	GCA_003367495.1	Lysinibacillus fusiformis	98.7995	96	0.0026632
-	CP010820.1	CIRCULAR	1129414	1130117	4843789	PXXY01000070.1	122	825	GCA_003367495.1	Lysinibacillus fusiformis	98.7995	96	0.0145341
-	CP010820.1	CIRCULAR	1130118	1130272	4843789	PYWL01000006.1	985	1139	GCA_003049525.1	Lysinibacillus fusiformis	98.7179	96	0.00319997
-	CP010820.1	CIRCULAR	1130273	1131397	4843789	PXXY01000062.1	1	1124	GCA_003367495.1	Lysinibacillus fusiformis	98.1783	96	0.0232256
-	CP010820.1	CIRCULAR	1131398	1136968	4843789	PXXY01000064.1	1	5570	GCA_003367495.1	Lysinibacillus fusiformis	98.1783	96	0.115013
-	CP010820.1	CIRCULAR	1136969	1138916	4843789	PYWL01000006.1	7834	9778	GCA_003049525.1	Lysinibacillus fusiformis	99.4359	96	0.0402165
-	CP010820.1	CIRCULAR	1138917	1189617	4843789	PXXY01000036.1	1	50700	GCA_003367495.1	Lysinibacillus fusiformis	97.94	96	1.04672
S	CP010820.1	CIRCULAR	1189618	1189724	4843789	JANTOO010000018.1	47262	47371	GCA_024753545.1	Lysinibacillus pinottii	82.1429	96	0.00220901
-	CP010820.1	CIRCULAR	1189725	1191568	4843789	BJOM01000005.1	172802	174654	GCA_006540205.1	Lysinibacillus fusiformis	96.6001	96	0.0380694
S	CP010820.1	CIRCULAR	1191569	1192555	4843789	JPVR01000076.1	184668	185642	GCA_000772935.1	Lysinibacillus boronitolerans	75.504	96	0.0203766
S	CP010820.1	CIRCULAR	1192556	1192852	4843789	WMEF01000007.1	54279	54575	GCA_009724685.1	Lysinibacillus cavernae	74.2574	96	0.00613156
-	CP010820.1	CIRCULAR	1192853	1205071	4843789	PXXY01000036.1	52976	65194	GCA_003367495.1	Lysinibacillus fusiformis	98.1504	96	0.252261
-	CP010820.1	CIRCULAR	1205072	1205265	4843789	PYWL01000006.1	74973	75166	GCA_003049525.1	Lysinibacillus fusiformis	91.2371	96	0.00400513
-	CP010820.1	CIRCULAR	1205266	1259818	4843789	PXXY01000010.1	3	54560	GCA_003367495.1	Lysinibacillus fusiformis	98.0252	96	1.12625
-	CP010820.1	CIRCULAR	1259823	1260262	4843789	PYWL01000006.1	129840	130257	GCA_003049525.1	Lysinibacillus fusiformis	84.6847	96	0.0090838
-	CP010820.1	CIRCULAR	1260263	1261599	4843789	PXXY01000031.1	1	1332	GCA_003367495.1	Lysinibacillus fusiformis	93.6425	96	0.0276024
-	CP010820.1	CIRCULAR	1261653	1279732	4843789	PXXY01000031.1	4360	22438	GCA_003367495.1	Lysinibacillus fusiformis	98.0016	96	0.373262
-	CP010820.1	CIRCULAR	1279733	1362531	4843789	PXXY01000005.1	22	82870	GCA_003367495.1	Lysinibacillus fusiformis	98.0016	96	1.70938
-	CP010820.1	CIRCULAR	1362532	1491075	4843789	PXXY01000011.1	87147	215759	GCA_003367495.1	Lysinibacillus fusiformis	98.0016	96	2.65379
-	CP010820.1	CIRCULAR	1491076	1567850	4843789	PXXY01000011.1	10213	87019	GCA_003367495.1	Lysinibacillus fusiformis	98.0016	96	1.58502
S	CP010820.1	CIRCULAR	1568949	1569084	4843789	BBDJ01000005.1	73053	73187	GCA_001312325.1	Lysinibacillus pakistanensis	69.5035	96	0.00280772
S	CP010820.1	CIRCULAR	1569085	1569406	4843789	PXXX01000022.1	54193	54509	GCA_003367505.1	Lysinibacillus capsici	81.7901	96	0.00664769
-	CP010820.1	CIRCULAR	1569407	1569899	4843789	PXXY01000011.1	5089	5581	GCA_003367495.1	Lysinibacillus fusiformis	92.2921	96	0.010178
S	CP010820.1	CIRCULAR	1569900	1570085	4843789	PXXX01000022.1	55003	55188	GCA_003367505.1	Lysinibacillus capsici	72.1053	96	0.00383997
S	CP010820.1	CIRCULAR	1571003	1571324	4843789	JANTOO010000001.1	155221	155534	GCA_024753545.1	Lysinibacillus pinottii	85.7143	96	0.00664769
S	CP010820.1	CIRCULAR	1571500	1571815	4843789	JBEGDG010000002.1	189676	189988	GCA_040183165.1	Lysinibacillus zambalensis	81.388	96	0.00652382
-	CP010820.1	CIRCULAR	1571816	1572299	4843789	PXXY01000078.1	2208	2691	GCA_003367495.1	Lysinibacillus fusiformis	83.2645	96	0.00999218
S	CP010820.1	CIRCULAR	1572300	1572971	4843789	JBEGDG010000002.1	188507	189191	GCA_040183165.1	Lysinibacillus zambalensis	76.7677	96	0.0138734
-	CP010820.1	CIRCULAR	1573173	1573976	4843789	PXXY01000067.1	4726	5543	GCA_003367495.1	Lysinibacillus fusiformis	93.7653	96	0.0165986
S	CP010820.1	CIRCULAR	1574065	1576190	4843789	WMEF01000005.1	34161	36282	GCA_009724685.1	Lysinibacillus cavernae	85.2321	96	0.0438913
-	CP010820.1	CIRCULAR	1576353	1576537	4843789	PYWL01000003.1	219831	220015	GCA_003049525.1	Lysinibacillus fusiformis	94.5946	96	0.00381932
-	CP010820.1	CIRCULAR	1576538	1577120	4843789	PXXY01000035.1	12435	13017	GCA_003367495.1	Lysinibacillus fusiformis	90.3061	96	0.012036
-	CP010820.1	CIRCULAR	1577401	1578307	4843789	PXXY01000035.1	10671	11574	GCA_003367495.1	Lysinibacillus fusiformis	95.1542	96	0.018725
-	CP010820.1	CIRCULAR	1578906	1579771	4843789	PXXY01000035.1	9805	10670	GCA_003367495.1	Lysinibacillus fusiformis	95.843	96	0.0178786
S	CP010820.1	CIRCULAR	1582440	1584342	4843789	WMEF01000003.1	336703	338605	GCA_009724685.1	Lysinibacillus cavernae	86.8311	96	0.0392874
-	CP010820.1	CIRCULAR	1584343	1594013	4843789	PXXY01000035.1	143	9804	GCA_003367495.1	Lysinibacillus fusiformis	97.19	96	0.199658
-	CP010820.1	CIRCULAR	1594014	1613886	4843789	PXXY01000019.1	1	19848	GCA_003367495.1	Lysinibacillus fusiformis	97.19	96	0.410278
-	CP010820.1	CIRCULAR	1614086	1625475	4843789	PXXY01000019.1	22239	33629	GCA_003367495.1	Lysinibacillus fusiformis	98.2442	96	0.235146
-	CP010820.1	CIRCULAR	1625711	1665732	4843789	PXXY01000019.1	35047	75085	GCA_003367495.1	Lysinibacillus fusiformis	97.6917	96	0.826254
-	CP010820.1	CIRCULAR	1665733	1743095	4843789	PXXY01000019.1	76265	153600	GCA_003367495.1	Lysinibacillus fusiformis	97.6917	96	1.59716
-	CP010820.1	CIRCULAR	1743096	1743689	4843789	PXXY01000019.1	164980	165573	GCA_003367495.1	Lysinibacillus fusiformis	97.6917	96	0.0122631
S	CP010820.1	CIRCULAR	1744733	1745425	4843789	JPVR01000049.1	2873	3565	GCA_000772935.1	Lysinibacillus boronitolerans	88.7446	96	0.014307
S	CP010820.1	CIRCULAR	1746161	1747467	4843789	LFXJ01000005.1	246591	247893	GCA_001183605.1	Lysinibacillus xylanilyticus	96.4939	96	0.026983
-	CP010820.1	CIRCULAR	1747468	1747676	4843789	PXXY01000019.1	163269	163477	GCA_003367495.1	Lysinibacillus fusiformis	91.9431	96	0.0043148
