# ANI ranges report for assembly: GCA_018406465.1
# Submitted organism: Longicatena caecimuris (taxid = 1796635, rank = species, lineage = Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Longicatena)
# Submitted Organism Has Type Assembly: Yes
# Best match: Longicatena caecimuris (taxid = 1796635, rank = species, lineage = Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Longicatena)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
T	AP024510.1	CIRCULAR	456442	461041	3103757	DS483473.1	11379	15978	GCA_000154285.1	Amedibacillus dolichus	94.9565	96	0.148207
T	AP024510.1	CIRCULAR	461042	462411	3103757	AP019695.1	1468346	1469715	GCA_010537155.1	Amedibacterium intestinale	92.8519	96	0.0441401
T	AP024510.1	CIRCULAR	462412	462768	3103757	JAOQJY010000040.1	1693	2049	GCA_025567525.1	Gallintestinimicrobium propionicum	96.737	96	0.0115022
T	AP024510.1	CIRCULAR	462769	464256	3103757	JAOQJY010000046.1	271	1758	GCA_025567525.1	Gallintestinimicrobium propionicum	96.737	96	0.0479419
T	AP024510.1	CIRCULAR	464257	476207	3103757	JAOQJY010000031.1	22270	34233	GCA_025567525.1	Gallintestinimicrobium propionicum	96.737	96	0.385049
T	AP024510.1	CIRCULAR	476208	480263	3103757	JAOQJY010000031.1	10883	14936	GCA_025567525.1	Gallintestinimicrobium propionicum	96.737	96	0.13068
-	AP024510.1	CIRCULAR	480264	493855	3103757	JANKBG010000033.1	1	13596	GCA_024622185.1	Longicatena caecimuris	99.4853	96	0.437921
T	AP024510.1	CIRCULAR	493856	498530	3103757	AP019695.1	365568	370204	GCA_010537155.1	Amedibacterium intestinale	93.3305	96	0.150624
-	AP024510.1	CIRCULAR	498531	500409	3103757	JANKBG010000027.1	32705	34571	GCA_024622185.1	Longicatena caecimuris	98.7759	96	0.0605395
-	AP024510.1	CIRCULAR	502043	502293	3103757	JANKBG010000024.1	48865	49115	GCA_024622185.1	Longicatena caecimuris	100	96	0.00808697
-	AP024510.1	CIRCULAR	502295	534079	3103757	JANKBG010000027.1	928	32704	GCA_024622185.1	Longicatena caecimuris	99.5124	96	1.02408
-	AP024510.1	CIRCULAR	534084	539333	3103757	JANKBG010000042.1	121	5371	GCA_024622185.1	Longicatena caecimuris	99.2982	96	0.16915
-	AP024510.1	CIRCULAR	539334	556122	3103757	JANKBG010000025.1	125	16918	GCA_024622185.1	Longicatena caecimuris	99.2982	96	0.540925
-	AP024510.1	CIRCULAR	556123	572554	3103757	JANKBG010000028.1	2505	18960	GCA_024622185.1	Longicatena caecimuris	99.2982	96	0.529423
-	AP024510.1	CIRCULAR	572555	586049	3103757	JANKBG010000028.1	19405	32899	GCA_024622185.1	Longicatena caecimuris	99.2982	96	0.434796
-	AP024510.1	CIRCULAR	586050	595462	3103757	JANKBG010000030.1	14889	24301	GCA_024622185.1	Longicatena caecimuris	99.2982	96	0.303278
-	AP024510.1	CIRCULAR	595465	595589	3103757	JANKBG010000002.1	190743	190867	GCA_024622185.1	Longicatena caecimuris	100	96	0.00402738
-	AP024510.1	CIRCULAR	597348	605042	3103757	JANKBG010000030.1	7151	14887	GCA_024622185.1	Longicatena caecimuris	98.6944	96	0.247925
-	AP024510.1	CIRCULAR	605043	605194	3103757	JANKBG010000012.1	32961	33112	GCA_024622185.1	Longicatena caecimuris	98.6944	96	0.00489729
-	AP024510.1	CIRCULAR	606803	606927	3103757	JANKBG010000003.1	1	125	GCA_024622185.1	Longicatena caecimuris	99.2736	96	0.00402738
-	AP024510.1	CIRCULAR	606928	614097	3103757	JANKBG010000030.1	1	7150	GCA_024622185.1	Longicatena caecimuris	99.2736	96	0.23101
-	AP024510.1	CIRCULAR	614098	615638	3103757	SMBP01000029.1	1	1541	GCA_004341945.1	Longicatena caecimuris	99.8053	96	0.0496495
T	AP024510.1	CIRCULAR	615639	618751	3103757	AP019695.1	1812683	1815759	GCA_010537155.1	Amedibacterium intestinale	93.2692	96	0.100298
-	AP024510.1	CIRCULAR	618752	627040	3103757	JANKBG010000038.1	126	8411	GCA_024622185.1	Longicatena caecimuris	99.0573	96	0.267063
-	AP024510.1	CIRCULAR	627041	633016	3103757	JANKBG010000017.1	123	6098	GCA_024622185.1	Longicatena caecimuris	99.0573	96	0.192541
-	AP024510.1	CIRCULAR	633017	633475	3103757	JANKBG010000006.1	128	586	GCA_024622185.1	Longicatena caecimuris	99.0573	96	0.0147885
-	AP024510.1	CIRCULAR	633476	634558	3103757	JANKBG010000052.1	3	1086	GCA_024622185.1	Longicatena caecimuris	99.0573	96	0.0348932
-	AP024510.1	CIRCULAR	634559	642192	3103757	JANKBG010000017.1	6099	13733	GCA_024622185.1	Longicatena caecimuris	99.0573	96	0.24596
-	AP024510.1	CIRCULAR	642196	642312	3103757	JANKBG010000042.1	1	117	GCA_024622185.1	Longicatena caecimuris	100	96	0.00376963
-	AP024510.1	CIRCULAR	643954	644077	3103757	JANKBG010000030.1	24304	24427	GCA_024622185.1	Longicatena caecimuris	99.1935	96	0.00399516
-	AP024510.1	CIRCULAR	644079	684850	3103757	JANKBG010000017.1	13736	54513	GCA_024622185.1	Longicatena caecimuris	99.436	96	1.31363
-	AP024510.1	CIRCULAR	685776	686735	3103757	SMBP01000045.1	400	1359	GCA_004341945.1	Longicatena caecimuris	98.8542	96	0.0309303
-	AP024510.1	CIRCULAR	686736	703061	3103757	JANKBG010000017.1	54514	70839	GCA_024622185.1	Longicatena caecimuris	99.3997	96	0.526008
-	AP024510.1	CIRCULAR	703461	703664	3103757	JANKBG010000005.1	666	869	GCA_024622185.1	Longicatena caecimuris	98.5294	96	0.00657268
-	AP024510.1	CIRCULAR	703665	703795	3103757	SMBP01000014.1	81869	81999	GCA_004341945.1	Longicatena caecimuris	96.1832	96	0.00422069
-	AP024510.1	CIRCULAR	703796	703915	3103757	JANKBG010000015.1	75593	75712	GCA_024622185.1	Longicatena caecimuris	99.2595	96	0.00386628
-	AP024510.1	CIRCULAR	703916	706341	3103757	JANKBG010000005.1	1121	3546	GCA_024622185.1	Longicatena caecimuris	99.2595	96	0.0781633
-	AP024510.1	CIRCULAR	706342	732290	3103757	JANKBG010000005.1	3706	29652	GCA_024622185.1	Longicatena caecimuris	99.2595	96	0.836051
-	AP024510.1	CIRCULAR	741944	759268	3103757	JANKBG010000005.1	31073	48397	GCA_024622185.1	Longicatena caecimuris	99.1806	96	0.558194
-	AP024510.1	CIRCULAR	761034	761153	3103757	JANKBG010000021.1	1	120	GCA_024622185.1	Longicatena caecimuris	99.2507	96	0.00386628
-	AP024510.1	CIRCULAR	761154	813480	3103757	JANKBG010000005.1	48398	100717	GCA_024622185.1	Longicatena caecimuris	99.2507	96	1.68592
-	AP024510.1	CIRCULAR	836404	875909	3103757	JANKBG010000005.1	100718	140266	GCA_024622185.1	Longicatena caecimuris	98.7587	96	1.27284
-	AP024510.1	CIRCULAR	886460	886914	3103757	JANKBG010000005.1	141834	142289	GCA_024622185.1	Longicatena caecimuris	96.4912	96	0.0146597
-	AP024510.1	CIRCULAR	895253	895378	3103757	JANKBG010000036.1	102	227	GCA_024622185.1	Longicatena caecimuris	99.8039	96	0.0040596
-	AP024510.1	CIRCULAR	895379	895762	3103757	JANKBG010000018.1	1	384	GCA_024622185.1	Longicatena caecimuris	99.8039	96	0.0123721
-	AP024510.1	CIRCULAR	896389	896508	3103757	JANKBG010000040.1	6210	6329	GCA_024622185.1	Longicatena caecimuris	99.5918	96	0.00386628
-	AP024510.1	CIRCULAR	896509	896633	3103757	JANKBG010000014.1	1	125	GCA_024622185.1	Longicatena caecimuris	99.5918	96	0.00402738
-	AP024510.1	CIRCULAR	904178	916399	3103757	JANKBG010000035.1	962	13186	GCA_024622185.1	Longicatena caecimuris	98.6871	96	0.393781
-	AP024510.1	CIRCULAR	916400	938521	3103757	JANKBG010000021.1	121	22241	GCA_024622185.1	Longicatena caecimuris	98.6871	96	0.712749
-	AP024510.1	CIRCULAR	938522	964819	3103757	JANKBG010000021.1	27410	53679	GCA_024622185.1	Longicatena caecimuris	98.6871	96	0.847296
-	AP024510.1	CIRCULAR	964820	975617	3103757	JANKBG010000032.1	11221	22016	GCA_024622185.1	Longicatena caecimuris	98.6871	96	0.347901
-	AP024510.1	CIRCULAR	975634	978989	3103757	JANKBG010000032.1	2297	5649	GCA_024622185.1	Longicatena caecimuris	90.0981	96	0.108127
-	AP024510.1	CIRCULAR	982255	984235	3103757	JANKBG010000032.1	208	2182	GCA_024622185.1	Longicatena caecimuris	96.0897	96	0.0638259
-	AP024510.1	CIRCULAR	984236	999980	3103757	JANKBG010000006.1	129985	145718	GCA_024622185.1	Longicatena caecimuris	96.0897	96	0.507288
-	AP024510.1	CIRCULAR	999981	1004368	3103757	JANKBG010000006.1	125371	129759	GCA_024622185.1	Longicatena caecimuris	96.0897	96	0.141377
-	AP024510.1	CIRCULAR	1004369	1009407	3103757	JANKBG010000006.1	117070	122110	GCA_024622185.1	Longicatena caecimuris	96.0897	96	0.162352
-	AP024510.1	CIRCULAR	1009939	1012971	3103757	JANKBG010000006.1	105203	108234	GCA_024622185.1	Longicatena caecimuris	96.5207	96	0.0977203
-	AP024510.1	CIRCULAR	1012972	1035007	3103757	JANKBG010000006.1	77861	99924	GCA_024622185.1	Longicatena caecimuris	96.5207	96	0.709978
-	AP024510.1	CIRCULAR	1035062	1086705	3103757	JANKBG010000006.1	23062	74686	GCA_024622185.1	Longicatena caecimuris	97.1595	96	1.66392
T	AP024510.1	CIRCULAR	1089096	1089286	3103757	AP019695.1	2105851	2106042	GCA_010537155.1	Amedibacterium intestinale	94.2708	96	0.00615383
-	AP024510.1	CIRCULAR	1089431	1090080	3103757	JANKBG010000006.1	18684	19332	GCA_024622185.1	Longicatena caecimuris	94.7552	96	0.0209424
-	AP024510.1	CIRCULAR	1090081	1100604	3103757	JANKBG010000006.1	1356	11880	GCA_024622185.1	Longicatena caecimuris	94.7552	96	0.339073
-	AP024510.1	CIRCULAR	1113731	1114349	3103757	JANKBG010000006.1	587	1207	GCA_024622185.1	Longicatena caecimuris	98.8103	96	0.0199436
-	AP024510.1	CIRCULAR	1114350	1118119	3103757	JANKBG010000043.1	125	3892	GCA_024622185.1	Longicatena caecimuris	98.8103	96	0.121466
-	AP024510.1	CIRCULAR	1118120	1143060	3103757	JANKBG010000003.1	160618	185545	GCA_024622185.1	Longicatena caecimuris	98.8103	96	0.803575
-	AP024510.1	CIRCULAR	1143780	1225366	3103757	JANKBG010000003.1	79008	160617	GCA_024622185.1	Longicatena caecimuris	99.195	96	2.62865
-	AP024510.1	CIRCULAR	1225367	1259005	3103757	JANKBG010000003.1	43697	77332	GCA_024622185.1	Longicatena caecimuris	99.195	96	1.08382
-	AP024510.1	CIRCULAR	1259778	1260442	3103757	JANKBG010000005.1	1	665	GCA_024622185.1	Longicatena caecimuris	99.0977	96	0.0214256
-	AP024510.1	CIRCULAR	1260899	1289400	3103757	JANKBG010000003.1	15169	43696	GCA_024622185.1	Longicatena caecimuris	98.4406	96	0.918306
-	AP024510.1	CIRCULAR	1289810	1304852	3103757	JANKBG010000003.1	128	15168	GCA_024622185.1	Longicatena caecimuris	99.4982	96	0.484671
-	AP024510.1	CIRCULAR	1304853	1380473	3103757	JANKBG010000015.1	1	75592	GCA_024622185.1	Longicatena caecimuris	99.4982	96	2.43643
T	AP024510.1	CIRCULAR	1380474	1383586	3103757	DS483473.1	180822	183925	GCA_000154285.1	Amedibacillus dolichus	92.8094	96	0.100298
-	AP024510.1	CIRCULAR	1383587	1401820	3103757	JANKBG010000001.1	304123	322358	GCA_024622185.1	Longicatena caecimuris	99.5965	96	0.587482
-	AP024510.1	CIRCULAR	1401821	1403630	3103757	JANKBG010000046.1	3	1811	GCA_024622185.1	Longicatena caecimuris	99.5965	96	0.0583164
-	AP024510.1	CIRCULAR	1403631	1431778	3103757	JANKBG010000001.1	275947	304097	GCA_024622185.1	Longicatena caecimuris	99.5965	96	0.906901
-	AP024510.1	CIRCULAR	1431779	1431904	3103757	JANKBG010000037.1	1	125	GCA_024622185.1	Longicatena caecimuris	99.5965	96	0.0040596
-	AP024510.1	CIRCULAR	1433466	1433587	3103757	JANKBG010000009.1	1	122	GCA_024622185.1	Longicatena caecimuris	99.2895	96	0.00393072
-	AP024510.1	CIRCULAR	1433588	1554001	3103757	JANKBG010000001.1	155495	275928	GCA_024622185.1	Longicatena caecimuris	99.2895	96	3.87962
-	AP024510.1	CIRCULAR	1554002	1594720	3103757	JANKBG010000001.1	104802	145512	GCA_024622185.1	Longicatena caecimuris	99.2895	96	1.31193
-	AP024510.1	CIRCULAR	1594722	1594904	3103757	JANKBG010000001.1	104619	104801	GCA_024622185.1	Longicatena caecimuris	97.8142	96	0.00589608
-	AP024510.1	CIRCULAR	1594986	1698495	3103757	JANKBG010000001.1	1101	104618	GCA_024622185.1	Longicatena caecimuris	99.3252	96	3.33499
-	AP024510.1	CIRCULAR	1698496	1711539	3103757	JANKBG010000013.1	690	13734	GCA_024622185.1	Longicatena caecimuris	99.3252	96	0.420265
-	AP024510.1	CIRCULAR	1711540	1738896	3103757	JANKBG010000013.1	17010	44367	GCA_024622185.1	Longicatena caecimuris	99.3252	96	0.881416
-	AP024510.1	CIRCULAR	1738897	1762395	3103757	JANKBG010000013.1	45882	69381	GCA_024622185.1	Longicatena caecimuris	99.3252	96	0.757115
-	AP024510.1	CIRCULAR	1763094	1766385	3103757	JANKBG010000013.1	71470	74743	GCA_024622185.1	Longicatena caecimuris	94.8516	96	0.106065
-	AP024510.1	CIRCULAR	1766687	1773765	3103757	JANKBG010000013.1	75010	82091	GCA_024622185.1	Longicatena caecimuris	99.2661	96	0.228078
-	AP024510.1	CIRCULAR	1773785	1796279	3103757	JANKBG010000031.1	123	22584	GCA_024622185.1	Longicatena caecimuris	99.2149	96	0.724767
-	AP024510.1	CIRCULAR	1796280	1816052	3103757	JANKBG010000034.1	121	19893	GCA_024622185.1	Longicatena caecimuris	99.2149	96	0.637067
-	AP024510.1	CIRCULAR	1816053	1849805	3103757	JANKBG010000011.1	126	33877	GCA_024622185.1	Longicatena caecimuris	99.2149	96	1.08749
-	AP024510.1	CIRCULAR	1849860	1881785	3103757	JANKBG010000011.1	33878	65803	GCA_024622185.1	Longicatena caecimuris	99.6241	96	1.02862
