# ANI ranges report for assembly: GCA_004367585.1
# Submitted organism: Paenisporosarcina antarctica (taxid = 417367, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Caryophanaceae; Paenisporosarcina)
# Submitted Organism Has Type Assembly: Yes
# Best match: Paenisporosarcina quisquiliarum (taxid = 365346, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Caryophanaceae; Paenisporosarcina)
# Status: INCONCLUSIVE
# Confidence: LOW
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
T	CP038015.1	CIRCULAR	498005	498168	3897111	VDGI01000061.1	1272	1431	GCA_006861825.1	Psychrobacillus vulpis	87.1951	96	0.00420825
S	CP038015.1	CIRCULAR	498177	498298	3897111	MPTA01000002.1	667031	667152	GCA_001939075.1	Paenisporosarcina indica	95.9016	96	0.00313052
S	CP038015.1	CIRCULAR	501081	502760	3897111	JAMKBJ010000025.1	1	1686	GCA_027563315.1	Paenisporosarcina quisquiliarum	98.3986	96	0.0431089
T	CP038015.1	CIRCULAR	505823	505986	3897111	VDGI01000001.1	475746	475905	GCA_006861825.1	Psychrobacillus vulpis	87.1951	96	0.00420825
T	CP038015.1	CIRCULAR	505987	506112	3897111	QKZI01000030.1	105	229	GCA_003254155.1	Psychrobacillus insolitus	94.4444	96	0.00323316
S	CP038015.1	CIRCULAR	508109	509224	3897111	JAMKBJ010000005.1	212862	213984	GCA_027563315.1	Paenisporosarcina quisquiliarum	81.383	96	0.0286366
S	CP038015.1	CIRCULAR	509312	519188	3897111	MPTA01000003.1	295106	304986	GCA_001939075.1	Paenisporosarcina indica	82.5381	96	0.253444
S	CP038015.1	CIRCULAR	529593	532787	3897111	JAMKBJ010000005.1	181185	184368	GCA_027563315.1	Paenisporosarcina quisquiliarum	79.9938	96	0.0819838
S	CP038015.1	CIRCULAR	532821	536121	3897111	JAMKBJ010000005.1	177778	181075	GCA_027563315.1	Paenisporosarcina quisquiliarum	87.0079	96	0.0847038
T	CP038015.1	CIRCULAR	547219	547895	3897111	VDGI01000055.1	447	1123	GCA_006861825.1	Psychrobacillus vulpis	89.823	96	0.0173718
S	CP038015.1	CIRCULAR	548181	549032	3897111	JAMKBJ010000005.1	194174	195029	GCA_027563315.1	Paenisporosarcina quisquiliarum	84.186	96	0.0218623
S	CP038015.1	CIRCULAR	573653	574476	3897111	MPTA01000005.1	167968	168789	GCA_001939075.1	Paenisporosarcina indica	87.1671	96	0.0211439
S	CP038015.1	CIRCULAR	633117	633410	3897111	MPTA01000001.1	784922	785216	GCA_001939075.1	Paenisporosarcina indica	82.6667	96	0.00754405
T	CP038015.1	CIRCULAR	688369	688476	3897111	QKZI01000001.1	369322	369428	GCA_003254155.1	Psychrobacillus insolitus	89.8148	96	0.00277128
T	CP038015.1	CIRCULAR	689251	689441	3897111	QKZI01000007.1	19185	19370	GCA_003254155.1	Psychrobacillus insolitus	90.1554	96	0.00490107
T	CP038015.1	CIRCULAR	746830	747097	3897111	QKZI01000002.1	16211	16476	GCA_003254155.1	Psychrobacillus insolitus	85.7664	96	0.00687689
T	CP038015.1	CIRCULAR	748157	751923	3897111	QKZI01000002.1	16662	20414	GCA_003254155.1	Psychrobacillus insolitus	86.3275	96	0.0966613
S	CP038015.1	CIRCULAR	762785	766112	3897111	MPTA01000003.1	71871	75198	GCA_001939075.1	Paenisporosarcina indica	79.1018	96	0.0853966
S	CP038015.1	CIRCULAR	787084	792467	3897111	JAMKBJ010000005.1	47761	53156	GCA_027563315.1	Paenisporosarcina quisquiliarum	77.7002	96	0.138154
S	CP038015.1	CIRCULAR	792611	798081	3897111	JAMKBJ010000005.1	41501	46983	GCA_027563315.1	Paenisporosarcina quisquiliarum	80.5126	96	0.140386
S	CP038015.1	CIRCULAR	798147	802815	3897111	JAMKBJ010000005.1	36140	40814	GCA_027563315.1	Paenisporosarcina quisquiliarum	79.3887	96	0.119807
S	CP038015.1	CIRCULAR	806614	812064	3897111	JAMKBJ010000005.1	27444	32896	GCA_027563315.1	Paenisporosarcina quisquiliarum	78.6533	96	0.139873
S	CP038015.1	CIRCULAR	812140	814307	3897111	JAMKBJ010000005.1	25046	27204	GCA_027563315.1	Paenisporosarcina quisquiliarum	81.7512	96	0.055631
S	CP038015.1	CIRCULAR	832395	838005	3897111	JAMKBJ010000005.1	193	5792	GCA_027563315.1	Paenisporosarcina quisquiliarum	81.1934	96	0.143978
S	CP038015.1	CIRCULAR	839642	839987	3897111	JAMKBJ010000031.1	1	344	GCA_027563315.1	Paenisporosarcina quisquiliarum	95.1009	96	0.00887837
S	CP038015.1	CIRCULAR	840202	843128	3897111	CP032418.1	1678446	1681379	GCA_003595195.1	Paenisporosarcina cavernae	96.7962	96	0.0751069
S	CP038015.1	CIRCULAR	843129	843247	3897111	JAMKBJ010000020.1	167	290	GCA_027563315.1	Paenisporosarcina quisquiliarum	84	96	0.00305354
T	CP038015.1	CIRCULAR	843248	843369	3897111	VDGI01000017.1	92504	92625	GCA_006861825.1	Psychrobacillus vulpis	90.9836	96	0.00313052
S	CP038015.1	CIRCULAR	843377	843653	3897111	JAMKBJ010000020.1	420	700	GCA_027563315.1	Paenisporosarcina quisquiliarum	94.0141	96	0.00710783
S	CP038015.1	CIRCULAR	843820	843924	3897111	MPTA01000006.1	235285	235388	GCA_001939075.1	Paenisporosarcina indica	91.5888	96	0.0026943
S	CP038015.1	CIRCULAR	844012	844113	3897111	MPTA01000002.1	667879	667977	GCA_001939075.1	Paenisporosarcina indica	94.1176	96	0.00261732
S	CP038015.1	CIRCULAR	844245	844533	3897111	MPTA01000006.1	234892	235178	GCA_001939075.1	Paenisporosarcina indica	90.6897	96	0.00741575
S	CP038015.1	CIRCULAR	844534	845929	3897111	JAMKBJ010000020.1	1163	2541	GCA_027563315.1	Paenisporosarcina quisquiliarum	86.3188	96	0.0358214
S	CP038015.1	CIRCULAR	848632	851210	3897111	JAMKBJ010000020.1	5660	8241	GCA_027563315.1	Paenisporosarcina quisquiliarum	79.5777	96	0.0661772
S	CP038015.1	CIRCULAR	853651	859000	3897111	JAMKBJ010000020.1	11306	16663	GCA_027563315.1	Paenisporosarcina quisquiliarum	79.2386	96	0.137281
S	CP038015.1	CIRCULAR	863271	868789	3897111	JAMKBJ010000020.1	22659	28166	GCA_027563315.1	Paenisporosarcina quisquiliarum	80.6859	96	0.141618
S	CP038015.1	CIRCULAR	876203	878479	3897111	JAMKBJ010000017.1	9109	11384	GCA_027563315.1	Paenisporosarcina quisquiliarum	81.4604	96	0.0584279
S	CP038015.1	CIRCULAR	878651	879070	3897111	JAMKBJ010000017.1	12441	12861	GCA_027563315.1	Paenisporosarcina quisquiliarum	94.7743	96	0.0107772
S	CP038015.1	CIRCULAR	890794	892411	3897111	JAMKBJ010000017.1	24405	26022	GCA_027563315.1	Paenisporosarcina quisquiliarum	82.7904	96	0.0415179
S	CP038015.1	CIRCULAR	901040	904531	3897111	JAMKBJ010000017.1	35585	39073	GCA_027563315.1	Paenisporosarcina quisquiliarum	82.5714	96	0.0896048
S	CP038015.1	CIRCULAR	917915	920323	3897111	JAMKBJ010000017.1	52832	55239	GCA_027563315.1	Paenisporosarcina quisquiliarum	78.943	96	0.061815
S	CP038015.1	CIRCULAR	920706	922684	3897111	JAMKBJ010000017.1	55708	57668	GCA_027563315.1	Paenisporosarcina quisquiliarum	78.9262	96	0.0507812
S	CP038015.1	CIRCULAR	972922	973320	3897111	JAMKBJ010000007.1	98330	98728	GCA_027563315.1	Paenisporosarcina quisquiliarum	92	96	0.0102384
S	CP038015.1	CIRCULAR	973570	977391	3897111	MPTA01000006.1	106043	109851	GCA_001939075.1	Paenisporosarcina indica	79.2502	96	0.0980726
S	CP038015.1	CIRCULAR	977392	977831	3897111	JAMKBJ010000007.1	94064	94500	GCA_027563315.1	Paenisporosarcina quisquiliarum	92.0455	96	0.0112904
S	CP038015.1	CIRCULAR	992022	998463	3897111	JAMKBJ010000007.1	58914	65385	GCA_027563315.1	Paenisporosarcina quisquiliarum	82.7969	96	0.165302
S	CP038015.1	CIRCULAR	1002058	1009782	3897111	JAMKBJ010000007.1	47273	55008	GCA_027563315.1	Paenisporosarcina quisquiliarum	82.668	96	0.198224
S	CP038015.1	CIRCULAR	1009819	1018050	3897111	JAMKBJ010000007.1	36005	44266	GCA_027563315.1	Paenisporosarcina quisquiliarum	79.9976	96	0.211233
S	CP038015.1	CIRCULAR	1018182	1021694	3897111	JAMKBJ010000007.1	32180	35700	GCA_027563315.1	Paenisporosarcina quisquiliarum	79.0082	96	0.0901437
S	CP038015.1	CIRCULAR	1022342	1023743	3897111	MPTA01000006.1	14964	16380	GCA_001939075.1	Paenisporosarcina indica	83.1105	96	0.0359754
S	CP038015.1	CIRCULAR	1030861	1036660	3897111	MPTA01000006.1	4295	10096	GCA_001939075.1	Paenisporosarcina indica	77.8519	96	0.148828
S	CP038015.1	CIRCULAR	1045745	1046280	3897111	JAMKBJ010000007.1	11231	11765	GCA_027563315.1	Paenisporosarcina quisquiliarum	88.2463	96	0.0137538
S	CP038015.1	CIRCULAR	1046381	1049381	3897111	JAMKBJ010000007.1	7961	10962	GCA_027563315.1	Paenisporosarcina quisquiliarum	83.3112	96	0.0770058
S	CP038015.1	CIRCULAR	1049451	1057046	3897111	JAMKBJ010000007.1	42	7598	GCA_027563315.1	Paenisporosarcina quisquiliarum	80.923	96	0.194914
S	CP038015.1	CIRCULAR	1059029	1059367	3897111	CP032418.1	1897	2235	GCA_003595195.1	Paenisporosarcina cavernae	95.2802	96	0.00869875
S	CP038015.1	CIRCULAR	1059368	1062001	3897111	MPTA01000015.1	1	2637	GCA_001939075.1	Paenisporosarcina indica	98.1046	96	0.0675885
S	CP038015.1	CIRCULAR	1062002	1063361	3897111	JAMKBJ010000002.1	387696	389052	GCA_027563315.1	Paenisporosarcina quisquiliarum	93.445	96	0.0348976
S	CP038015.1	CIRCULAR	1063362	1063482	3897111	CP032418.1	1676896	1677016	GCA_003595195.1	Paenisporosarcina cavernae	57.6923	96	0.00310486
S	CP038015.1	CIRCULAR	1063483	1064282	3897111	JAMKBJ010000002.1	386806	387608	GCA_027563315.1	Paenisporosarcina quisquiliarum	87.9004	96	0.020528
S	CP038015.1	CIRCULAR	1064626	1074197	3897111	JAMKBJ010000002.1	376576	386135	GCA_027563315.1	Paenisporosarcina quisquiliarum	76.9422	96	0.245618
S	CP038015.1	CIRCULAR	1077141	1080487	3897111	JAMKBJ010000002.1	369966	373301	GCA_027563315.1	Paenisporosarcina quisquiliarum	84.8927	96	0.0858841
S	CP038015.1	CIRCULAR	1088551	1090176	3897111	JAMKBJ010000002.1	355591	357223	GCA_027563315.1	Paenisporosarcina quisquiliarum	79.0528	96	0.0417232
S	CP038015.1	CIRCULAR	1090177	1091563	3897111	MPTA01000007.1	195375	196761	GCA_001939075.1	Paenisporosarcina indica	85.704	96	0.0355905
S	CP038015.1	CIRCULAR	1091564	1092969	3897111	JAMKBJ010000002.1	352798	354203	GCA_027563315.1	Paenisporosarcina quisquiliarum	84.6591	96	0.036078
S	CP038015.1	CIRCULAR	1093056	1094137	3897111	JAMKBJ010000002.1	351710	352795	GCA_027563315.1	Paenisporosarcina quisquiliarum	85.0184	96	0.0277642
S	CP038015.1	CIRCULAR	1094138	1096792	3897111	MPTA01000007.1	192377	195035	GCA_001939075.1	Paenisporosarcina indica	80.5452	96	0.0681274
S	CP038015.1	CIRCULAR	1097131	1106934	3897111	JAMKBJ010000002.1	336004	345795	GCA_027563315.1	Paenisporosarcina quisquiliarum	77.0319	96	0.251571
S	CP038015.1	CIRCULAR	1107098	1108658	3897111	JAMKBJ010000002.1	333216	334794	GCA_027563315.1	Paenisporosarcina quisquiliarum	82.4273	96	0.0400553
T	CP038015.1	CIRCULAR	1109275	1109466	3897111	VDGI01000003.1	161605	161807	GCA_006861825.1	Psychrobacillus vulpis	84.7291	96	0.00492673
S	CP038015.1	CIRCULAR	1117763	1124861	3897111	JAMKBJ010000002.1	318137	325226	GCA_027563315.1	Paenisporosarcina quisquiliarum	81.3114	96	0.182161
S	CP038015.1	CIRCULAR	1128036	1128322	3897111	MPTA01000007.1	147800	148087	GCA_001939075.1	Paenisporosarcina indica	90.3114	96	0.00736443
S	CP038015.1	CIRCULAR	1128323	1129602	3897111	JAMKBJ010000002.1	313328	314607	GCA_027563315.1	Paenisporosarcina quisquiliarum	81.7615	96	0.0328448
S	CP038015.1	CIRCULAR	1131941	1137383	3897111	JAMKBJ010000002.1	295491	300928	GCA_027563315.1	Paenisporosarcina quisquiliarum	80.9054	96	0.139668
S	CP038015.1	CIRCULAR	1139800	1140142	3897111	JAMKBJ010000002.1	292632	292965	GCA_027563315.1	Paenisporosarcina quisquiliarum	90.6706	96	0.00880139
S	CP038015.1	CIRCULAR	1167543	1171554	3897111	JAMKBJ010000002.1	258282	262283	GCA_027563315.1	Paenisporosarcina quisquiliarum	80.6196	96	0.102948
S	CP038015.1	CIRCULAR	1173945	1174452	3897111	MPTA01000007.1	96353	96861	GCA_001939075.1	Paenisporosarcina indica	67.7543	96	0.0130353
S	CP038015.1	CIRCULAR	1174453	1183348	3897111	JAMKBJ010000002.1	247102	255993	GCA_027563315.1	Paenisporosarcina quisquiliarum	80.0626	96	0.228272
S	CP038015.1	CIRCULAR	1183445	1187345	3897111	JAMKBJ010000002.1	243008	246910	GCA_027563315.1	Paenisporosarcina quisquiliarum	81.4268	96	0.1001
S	CP038015.1	CIRCULAR	1187421	1190848	3897111	JAMKBJ010000002.1	239547	242999	GCA_027563315.1	Paenisporosarcina quisquiliarum	85.4871	96	0.0879626
S	CP038015.1	CIRCULAR	1195974	1202013	3897111	JAMKBJ010000002.1	228555	234580	GCA_027563315.1	Paenisporosarcina quisquiliarum	80.5629	96	0.154987
S	CP038015.1	CIRCULAR	1209689	1214823	3897111	JAMKBJ010000002.1	216177	221309	GCA_027563315.1	Paenisporosarcina quisquiliarum	84.6064	96	0.131764
S	CP038015.1	CIRCULAR	1214895	1217204	3897111	MPTA01000007.1	54248	56540	GCA_001939075.1	Paenisporosarcina indica	83.2236	96	0.0592747
S	CP038015.1	CIRCULAR	1217205	1217466	3897111	MPTA01000007.1	53935	54195	GCA_001939075.1	Paenisporosarcina indica	83.2236	96	0.00672293
S	CP038015.1	CIRCULAR	1219401	1223342	3897111	JAMKBJ010000002.1	207326	211259	GCA_027563315.1	Paenisporosarcina quisquiliarum	86.0471	96	0.101152
S	CP038015.1	CIRCULAR	1223581	1227990	3897111	JAMKBJ010000002.1	202700	207118	GCA_027563315.1	Paenisporosarcina quisquiliarum	81.1346	96	0.113161
S	CP038015.1	CIRCULAR	1227991	1228138	3897111	CP032418.1	1510059	1510204	GCA_003595195.1	Paenisporosarcina cavernae	91.2162	96	0.00379769
S	CP038015.1	CIRCULAR	1229838	1230072	3897111	JAMKBJ010000002.1	200432	200665	GCA_027563315.1	Paenisporosarcina quisquiliarum	88.9362	96	0.00603011
S	CP038015.1	CIRCULAR	1231255	1232511	3897111	MPTA01000007.1	26682	27934	GCA_001939075.1	Paenisporosarcina indica	72.1787	96	0.0322547
S	CP038015.1	CIRCULAR	1232512	1239527	3897111	JAMKBJ010000002.1	191874	198894	GCA_027563315.1	Paenisporosarcina quisquiliarum	82.2796	96	0.180031
S	CP038015.1	CIRCULAR	1239882	1241476	3897111	JAMKBJ010000002.1	189947	191519	GCA_027563315.1	Paenisporosarcina quisquiliarum	82.7176	96	0.0409278
S	CP038015.1	CIRCULAR	1241550	1242404	3897111	JAMKBJ010000002.1	189084	189938	GCA_027563315.1	Paenisporosarcina quisquiliarum	83.8785	96	0.0219393
S	CP038015.1	CIRCULAR	1248827	1251494	3897111	MPTA01000007.1	7512	10180	GCA_001939075.1	Paenisporosarcina indica	84.2814	96	0.068461
T	CP038015.1	CIRCULAR	1251798	1251987	3897111	QKZI01000004.1	19339	19527	GCA_003254155.1	Psychrobacillus insolitus	82.1053	96	0.00487541
S	CP038015.1	CIRCULAR	1269039	1269267	3897111	MPTA01000012.1	16904	17126	GCA_001939075.1	Paenisporosarcina indica	83.6207	96	0.00587615
S	CP038015.1	CIRCULAR	1269648	1272026	3897111	JAMKBJ010000002.1	162369	164735	GCA_027563315.1	Paenisporosarcina quisquiliarum	78.7537	96	0.0610452
S	CP038015.1	CIRCULAR	1278612	1282806	3897111	JAMKBJ010000002.1	155015	159193	GCA_027563315.1	Paenisporosarcina quisquiliarum	85.439	96	0.107644
S	CP038015.1	CIRCULAR	1284469	1286368	3897111	JAMKBJ010000002.1	152037	153936	GCA_027563315.1	Paenisporosarcina quisquiliarum	81.7277	96	0.0487541
T	CP038015.1	CIRCULAR	1286369	1286791	3897111	QKZI01000001.1	209048	209462	GCA_003254155.1	Psychrobacillus insolitus	85.8156	96	0.0108542
S	CP038015.1	CIRCULAR	1286903	1290178	3897111	JAMKBJ010000002.1	148214	151494	GCA_027563315.1	Paenisporosarcina quisquiliarum	82.8372	96	0.0840623
