# ANI ranges report for assembly: GCA_002884495.1
# Submitted organism: Rummeliibacillus pycnus (taxid = 101070, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Caryophanaceae; Rummeliibacillus)
# Submitted Organism Has Type Assembly: Yes
# Best match: Rummeliibacillus suwonensis (taxid = 1306154, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Caryophanaceae; Rummeliibacillus)
# Status: INCONCLUSIVE
# Confidence: LOW
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
S	KZ614145.1	SCAFFOLD	54191	56990	3851193	VCBL01000001.1	651296	654088	GCA_007896435.1	Rummeliibacillus suwonensis	85.699	96	0.0727047
T	KZ614145.1	SCAFFOLD	72365	73619	3851193	JAEOAH010000023.1	47267	48520	GCA_016612995.1	Viridibacillus soli	76.0474	96	0.0325873
S	KZ614145.1	SCAFFOLD	73620	76038	3851193	VCBL01000001.1	669036	671454	GCA_007896435.1	Rummeliibacillus suwonensis	82.6384	96	0.0628117
S	KZ614145.1	SCAFFOLD	76039	78135	3851193	VCBL01000001.1	671656	673752	GCA_007896435.1	Rummeliibacillus suwonensis	82.6384	96	0.0544507
S	KZ614145.1	SCAFFOLD	88557	90955	3851193	VCBL01000001.1	684338	686736	GCA_007896435.1	Rummeliibacillus suwonensis	81.6521	96	0.0622924
S	KZ614145.1	SCAFFOLD	92973	96175	3851193	VCBL01000001.1	688886	692110	GCA_007896435.1	Rummeliibacillus suwonensis	83.7295	96	0.083169
S	KZ614145.1	SCAFFOLD	98489	99885	3851193	JACHHC010000001.1	62429	63831	GCA_014202625.1	Rummeliibacillus stabekisii	73.5356	96	0.0362745
S	KZ614145.1	SCAFFOLD	99886	102225	3851193	VCBL01000001.1	695965	698290	GCA_007896435.1	Rummeliibacillus suwonensis	85.5011	96	0.0607604
S	KZ614145.1	SCAFFOLD	116684	117478	3851193	JACHHC010000001.1	77341	78132	GCA_014202625.1	Rummeliibacillus stabekisii	92.5786	96	0.020643
S	KZ614145.1	SCAFFOLD	117479	119533	3851193	VCBL01000001.1	714139	716180	GCA_007896435.1	Rummeliibacillus suwonensis	76.4961	96	0.0533601
S	KZ614145.1	SCAFFOLD	119688	125585	3851193	VCBL01000001.1	716345	722248	GCA_007896435.1	Rummeliibacillus suwonensis	82.4591	96	0.153147
S	KZ614145.1	SCAFFOLD	125717	125919	3851193	JACHHC010000001.1	86163	86362	GCA_014202625.1	Rummeliibacillus stabekisii	87.6847	96	0.00527109
S	KZ614145.1	SCAFFOLD	128027	131189	3851193	VCBL01000001.1	724976	728137	GCA_007896435.1	Rummeliibacillus suwonensis	79.4671	96	0.0821304
S	KZ614145.1	SCAFFOLD	145346	153254	3851193	VCBL01000001.1	742858	750771	GCA_007896435.1	Rummeliibacillus suwonensis	84.41	96	0.205365
S	KZ614145.1	SCAFFOLD	153437	156270	3851193	VCBL01000001.1	750809	753637	GCA_007896435.1	Rummeliibacillus suwonensis	81.2017	96	0.0735876
T	KZ614145.1	SCAFFOLD	158574	159772	3851193	BJOB01000047.1	4595	5791	GCA_006539985.1	Kurthia gibsonii	78.6656	96	0.0311332
S	KZ614145.1	SCAFFOLD	162492	166160	3851193	VCBL01000001.1	760085	763777	GCA_007896435.1	Rummeliibacillus suwonensis	81.6442	96	0.0952692
S	KZ614145.1	SCAFFOLD	166296	168298	3851193	VCBL01000001.1	763965	765966	GCA_007896435.1	Rummeliibacillus suwonensis	86.5471	96	0.0520099
S	KZ614145.1	SCAFFOLD	168901	170325	3851193	VCBL01000001.1	768197	769626	GCA_007896435.1	Rummeliibacillus suwonensis	93.9902	96	0.0370015
S	KZ614145.1	SCAFFOLD	170524	171063	3851193	VCBL01000001.1	770046	770585	GCA_007896435.1	Rummeliibacillus suwonensis	84.658	96	0.0140216
S	KZ614145.1	SCAFFOLD	171064	172313	3851193	JACHHC010000001.1	138210	139456	GCA_014202625.1	Rummeliibacillus stabekisii	82.2825	96	0.0324575
S	KZ614145.1	SCAFFOLD	183055	184149	3851193	VCBL01000001.1	781861	782957	GCA_007896435.1	Rummeliibacillus suwonensis	86.7942	96	0.0284327
T	KZ614145.1	SCAFFOLD	191696	194178	3851193	JAEOAH010000001.1	262440	264923	GCA_016612995.1	Viridibacillus soli	74.0173	96	0.0644735
S	KZ614145.1	SCAFFOLD	194179	197671	3851193	VCBL01000001.1	789749	793240	GCA_007896435.1	Rummeliibacillus suwonensis	85.2647	96	0.0906992
S	KZ614145.1	SCAFFOLD	211184	216309	3851193	VCBL01000001.1	802864	807992	GCA_007896435.1	Rummeliibacillus suwonensis	82.1588	96	0.133102
S	KZ614145.1	SCAFFOLD	216411	220204	3851193	VCBL01000001.1	808151	811946	GCA_007896435.1	Rummeliibacillus suwonensis	84.8095	96	0.0985149
S	KZ614145.1	SCAFFOLD	220468	224347	3851193	VCBL01000001.1	812351	816226	GCA_007896435.1	Rummeliibacillus suwonensis	89.0975	96	0.100748
S	KZ614145.1	SCAFFOLD	225156	227338	3851193	VCBL01000001.1	816443	818615	GCA_007896435.1	Rummeliibacillus suwonensis	85.0909	96	0.0566837
S	KZ614145.1	SCAFFOLD	227406	228663	3851193	VCBL01000001.1	818979	820235	GCA_007896435.1	Rummeliibacillus suwonensis	78.6446	96	0.0326652
S	KZ614145.1	SCAFFOLD	253747	258720	3851193	VCBL01000001.1	855630	860599	GCA_007896435.1	Rummeliibacillus suwonensis	83.6687	96	0.129155
S	KZ614145.1	SCAFFOLD	258721	261769	3851193	VCBL01000001.1	861061	864100	GCA_007896435.1	Rummeliibacillus suwonensis	83.6687	96	0.0791703
S	KZ614145.1	SCAFFOLD	262110	268492	3851193	VCBL01000001.1	864751	871130	GCA_007896435.1	Rummeliibacillus suwonensis	85.1626	96	0.165741
S	KZ614145.1	SCAFFOLD	270285	270570	3851193	VCBL01000001.1	872492	872781	GCA_007896435.1	Rummeliibacillus suwonensis	86.3946	96	0.00742627
S	KZ614145.1	SCAFFOLD	270713	273388	3851193	VCBL01000001.1	872964	875639	GCA_007896435.1	Rummeliibacillus suwonensis	84.8191	96	0.069485
S	KZ614145.1	SCAFFOLD	280266	287146	3851193	VCBL01000001.1	896966	903833	GCA_007896435.1	Rummeliibacillus suwonensis	83.7361	96	0.178672
S	KZ614145.1	SCAFFOLD	287531	288719	3851193	VCBL01000001.1	904204	905391	GCA_007896435.1	Rummeliibacillus suwonensis	78.5595	96	0.0308736
T	KZ614145.1	SCAFFOLD	288720	289853	3851193	BJOB01000009.1	100	1232	GCA_006539985.1	Kurthia gibsonii	85.6397	96	0.0294454
S	KZ614145.1	SCAFFOLD	289899	293199	3851193	VCBL01000001.1	906655	909958	GCA_007896435.1	Rummeliibacillus suwonensis	85.0453	96	0.0857137
S	KZ614145.1	SCAFFOLD	293876	294218	3851193	VCBL01000001.1	918222	918558	GCA_007896435.1	Rummeliibacillus suwonensis	86.3372	96	0.00890633
S	KZ614145.1	SCAFFOLD	295244	297998	3851193	VCBL01000001.1	919467	922217	GCA_007896435.1	Rummeliibacillus suwonensis	81.6371	96	0.0715363
S	KZ614145.1	SCAFFOLD	298068	300934	3851193	VCBL01000001.1	922401	925273	GCA_007896435.1	Rummeliibacillus suwonensis	84.0028	96	0.0744445
S	KZ614145.1	SCAFFOLD	300935	303544	3851193	JACHHC010000001.1	254007	256619	GCA_014202625.1	Rummeliibacillus stabekisii	73.8688	96	0.0677712
S	KZ614145.1	SCAFFOLD	303689	306141	3851193	VCBL01000001.1	928441	930887	GCA_007896435.1	Rummeliibacillus suwonensis	82.1734	96	0.0636945
S	KZ614145.1	SCAFFOLD	308477	311337	3851193	VCBL01000001.1	933828	936688	GCA_007896435.1	Rummeliibacillus suwonensis	81.2609	96	0.0742887
S	KZ614145.1	SCAFFOLD	311585	314304	3851193	VCBL01000001.1	937336	940059	GCA_007896435.1	Rummeliibacillus suwonensis	84.5872	96	0.0706275
T	KZ614145.1	SCAFFOLD	316454	316770	3851193	BJOB01000009.1	34407	34722	GCA_006539985.1	Kurthia gibsonii	79.9392	96	0.00823122
S	KZ614145.1	SCAFFOLD	316771	319875	3851193	VCBL01000001.1	942772	945877	GCA_007896435.1	Rummeliibacillus suwonensis	85.7832	96	0.0806244
S	KZ614145.1	SCAFFOLD	337967	343777	3851193	VCBL01000001.1	953351	959161	GCA_007896435.1	Rummeliibacillus suwonensis	84.0041	96	0.150888
S	KZ614145.1	SCAFFOLD	343868	344278	3851193	VCBL01000001.1	959270	959688	GCA_007896435.1	Rummeliibacillus suwonensis	84.6336	96	0.010672
S	KZ614145.1	SCAFFOLD	344423	347143	3851193	JACHHC010000001.1	1029644	1032365	GCA_014202625.1	Rummeliibacillus stabekisii	81.4218	96	0.0706534
S	KZ614145.1	SCAFFOLD	347144	349821	3851193	VCBL01000001.1	963168	965839	GCA_007896435.1	Rummeliibacillus suwonensis	83.3395	96	0.0695369
S	KZ614145.1	SCAFFOLD	349822	353422	3851193	JACHHC010000001.1	1023294	1026898	GCA_014202625.1	Rummeliibacillus stabekisii	80.7416	96	0.0935035
S	KZ614145.1	SCAFFOLD	354751	356083	3851193	VCBL01000001.1	971580	972925	GCA_007896435.1	Rummeliibacillus suwonensis	80.9347	96	0.0346127
S	KZ614145.1	SCAFFOLD	357172	368748	3851193	VCBL01000001.1	974447	986010	GCA_007896435.1	Rummeliibacillus suwonensis	80.5155	96	0.300608
T	KZ614145.1	SCAFFOLD	369004	369434	3851193	JAEOAH010000001.1	76249	76679	GCA_016612995.1	Viridibacillus soli	89.8148	96	0.0111913
S	KZ614145.1	SCAFFOLD	369435	373254	3851193	VCBL01000001.1	988927	992756	GCA_007896435.1	Rummeliibacillus suwonensis	84.2407	96	0.09919
S	KZ614145.1	SCAFFOLD	374419	379184	3851193	VCBL01000001.1	994672	999428	GCA_007896435.1	Rummeliibacillus suwonensis	87.2047	96	0.123754
S	KZ614145.1	SCAFFOLD	379524	382485	3851193	VCBL01000001.1	999831	1002793	GCA_007896435.1	Rummeliibacillus suwonensis	85.6902	96	0.0769112
S	KZ614145.1	SCAFFOLD	382486	383961	3851193	JACHHC010000001.1	988410	989882	GCA_014202625.1	Rummeliibacillus stabekisii	80.9011	96	0.0383258
S	KZ614145.1	SCAFFOLD	386392	387185	3851193	VCBL01000001.1	1010628	1011418	GCA_007896435.1	Rummeliibacillus suwonensis	80.7789	96	0.020617
T	KZ614145.1	SCAFFOLD	387186	387505	3851193	HE610997.1	378744	379056	GCA_000285555.1	Kurthia massiliensis	92.2118	96	0.00830911
T	KZ614145.1	SCAFFOLD	387506	389176	3851193	JAEOAH010000001.1	58960	60644	GCA_016612995.1	Viridibacillus soli	70.6706	96	0.0433892
S	KZ614145.1	SCAFFOLD	391932	394371	3851193	VCBL01000001.1	1016501	1018938	GCA_007896435.1	Rummeliibacillus suwonensis	84.8894	96	0.063357
S	KZ614145.1	SCAFFOLD	394589	399730	3851193	VCBL01000001.1	1019531	1024670	GCA_007896435.1	Rummeliibacillus suwonensis	81.1167	96	0.133517
T	KZ614145.1	SCAFFOLD	412741	414356	3851193	JAEOAH010000001.1	45646	47268	GCA_016612995.1	Viridibacillus soli	83.6297	96	0.041961
S	KZ614145.1	SCAFFOLD	414357	415945	3851193	VCBL01000001.1	1040448	1042034	GCA_007896435.1	Rummeliibacillus suwonensis	89.0635	96	0.0412599
S	KZ614145.1	SCAFFOLD	415958	419793	3851193	VCBL01000001.1	1042094	1045929	GCA_007896435.1	Rummeliibacillus suwonensis	84.0177	96	0.0996055
S	KZ614145.1	SCAFFOLD	444608	447008	3851193	VCBL01000001.1	1061193	1063592	GCA_007896435.1	Rummeliibacillus suwonensis	83.7905	96	0.0623443
T	KZ614145.1	SCAFFOLD	450347	451538	3851193	HE610997.1	343805	344992	GCA_000285555.1	Kurthia massiliensis	83.3473	96	0.0309514
S	KZ614145.1	SCAFFOLD	452607	453901	3851193	VCBL01000001.1	1068809	1070104	GCA_007896435.1	Rummeliibacillus suwonensis	82.8352	96	0.0336259
S	KZ614145.1	SCAFFOLD	458847	459775	3851193	VCBL01000001.1	1075199	1076131	GCA_007896435.1	Rummeliibacillus suwonensis	74.6285	96	0.0241224
T	KZ614145.1	SCAFFOLD	459776	460126	3851193	JAEOAH010000004.1	8479	8829	GCA_016612995.1	Viridibacillus soli	87.6751	96	0.00911406
S	KZ614145.1	SCAFFOLD	460127	460881	3851193	VCBL01000001.1	1076482	1077237	GCA_007896435.1	Rummeliibacillus suwonensis	79.3149	96	0.0196043
S	KZ614145.1	SCAFFOLD	460976	462930	3851193	VCBL01000001.1	1077636	1079593	GCA_007896435.1	Rummeliibacillus suwonensis	85.3061	96	0.0507635
S	KZ614145.1	SCAFFOLD	465633	466187	3851193	VCBL01000001.1	1082915	1083471	GCA_007896435.1	Rummeliibacillus suwonensis	86.9489	96	0.0144111
S	KZ614145.1	SCAFFOLD	466188	466948	3851193	JACHHC010000001.1	887496	888255	GCA_014202625.1	Rummeliibacillus stabekisii	72.108	96	0.0197601
S	KZ614145.1	SCAFFOLD	471042	475961	3851193	VCBL01000001.1	1088757	1093675	GCA_007896435.1	Rummeliibacillus suwonensis	84.6481	96	0.127753
S	KZ614145.1	SCAFFOLD	476177	480855	3851193	VCBL01000001.1	1094753	1099423	GCA_007896435.1	Rummeliibacillus suwonensis	85.477	96	0.121495
S	KZ614145.1	SCAFFOLD	481525	482465	3851193	JACHHC010000001.1	874684	875624	GCA_014202625.1	Rummeliibacillus stabekisii	78.0822	96	0.024434
S	KZ614145.1	SCAFFOLD	482466	485143	3851193	VCBL01000001.1	1101285	1103970	GCA_007896435.1	Rummeliibacillus suwonensis	83.9748	96	0.0695369
S	KZ614145.1	SCAFFOLD	485609	490868	3851193	VCBL01000001.1	1104286	1109530	GCA_007896435.1	Rummeliibacillus suwonensis	85.1438	96	0.136581
S	KZ614145.1	SCAFFOLD	491008	492529	3851193	VCBL01000001.1	1109800	1111319	GCA_007896435.1	Rummeliibacillus suwonensis	86.911	96	0.0395202
S	KZ614145.1	SCAFFOLD	493765	493968	3851193	JACHHC010000001.1	862556	862755	GCA_014202625.1	Rummeliibacillus stabekisii	69.4175	96	0.00529706
S	KZ614145.1	SCAFFOLD	493969	501301	3851193	VCBL01000001.1	1112990	1120342	GCA_007896435.1	Rummeliibacillus suwonensis	82.637	96	0.190409
S	KZ614145.1	SCAFFOLD	501416	502391	3851193	VCBL01000001.1	1120709	1121686	GCA_007896435.1	Rummeliibacillus suwonensis	85.0305	96	0.0253428
S	KZ614145.1	SCAFFOLD	516952	518580	3851193	VCBL01000001.1	1694739	1696364	GCA_007896435.1	Rummeliibacillus suwonensis	80.4029	96	0.0422986
T	KZ614145.1	SCAFFOLD	526167	526565	3851193	BJOB01000031.1	25094	25501	GCA_006539985.1	Kurthia gibsonii	85.6098	96	0.0103604
S	KZ614145.1	SCAFFOLD	540856	544441	3851193	VCBL01000001.1	1150917	1154500	GCA_007896435.1	Rummeliibacillus suwonensis	81.2848	96	0.093114
S	KZ614145.1	SCAFFOLD	544530	550838	3851193	VCBL01000001.1	1154575	1160887	GCA_007896435.1	Rummeliibacillus suwonensis	84.5704	96	0.163819
S	KZ614145.1	SCAFFOLD	574578	576177	3851193	VCBL01000001.1	1166442	1168040	GCA_007896435.1	Rummeliibacillus suwonensis	84.3516	96	0.0415456
T	KZ614145.1	SCAFFOLD	647497	647940	3851193	JAEOAH010000004.1	65949	66393	GCA_016612995.1	Viridibacillus soli	91.236	96	0.0115289
S	KZ614145.1	SCAFFOLD	663380	663819	3851193	VCBL01000001.1	1299337	1299776	GCA_007896435.1	Rummeliibacillus suwonensis	85.4875	96	0.011425
S	KZ614145.1	SCAFFOLD	681089	682677	3851193	JACHHC010000001.1	1964485	1966070	GCA_014202625.1	Rummeliibacillus stabekisii	87.6489	96	0.0412599
T	KZ614145.1	SCAFFOLD	694973	695675	3851193	JAEOAH010000001.1	373606	374310	GCA_016612995.1	Viridibacillus soli	92.2207	96	0.0182541
T	KZ614145.1	SCAFFOLD	713908	714783	3851193	JAEOAH010000079.1	1862	2737	GCA_016612995.1	Viridibacillus soli	96.2329	96	0.0227462
S	KZ614145.1	SCAFFOLD	715348	716687	3851193	VCBL01000002.1	340451	341784	GCA_007896435.1	Rummeliibacillus suwonensis	90.1859	96	0.0347944
S	KZ614145.1	SCAFFOLD	717176	717374	3851193	VCBL01000004.1	23110	23308	GCA_007896435.1	Rummeliibacillus suwonensis	81.5	96	0.00516723
S	KZ614145.1	SCAFFOLD	719845	720912	3851193	VCBL01000001.1	1309590	1310654	GCA_007896435.1	Rummeliibacillus suwonensis	82.8037	96	0.0277317
S	KZ614145.1	SCAFFOLD	739764	741174	3851193	VCBL01000001.1	1334436	1335841	GCA_007896435.1	Rummeliibacillus suwonensis	85.2088	96	0.036638
S	KZ614145.1	SCAFFOLD	751339	756460	3851193	VCBL01000001.1	1343217	1348337	GCA_007896435.1	Rummeliibacillus suwonensis	77.7412	96	0.132998
S	KZ614145.1	SCAFFOLD	766184	770284	3851193	VCBL01000001.1	1348780	1352895	GCA_007896435.1	Rummeliibacillus suwonensis	77.8287	96	0.106486
S	KZ614145.1	SCAFFOLD	780855	781069	3851193	VCBL01000001.1	1081711	1081926	GCA_007896435.1	Rummeliibacillus suwonensis	83.4862	96	0.00558269
S	KZ614145.1	SCAFFOLD	827238	829071	3851193	VCBL01000001.1	1390706	1392550	GCA_007896435.1	Rummeliibacillus suwonensis	87.095	96	0.0476216
S	KZ614145.1	SCAFFOLD	857150	859845	3851193	VCBL01000001.1	1416839	1419532	GCA_007896435.1	Rummeliibacillus suwonensis	87.1016	96	0.0700043
S	KZ614145.1	SCAFFOLD	871758	881592	3851193	VCBL01000001.1	1427120	1436955	GCA_007896435.1	Rummeliibacillus suwonensis	83.4175	96	0.255375
S	KZ614145.1	SCAFFOLD	890179	893488	3851193	VCBL01000001.1	1437504	1440812	GCA_007896435.1	Rummeliibacillus suwonensis	87.3341	96	0.0859474
S	KZ614145.1	SCAFFOLD	897199	902748	3851193	VCBL01000001.1	1443893	1449446	GCA_007896435.1	Rummeliibacillus suwonensis	83.2854	96	0.144111
S	KZ614145.1	SCAFFOLD	907236	910410	3851193	VCBL01000001.1	1449949	1453123	GCA_007896435.1	Rummeliibacillus suwonensis	78.995	96	0.082442
S	KZ614145.1	SCAFFOLD	912550	912824	3851193	JACHHC010000001.1	691691	691965	GCA_014202625.1	Rummeliibacillus stabekisii	88.0866	96	0.00714064
S	KZ614145.1	SCAFFOLD	912825	914430	3851193	VCBL01000001.1	1455733	1457359	GCA_007896435.1	Rummeliibacillus suwonensis	77.4924	96	0.0417014
S	KZ614145.1	SCAFFOLD	918616	921486	3851193	VCBL01000001.1	2931086	2933956	GCA_007896435.1	Rummeliibacillus suwonensis	86.6528	96	0.0745483
S	KZ614145.1	SCAFFOLD	961224	961430	3851193	VCBL01000001.1	1333192	1333398	GCA_007896435.1	Rummeliibacillus suwonensis	84.3602	96	0.00537496
S	KZ614145.1	SCAFFOLD	1012571	1014665	3851193	VCBL01000001.1	1520815	1522912	GCA_007896435.1	Rummeliibacillus suwonensis	82.0853	96	0.0543987
T	KZ614145.1	SCAFFOLD	1024374	1032281	3851193	JAEOAH010000003.1	92261	100205	GCA_016612995.1	Viridibacillus soli	76.2528	96	0.205339
S	KZ614145.1	SCAFFOLD	1034282	1037319	3851193	VCBL01000001.1	1546245	1549298	GCA_007896435.1	Rummeliibacillus suwonensis	78.0528	96	0.0788846
S	KZ614145.1	SCAFFOLD	1102500	1102744	3851193	VCBL01000001.1	1586569	1586813	GCA_007896435.1	Rummeliibacillus suwonensis	87.0968	96	0.00636167
S	KZ614145.1	SCAFFOLD	1103619	1105892	3851193	VCBL01000001.1	1624458	1626692	GCA_007896435.1	Rummeliibacillus suwonensis	74.0709	96	0.0590466
T	KZ614145.1	SCAFFOLD	1105986	1108745	3851193	LILB01000001.1	353698	356460	GCA_001274945.1	Viridibacillus arvi	77.3822	96	0.0716661
S	KZ614145.1	SCAFFOLD	1113666	1113789	3851193	JACHHC010000005.1	53656	53779	GCA_014202625.1	Rummeliibacillus stabekisii	97.5806	96	0.00321978
S	KZ614145.1	SCAFFOLD	1113970	1114105	3851193	JACHHC010000005.1	53087	53227	GCA_014202625.1	Rummeliibacillus stabekisii	91.4894	96	0.00353137
S	KZ614145.1	SCAFFOLD	1137023	1137184	3851193	VCBL01000001.1	1658669	1658832	GCA_007896435.1	Rummeliibacillus suwonensis	87.3494	96	0.00420649
S	KZ614145.1	SCAFFOLD	1155384	1155556	3851193	VCBL01000001.1	1657448	1657618	GCA_007896435.1	Rummeliibacillus suwonensis	89.1429	96	0.00449211
S	KZ614145.1	SCAFFOLD	1161831	1163088	3851193	VCBL01000001.1	1665551	1666807	GCA_007896435.1	Rummeliibacillus suwonensis	85.0475	96	0.0326652
S	KZ614145.1	SCAFFOLD	1178745	1180397	3851193	VCBL01000001.1	1682265	1683917	GCA_007896435.1	Rummeliibacillus suwonensis	84.9456	96	0.0429218
T	KZ614145.1	SCAFFOLD	1182012	1182255	3851193	HE610996.1	2685	2926	GCA_000285555.1	Kurthia massiliensis	86.5306	96	0.0063357
S	KZ614145.1	SCAFFOLD	1182256	1184879	3851193	VCBL01000001.1	1684623	1687237	GCA_007896435.1	Rummeliibacillus suwonensis	79.652	96	0.0681347
T	KZ614145.1	SCAFFOLD	1198858	1199033	3851193	JAEOAH010000069.1	70	246	GCA_016612995.1	Viridibacillus soli	93.2203	96	0.00457001
S	KZ614145.1	SCAFFOLD	1240736	1241324	3851193	JACHHC010000002.1	95307	95895	GCA_014202625.1	Rummeliibacillus stabekisii	87.2054	96	0.015294
S	KZ614145.1	SCAFFOLD	1241665	1242313	3851193	VCBL01000001.1	2913807	2914455	GCA_007896435.1	Rummeliibacillus suwonensis	96.6102	96	0.0168519
S	KZ614145.1	SCAFFOLD	1242315	1242447	3851193	VCBL01000001.1	2914694	2914826	GCA_007896435.1	Rummeliibacillus suwonensis	92.4812	96	0.00345348
S	KZ614145.1	SCAFFOLD	1244280	1244381	3851193	JACHHC010000002.1	95896	95997	GCA_014202625.1	Rummeliibacillus stabekisii	89.2157	96	0.00264853
S	KZ614145.1	SCAFFOLD	1335405	1336750	3851193	VCBL01000001.1	1795286	1796634	GCA_007896435.1	Rummeliibacillus suwonensis	81.9793	96	0.0349502
S	KZ614145.1	SCAFFOLD	1349609	1349756	3851193	VCBL01000001.1	2066964	2067113	GCA_007896435.1	Rummeliibacillus suwonensis	82	96	0.00384297
T	KZ614145.1	SCAFFOLD	1358207	1359729	3851193	JAEOAH010000037.1	49484	51008	GCA_016612995.1	Viridibacillus soli	83.9321	96	0.0395462
S	KZ614145.1	SCAFFOLD	1468106	1469720	3851193	JACHHC010000002.1	130270	131891	GCA_014202625.1	Rummeliibacillus stabekisii	80.049	96	0.0419351
T	KZ614145.1	SCAFFOLD	1480460	1482013	3851193	LILB01000001.1	130607	132160	GCA_001274945.1	Viridibacillus arvi	79.4005	96	0.0403511
S	KZ614145.1	SCAFFOLD	1494486	1494827	3851193	VCBL01000001.1	1881548	1881888	GCA_007896435.1	Rummeliibacillus suwonensis	89.0805	96	0.00888037
S	KZ614145.1	SCAFFOLD	1563110	1567466	3851193	VCBL01000001.1	1936354	1940677	GCA_007896435.1	Rummeliibacillus suwonensis	79.8317	96	0.113134
S	KZ614145.1	SCAFFOLD	1568408	1570281	3851193	VCBL01000001.1	1941330	1943208	GCA_007896435.1	Rummeliibacillus suwonensis	80.5805	96	0.0486602
S	KZ614145.1	SCAFFOLD	1570881	1571298	3851193	VCBL01000001.1	1003224	1003652	GCA_007896435.1	Rummeliibacillus suwonensis	81.422	96	0.0108538
S	KZ614145.1	SCAFFOLD	1573561	1574039	3851193	VCBL01000001.1	2241278	2241755	GCA_007896435.1	Rummeliibacillus suwonensis	92.7536	96	0.0124377
S	KZ614145.1	SCAFFOLD	1579054	1588645	3851193	VCBL01000001.1	1966263	1975889	GCA_007896435.1	Rummeliibacillus suwonensis	80.1031	96	0.249066
S	KZ614145.1	SCAFFOLD	1588942	1589686	3851193	VCBL01000001.1	1976663	1977409	GCA_007896435.1	Rummeliibacillus suwonensis	86.3818	96	0.0193447
S	KZ614145.1	SCAFFOLD	1598607	1600237	3851193	VCBL01000001.1	1982078	1983706	GCA_007896435.1	Rummeliibacillus suwonensis	84.8132	96	0.0423505
S	KZ614145.1	SCAFFOLD	1628402	1628963	3851193	VCBL01000001.1	1997334	1997896	GCA_007896435.1	Rummeliibacillus suwonensis	85.6383	96	0.0145929
S	KZ614145.1	SCAFFOLD	1637982	1639226	3851193	JACHHC010000001.1	389242	390487	GCA_014202625.1	Rummeliibacillus stabekisii	73.6133	96	0.0323276
