# ANI ranges report for assembly: GCA_003049645.1
# Submitted organism: Metasolibacillus fluoroglycofenilyticus (taxid = 1239396, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Caryophanaceae; Metasolibacillus)
# Submitted Organism Has Type Assembly: Yes
# Best match: Bacillus ndiopicus (taxid = 1347368, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus)
# Status: INCONCLUSIVE
# Confidence: LOW
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
T	PYWK01000001.1	CONTIG	38675	41316	2280247	HG964403.1	38658	41298	GCA_000612805.1	Bacillus ndiopicus	82.7482	96	0.115865
S	PYWK01000001.1	CONTIG	45712	52008	2280247	PYWN01000023.1	42281	48591	GCA_003049505.1	Metasolibacillus meyeri	83.5521	96	0.276154
T	PYWK01000001.1	CONTIG	52124	55354	2280247	HG964403.1	46120	49352	GCA_000612805.1	Bacillus ndiopicus	81.821	96	0.141695
S	PYWK01000001.1	CONTIG	58175	60688	2280247	PYWN01000072.1	360	2873	GCA_003049505.1	Metasolibacillus meyeri	88.1558	96	0.110251
S	PYWK01000001.1	CONTIG	62430	63151	2280247	PYWN01000177.1	4887	5608	GCA_003049505.1	Metasolibacillus meyeri	88.2271	96	0.0316632
S	PYWK01000001.1	CONTIG	63482	63620	2280247	PYWN01000177.1	1	139	GCA_003049505.1	Metasolibacillus meyeri	94.2446	96	0.00609583
T	PYWK01000001.1	CONTIG	63818	65226	2280247	HG964403.1	54862	56272	GCA_000612805.1	Bacillus ndiopicus	85.4816	96	0.0617916
S	PYWK01000001.1	CONTIG	65418	67591	2280247	PYWN01000023.1	61157	63333	GCA_003049505.1	Metasolibacillus meyeri	82.6703	96	0.0953405
T	PYWK01000001.1	CONTIG	67921	69574	2280247	HG964403.1	58623	60276	GCA_000612805.1	Bacillus ndiopicus	86.8357	96	0.072536
T	PYWK01000001.1	CONTIG	77882	82737	2280247	HG964403.1	64841	69688	GCA_000612805.1	Bacillus ndiopicus	84.647	96	0.212959
T	PYWK01000001.1	CONTIG	83019	85926	2280247	HG964403.1	69777	72696	GCA_000612805.1	Bacillus ndiopicus	87.5385	96	0.12753
S	PYWK01000001.1	CONTIG	89685	90637	2280247	PYWN01000023.1	65514	66461	GCA_003049505.1	Metasolibacillus meyeri	83.3333	96	0.0417937
T	PYWK01000001.1	CONTIG	91169	92948	2280247	HG964403.1	74331	76110	GCA_000612805.1	Bacillus ndiopicus	83.0157	96	0.0780617
S	PYWK01000001.1	CONTIG	92949	93222	2280247	PYWN01000023.1	68684	68957	GCA_003049505.1	Metasolibacillus meyeri	76.1566	96	0.0120162
T	PYWK01000001.1	CONTIG	115359	116970	2280247	HG964403.1	95689	97304	GCA_000612805.1	Bacillus ndiopicus	88.3117	96	0.0706941
S	PYWK01000001.1	CONTIG	117723	119665	2280247	PYWN01000095.1	3109	5051	GCA_003049505.1	Metasolibacillus meyeri	84.1808	96	0.0852101
S	PYWK01000001.1	CONTIG	119770	123074	2280247	PYWN01000095.1	5222	8533	GCA_003049505.1	Metasolibacillus meyeri	80.144	96	0.14494
T	PYWK01000001.1	CONTIG	123232	124794	2280247	HG964403.1	103130	104689	GCA_000612805.1	Bacillus ndiopicus	87.3321	96	0.0685452
T	PYWK01000001.1	CONTIG	124882	125778	2280247	HG964403.1	104729	105628	GCA_000612805.1	Bacillus ndiopicus	86.8508	96	0.0393378
T	PYWK01000001.1	CONTIG	130976	135162	2280247	HG964403.1	111389	115581	GCA_000612805.1	Bacillus ndiopicus	87.196	96	0.18362
T	PYWK01000001.1	CONTIG	138148	141082	2280247	HG964403.1	119356	122284	GCA_000612805.1	Bacillus ndiopicus	80.6353	96	0.128714
T	PYWK01000001.1	CONTIG	141273	143167	2280247	HG964403.1	122285	124181	GCA_000612805.1	Bacillus ndiopicus	85.3684	96	0.083105
T	PYWK01000001.1	CONTIG	143219	147932	2280247	HG964403.1	124598	129301	GCA_000612805.1	Bacillus ndiopicus	86.8192	96	0.206732
T	PYWK01000001.1	CONTIG	148044	149358	2280247	HG964403.1	130368	131688	GCA_000612805.1	Bacillus ndiopicus	87.888	96	0.0576692
S	PYWK01000001.1	CONTIG	149705	152385	2280247	PYWN01000020.1	24362	27004	GCA_003049505.1	Metasolibacillus meyeri	85.2126	96	0.117575
S	PYWK01000001.1	CONTIG	152399	153838	2280247	PYWN01000020.1	22687	24126	GCA_003049505.1	Metasolibacillus meyeri	91.4643	96	0.0631511
S	PYWK01000001.1	CONTIG	154007	154869	2280247	PYWN01000020.1	21785	22656	GCA_003049505.1	Metasolibacillus meyeri	89.2202	96	0.0378468
T	PYWK01000001.1	CONTIG	158330	158868	2280247	HG964403.1	136534	137069	GCA_000612805.1	Bacillus ndiopicus	86.6419	96	0.0236378
T	PYWK01000001.1	CONTIG	159374	159784	2280247	HG964403.1	138985	139394	GCA_000612805.1	Bacillus ndiopicus	85.5422	96	0.0180244
S	PYWK01000001.1	CONTIG	159785	159915	2280247	PYWN01000020.1	12871	13001	GCA_003049505.1	Metasolibacillus meyeri	73.1884	96	0.00574499
S	PYWK01000001.1	CONTIG	160578	162138	2280247	PYWN01000020.1	11078	12634	GCA_003049505.1	Metasolibacillus meyeri	81.0191	96	0.0684575
T	PYWK01000001.1	CONTIG	162139	163550	2280247	HG964403.1	139486	140893	GCA_000612805.1	Bacillus ndiopicus	85.5021	96	0.0619231
T	PYWK01000001.1	CONTIG	164786	166245	2280247	HG964403.1	142049	143508	GCA_000612805.1	Bacillus ndiopicus	84.5996	96	0.0640282
T	PYWK01000001.1	CONTIG	167674	168498	2280247	HG964403.1	149129	149950	GCA_000612805.1	Bacillus ndiopicus	82.971	96	0.0361803
T	PYWK01000001.1	CONTIG	173974	174983	2280247	HG964403.1	154921	155929	GCA_000612805.1	Bacillus ndiopicus	87.636	96	0.0442934
S	PYWK01000001.1	CONTIG	176464	177715	2280247	PYWN01000075.1	48413	49664	GCA_003049505.1	Metasolibacillus meyeri	87.8594	96	0.0549063
T	PYWK01000001.1	CONTIG	177716	180085	2280247	HG964403.1	158306	160670	GCA_000612805.1	Bacillus ndiopicus	85.7986	96	0.103936
T	PYWK01000001.1	CONTIG	183010	184807	2280247	HG964403.1	163291	165066	GCA_000612805.1	Bacillus ndiopicus	87.6872	96	0.0788511
T	PYWK01000001.1	CONTIG	184917	185545	2280247	HG964403.1	165164	165794	GCA_000612805.1	Bacillus ndiopicus	81.9182	96	0.0275847
T	PYWK01000001.1	CONTIG	186728	188542	2280247	HG964403.1	167127	168928	GCA_000612805.1	Bacillus ndiopicus	81.5486	96	0.0795966
T	PYWK01000001.1	CONTIG	188684	190234	2280247	HG964403.1	168986	170536	GCA_000612805.1	Bacillus ndiopicus	81.3342	96	0.0680189
T	PYWK01000001.1	CONTIG	193390	195913	2280247	HG964403.1	172680	175202	GCA_000612805.1	Bacillus ndiopicus	86.1199	96	0.11069
T	PYWK01000001.1	CONTIG	196038	197310	2280247	HG964403.1	175353	176625	GCA_000612805.1	Bacillus ndiopicus	86.4886	96	0.0558273
T	PYWK01000001.1	CONTIG	200117	201642	2280247	HG964403.1	179770	181295	GCA_000612805.1	Bacillus ndiopicus	87.4346	96	0.0669226
T	PYWK01000001.1	CONTIG	201955	203293	2280247	HG964403.1	181467	182806	GCA_000612805.1	Bacillus ndiopicus	87.2309	96	0.0587217
T	PYWK01000001.1	CONTIG	203552	205795	2280247	HG964403.1	182903	185147	GCA_000612805.1	Bacillus ndiopicus	85.4537	96	0.0984104
T	PYWK01000001.1	CONTIG	206140	210655	2280247	HG964403.1	185439	189954	GCA_000612805.1	Bacillus ndiopicus	84.6273	96	0.198049
S	PYWK01000001.1	CONTIG	210887	213267	2280247	PYWN01000075.1	12745	15127	GCA_003049505.1	Metasolibacillus meyeri	83.1039	96	0.104419
T	PYWK01000001.1	CONTIG	213268	213962	2280247	HG964403.1	192537	193231	GCA_000612805.1	Bacillus ndiopicus	83.8849	96	0.0304792
S	PYWK01000001.1	CONTIG	215953	217502	2280247	PYWN01000075.1	6610	8144	GCA_003049505.1	Metasolibacillus meyeri	77.8988	96	0.0679751
S	PYWK01000001.1	CONTIG	217556	219814	2280247	PYWN01000075.1	4187	6454	GCA_003049505.1	Metasolibacillus meyeri	85.2423	96	0.0990682
T	PYWK01000001.1	CONTIG	223455	224415	2280247	HG964403.1	210116	211075	GCA_000612805.1	Bacillus ndiopicus	85.447	96	0.0421446
T	PYWK01000001.1	CONTIG	228183	230488	2280247	HG964403.1	220573	222885	GCA_000612805.1	Bacillus ndiopicus	87.6618	96	0.101129
T	PYWK01000001.1	CONTIG	230599	231582	2280247	HG964403.1	222961	223944	GCA_000612805.1	Bacillus ndiopicus	93.0894	96	0.0431532
T	PYWK01000001.1	CONTIG	231939	236419	2280247	HG964403.1	224172	228636	GCA_000612805.1	Bacillus ndiopicus	86.7781	96	0.196514
S	PYWK01000001.1	CONTIG	243710	245739	2280247	PYWN01000036.1	27692	29718	GCA_003049505.1	Metasolibacillus meyeri	84.2415	96	0.0890254
T	PYWK01000001.1	CONTIG	254474	256022	2280247	HG964403.1	243360	244910	GCA_000612805.1	Bacillus ndiopicus	81.4672	96	0.0679312
T	PYWK01000001.1	CONTIG	257823	260035	2280247	HG964403.1	246577	248789	GCA_000612805.1	Bacillus ndiopicus	86.6305	96	0.0970509
T	PYWK01000001.1	CONTIG	263706	264935	2280247	HG964403.1	251077	252306	GCA_000612805.1	Bacillus ndiopicus	90.1626	96	0.0539415
T	PYWK01000001.1	CONTIG	269241	271261	2280247	HG964403.1	260444	262465	GCA_000612805.1	Bacillus ndiopicus	84.5926	96	0.0886307
T	PYWK01000001.1	CONTIG	271685	272740	2280247	HG964403.1	263036	264091	GCA_000612805.1	Bacillus ndiopicus	89.2992	96	0.0463108
T	PYWK01000001.1	CONTIG	272953	278491	2280247	HG964403.1	264250	269791	GCA_000612805.1	Bacillus ndiopicus	83.5133	96	0.242912
T	PYWK01000001.1	CONTIG	278655	279189	2280247	HG964403.1	269946	270480	GCA_000612805.1	Bacillus ndiopicus	87.6636	96	0.0234624
T	PYWK01000001.1	CONTIG	279425	282471	2280247	HG964403.1	286375	289416	GCA_000612805.1	Bacillus ndiopicus	85.1475	96	0.133626
T	PYWK01000001.1	CONTIG	282513	284934	2280247	HG964403.1	290004	292437	GCA_000612805.1	Bacillus ndiopicus	82.7812	96	0.106217
T	PYWK01000001.1	CONTIG	285181	286535	2280247	HG964403.1	292686	294040	GCA_000612805.1	Bacillus ndiopicus	85.5147	96	0.0594234
T	PYWK01000001.1	CONTIG	286734	287873	2280247	HG964403.1	294235	295374	GCA_000612805.1	Bacillus ndiopicus	88.3333	96	0.0499946
T	PYWK01000001.1	CONTIG	288036	289683	2280247	HG964403.1	295400	297048	GCA_000612805.1	Bacillus ndiopicus	86.493	96	0.0722729
T	PYWK01000001.1	CONTIG	292804	293642	2280247	HG964403.1	300210	301047	GCA_000612805.1	Bacillus ndiopicus	89.7497	96	0.0367943
T	PYWK01000001.1	CONTIG	297825	299584	2280247	HG964403.1	301409	303168	GCA_000612805.1	Bacillus ndiopicus	85.957	96	0.0771846
T	PYWK01000001.1	CONTIG	300112	301163	2280247	HG964403.1	303361	304416	GCA_000612805.1	Bacillus ndiopicus	88.4906	96	0.0461354
T	PYWK01000001.1	CONTIG	301252	302508	2280247	HG964403.1	304566	305821	GCA_000612805.1	Bacillus ndiopicus	84.2857	96	0.0551256
S	PYWK01000001.1	CONTIG	303436	303813	2280247	PYWN01000016.1	5408	5786	GCA_003049505.1	Metasolibacillus meyeri	89.2105	96	0.0165772
T	PYWK01000001.1	CONTIG	307161	308671	2280247	HG964403.1	310165	311672	GCA_000612805.1	Bacillus ndiopicus	83.2785	96	0.0662648
T	PYWK01000001.1	CONTIG	310292	311058	2280247	HG964403.1	313393	314158	GCA_000612805.1	Bacillus ndiopicus	87.3533	96	0.0336367
T	PYWK01000001.1	CONTIG	311305	314873	2280247	HG964403.1	314431	317973	GCA_000612805.1	Bacillus ndiopicus	86.1422	96	0.156518
S	PYWK01000001.1	CONTIG	314874	314977	2280247	PYWN01000172.1	10210	10301	GCA_003049505.1	Metasolibacillus meyeri	78.8462	96	0.00456091
T	PYWK01000001.1	CONTIG	315762	316193	2280247	HG964403.1	317996	318429	GCA_000612805.1	Bacillus ndiopicus	85.4545	96	0.0189453
T	PYWK01000001.1	CONTIG	316943	319169	2280247	HG964403.1	319403	321629	GCA_000612805.1	Bacillus ndiopicus	87.1921	96	0.0976649
T	PYWK01000001.1	CONTIG	324068	325433	2280247	HG964403.1	324046	325394	GCA_000612805.1	Bacillus ndiopicus	83.5157	96	0.0599058
T	PYWK01000001.1	CONTIG	325813	328871	2280247	HG964403.1	325426	328483	GCA_000612805.1	Bacillus ndiopicus	84.03	96	0.134152
T	PYWK01000001.1	CONTIG	329131	331367	2280247	HG964403.1	328769	331003	GCA_000612805.1	Bacillus ndiopicus	90.4911	96	0.0981034
T	PYWK01000001.1	CONTIG	331970	337169	2280247	HG964403.1	331283	336485	GCA_000612805.1	Bacillus ndiopicus	86.4465	96	0.228045
T	PYWK01000001.1	CONTIG	337180	340463	2280247	HG964403.1	336581	339864	GCA_000612805.1	Bacillus ndiopicus	87.7204	96	0.144019
S	PYWK01000001.1	CONTIG	340464	340868	2280247	PYWN01000086.1	5069	5430	GCA_003049505.1	Metasolibacillus meyeri	71.4976	96	0.0177612
T	PYWK01000001.1	CONTIG	340869	341473	2280247	HG964403.1	340597	341204	GCA_000612805.1	Bacillus ndiopicus	86.3934	96	0.0265322
S	PYWK01000001.1	CONTIG	341474	341658	2280247	PYWN01000086.1	4290	4465	GCA_003049505.1	Metasolibacillus meyeri	87.5676	96	0.00811316
T	PYWK01000001.1	CONTIG	344404	344836	2280247	HG964403.1	355486	355918	GCA_000612805.1	Bacillus ndiopicus	87.2979	96	0.0189892
T	PYWK01000001.1	CONTIG	344860	349034	2280247	HG964403.1	356107	360301	GCA_000612805.1	Bacillus ndiopicus	89.2883	96	0.183094
T	PYWK01000001.1	CONTIG	349048	350348	2280247	CP114887.1	539525	540825	GCA_028747805.1	Solibacillus daqui	81.8252	96	0.0570552
S	PYWK01000001.1	CONTIG	360416	362163	2280247	PYWN01000070.1	19607	21354	GCA_003049505.1	Metasolibacillus meyeri	85.9589	96	0.0766584
S	PYWK01000001.1	CONTIG	365303	366369	2280247	PYWN01000070.1	25449	26515	GCA_003049505.1	Metasolibacillus meyeri	85.6075	96	0.0467932
T	PYWK01000001.1	CONTIG	366370	367402	2280247	HG964403.1	361769	362812	GCA_000612805.1	Bacillus ndiopicus	88.5277	96	0.0453021
T	PYWK01000001.1	CONTIG	367726	371401	2280247	HG964403.1	362838	366514	GCA_000612805.1	Bacillus ndiopicus	85.6406	96	0.161211
T	PYWK01000001.1	CONTIG	371499	373825	2280247	HG964403.1	366713	369041	GCA_000612805.1	Bacillus ndiopicus	85.8123	96	0.10205
T	PYWK01000001.1	CONTIG	373901	376374	2280247	HG964403.1	369334	371805	GCA_000612805.1	Bacillus ndiopicus	88.7767	96	0.108497
T	PYWK01000001.1	CONTIG	376722	378595	2280247	HG964403.1	371949	373810	GCA_000612805.1	Bacillus ndiopicus	86.049	96	0.0821841
T	PYWK01000001.1	CONTIG	378669	378835	2280247	HG964407.1	87672	87840	GCA_000612805.1	Bacillus ndiopicus	91.1765	96	0.00732377
T	PYWK01000001.1	CONTIG	378852	380922	2280247	HG964403.1	373826	375891	GCA_000612805.1	Bacillus ndiopicus	91.0534	96	0.0908235
T	PYWK01000001.1	CONTIG	381104	386615	2280247	HG964403.1	375896	381406	GCA_000612805.1	Bacillus ndiopicus	93.6583	96	0.241728
T	PYWK01000001.1	CONTIG	386856	387235	2280247	HG964403.1	381545	381930	GCA_000612805.1	Bacillus ndiopicus	88.8601	96	0.0166649
T	PYWK01000001.1	CONTIG	387433	388946	2280247	HG964403.1	382058	383571	GCA_000612805.1	Bacillus ndiopicus	90.6209	96	0.0663963
T	PYWK01000001.1	CONTIG	389002	391133	2280247	HG964403.1	383870	385994	GCA_000612805.1	Bacillus ndiopicus	87.6347	96	0.0934986
T	PYWK01000001.1	CONTIG	391401	392498	2280247	HG964403.1	386138	387236	GCA_000612805.1	Bacillus ndiopicus	89.1818	96	0.0481527
T	PYWK01000001.1	CONTIG	392621	394637	2280247	HG964403.1	387237	389253	GCA_000612805.1	Bacillus ndiopicus	87.1719	96	0.0884553
T	PYWK01000001.1	CONTIG	394863	395334	2280247	JACSPZ010000006.1	166453	166925	GCA_014836905.1	Solibacillus faecavium	79.4179	96	0.0206995
T	PYWK01000001.1	CONTIG	395591	396473	2280247	HG964403.1	390107	390989	GCA_000612805.1	Bacillus ndiopicus	87.6697	96	0.0387239
S	PYWK01000001.1	CONTIG	397030	397541	2280247	PYWN01000070.1	56806	57327	GCA_003049505.1	Metasolibacillus meyeri	78.7763	96	0.0224537
T	PYWK01000001.1	CONTIG	397542	402766	2280247	HG964403.1	391796	397009	GCA_000612805.1	Bacillus ndiopicus	83.4506	96	0.229142
S	PYWK01000001.1	CONTIG	403239	403804	2280247	PYWN01000070.1	63154	63721	GCA_003049505.1	Metasolibacillus meyeri	84.0909	96	0.0248219
S	PYWK01000001.1	CONTIG	405031	407354	2280247	PYWN01000070.1	64806	67119	GCA_003049505.1	Metasolibacillus meyeri	85.1804	96	0.101919
T	PYWK01000001.1	CONTIG	407563	408501	2280247	HG964403.1	400327	401270	GCA_000612805.1	Bacillus ndiopicus	87.8307	96	0.0411797
S	PYWK01000001.1	CONTIG	408752	408933	2280247	PYWN01000041.1	45182	45365	GCA_003049505.1	Metasolibacillus meyeri	72.9167	96	0.00798159
T	PYWK01000001.1	CONTIG	408934	409711	2280247	HG964403.1	401598	402373	GCA_000612805.1	Bacillus ndiopicus	81.4956	96	0.0341191
S	PYWK01000001.1	CONTIG	411633	412999	2280247	PYWN01000032.1	38262	39629	GCA_003049505.1	Metasolibacillus meyeri	96.7105	96	0.0599496
T	PYWK01000001.1	CONTIG	413290	414329	2280247	HG964403.1	406085	407124	GCA_000612805.1	Bacillus ndiopicus	73.1132	96	0.0456091
T	PYWK01000001.1	CONTIG	415129	417771	2280247	JAXCLE010000004.1	187324	189971	GCA_037027585.1	Solibacillus ferritrahens	80.7129	96	0.115908
S	PYWK01000001.1	CONTIG	457418	461139	2280247	PYWN01000097.1	17380	21098	GCA_003049505.1	Metasolibacillus meyeri	81.058	96	0.163228
T	PYWK01000001.1	CONTIG	475828	478003	2280247	HG964403.1	453389	455559	GCA_000612805.1	Bacillus ndiopicus	83.7529	96	0.0954283
T	PYWK01000001.1	CONTIG	478489	480587	2280247	HG964403.1	455844	457945	GCA_000612805.1	Bacillus ndiopicus	84.3631	96	0.0920514
T	PYWK01000001.1	CONTIG	480608	482228	2280247	HG964403.1	458119	459739	GCA_000612805.1	Bacillus ndiopicus	86.2515	96	0.0710888
T	PYWK01000001.1	CONTIG	482813	485641	2280247	HG964403.1	459868	462696	GCA_000612805.1	Bacillus ndiopicus	85.9364	96	0.124066
T	PYWK01000001.1	CONTIG	485833	487952	2280247	HG964403.1	462994	465112	GCA_000612805.1	Bacillus ndiopicus	84.5429	96	0.0929724
T	PYWK01000001.1	CONTIG	488368	490668	2280247	HG964403.1	465295	467594	GCA_000612805.1	Bacillus ndiopicus	84.2448	96	0.10091
T	PYWK01000001.1	CONTIG	494086	496897	2280247	HG964403.1	469343	472154	GCA_000612805.1	Bacillus ndiopicus	83.7416	96	0.12332
T	PYWK01000001.1	CONTIG	498562	499390	2280247	HG964403.1	473507	474329	GCA_000612805.1	Bacillus ndiopicus	86.2981	96	0.0363557
T	PYWK01000001.1	CONTIG	499644	503143	2280247	HG964403.1	474443	477942	GCA_000612805.1	Bacillus ndiopicus	86.2197	96	0.153492
T	PYWK01000001.1	CONTIG	503356	504437	2280247	HG964403.1	477994	479075	GCA_000612805.1	Bacillus ndiopicus	91.4048	96	0.047451
T	PYWK01000001.1	CONTIG	506519	508639	2280247	HG964403.1	481201	483343	GCA_000612805.1	Bacillus ndiopicus	87.4071	96	0.0930162
S	PYWK01000001.1	CONTIG	508640	508823	2280247	PYWN01000089.1	21028	21203	GCA_003049505.1	Metasolibacillus meyeri	78.4946	96	0.0080693
S	PYWK01000001.1	CONTIG	509043	509707	2280247	PYWN01000089.1	21258	21919	GCA_003049505.1	Metasolibacillus meyeri	81.994	96	0.0291635
T	PYWK01000001.1	CONTIG	509708	510854	2280247	HG964403.1	484143	485292	GCA_000612805.1	Bacillus ndiopicus	83.5628	96	0.0503016
T	PYWK01000001.1	CONTIG	513702	514564	2280247	HG964403.1	488123	488978	GCA_000612805.1	Bacillus ndiopicus	83.5443	96	0.0378468
T	PYWK01000001.1	CONTIG	520523	521033	2280247	HG964403.1	492970	493480	GCA_000612805.1	Bacillus ndiopicus	86.8885	96	0.0224099
T	PYWK01000001.1	CONTIG	521034	521156	2280247	JACSPZ010000001.1	625016	625138	GCA_014836905.1	Solibacillus faecavium	72	96	0.00539415
S	PYWK01000001.1	CONTIG	521629	521839	2280247	PYWN01000080.1	12978	13188	GCA_003049505.1	Metasolibacillus meyeri	91.4692	96	0.00925338
T	PYWK01000001.1	CONTIG	531128	534207	2280247	JACSPZ010000001.1	614869	617947	GCA_014836905.1	Solibacillus faecavium	82.3072	96	0.135073
T	PYWK01000001.1	CONTIG	534598	536007	2280247	LGCI01000005.1	1092036	1093449	GCA_001281525.1	Lysinibacillus macroides	82.2082	96	0.0618354
T	PYWK01000001.1	CONTIG	545215	545761	2280247	HG964403.1	519978	520524	GCA_000612805.1	Bacillus ndiopicus	82.3956	96	0.0239886
T	PYWK01000001.1	CONTIG	545784	546510	2280247	HG964403.1	520592	521324	GCA_000612805.1	Bacillus ndiopicus	84.8444	96	0.0318825
T	PYWK01000001.1	CONTIG	546514	547600	2280247	HG964403.1	521509	522616	GCA_000612805.1	Bacillus ndiopicus	86.6906	96	0.0476703
S	PYWK01000001.1	CONTIG	548834	551428	2280247	PYWN01000083.1	41620	44213	GCA_003049505.1	Metasolibacillus meyeri	86.6769	96	0.113803
T	PYWK01000001.1	CONTIG	551511	552658	2280247	HG964403.1	526282	527429	GCA_000612805.1	Bacillus ndiopicus	88.2507	96	0.0503454
T	PYWK01000001.1	CONTIG	553322	553769	2280247	HG964403.1	528318	528764	GCA_000612805.1	Bacillus ndiopicus	90.4232	96	0.019647
T	PYWK01000001.1	CONTIG	553873	558798	2280247	HG964403.1	528915	533840	GCA_000612805.1	Bacillus ndiopicus	87.0359	96	0.216029
T	PYWK01000001.1	CONTIG	558858	560136	2280247	HG964403.1	534072	535349	GCA_000612805.1	Bacillus ndiopicus	86.7084	96	0.0560904
T	PYWK01000001.1	CONTIG	560423	562118	2280247	HG964403.1	535732	537426	GCA_000612805.1	Bacillus ndiopicus	89.6816	96	0.0743779
T	PYWK01000001.1	CONTIG	562220	563495	2280247	HG964403.1	537562	538837	GCA_000612805.1	Bacillus ndiopicus	86.1394	96	0.0559589
T	PYWK01000001.1	CONTIG	563699	565747	2280247	HG964403.1	539122	541170	GCA_000612805.1	Bacillus ndiopicus	85.5334	96	0.0898587
T	PYWK01000001.1	CONTIG	566201	567410	2280247	HG964403.1	541435	542644	GCA_000612805.1	Bacillus ndiopicus	82.8383	96	0.0530644
T	PYWK01000001.1	CONTIG	578833	588007	2280247	HG964403.1	554911	564104	GCA_000612805.1	Bacillus ndiopicus	85.9676	96	0.402369
T	PYWK01000001.1	CONTIG	588144	589357	2280247	HG964403.1	564152	565364	GCA_000612805.1	Bacillus ndiopicus	86.1134	96	0.0532398
S	PYWK01000001.1	CONTIG	589883	590686	2280247	PYWN01000034.1	3164	3967	GCA_003049505.1	Metasolibacillus meyeri	83.0446	96	0.0352593
T	PYWK01000001.1	CONTIG	590835	593022	2280247	HG964403.1	566489	568677	GCA_000612805.1	Bacillus ndiopicus	84.1219	96	0.0959545
S	PYWK01000001.1	CONTIG	593023	593262	2280247	PYWN01000034.1	7228	7466	GCA_003049505.1	Metasolibacillus meyeri	89.6266	96	0.0105252
T	PYWK01000001.1	CONTIG	593263	595625	2280247	HG964403.1	569089	571452	GCA_000612805.1	Bacillus ndiopicus	87.7853	96	0.103629
S	PYWK01000001.1	CONTIG	595875	597227	2280247	PYWN01000034.1	10105	11457	GCA_003049505.1	Metasolibacillus meyeri	86.7897	96	0.0593357
T	PYWK01000001.1	CONTIG	597711	598400	2280247	HG964403.1	573243	573931	GCA_000612805.1	Bacillus ndiopicus	90.7246	96	0.0302599
T	PYWK01000001.1	CONTIG	598851	599630	2280247	HG964403.1	574446	575228	GCA_000612805.1	Bacillus ndiopicus	92.2095	96	0.0342068
