# ANI ranges report for assembly: GCA_015097455.1
# Submitted organism: Faecalibacillus intestinalis (taxid = 1982626, rank = species, lineage = Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Coprobacillaceae; Faecalibacillus)
# Submitted Organism Has Type Assembly: Yes
# Best match: Faecalibacillus intestinalis (taxid = 1982626, rank = species, lineage = Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Coprobacillaceae; Faecalibacillus)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	AP024085.1	CIRCULAR	167910	178839	2869982	PYLQ01000035.1	1	10933	GCA_003024685.1	Faecalibacillus intestinalis	97.809	96	0.380839
S	AP024085.1	CIRCULAR	178840	179081	2869982	PYLP01000003.1	1	242	GCA_003024675.1	Faecalibacillus faecis	95.8678	96	0.00843211
T	AP024085.1	CIRCULAR	179082	180209	2869982	CP101620.1	1198785	1199912	GCA_024399475.1	Allocoprobacillus halotolerans	92.6743	96	0.0393034
T	AP024085.1	CIRCULAR	180382	182991	2869982	CP101620.1	900446	903040	GCA_024399475.1	Allocoprobacillus halotolerans	87.7613	96	0.0909413
-	AP024085.1	CIRCULAR	182992	183290	2869982	PYLQ01000039.1	4352	4650	GCA_003024685.1	Faecalibacillus intestinalis	100	96	0.0104182
T	AP024085.1	CIRCULAR	183291	183472	2869982	CP101620.1	899987	900151	GCA_024399475.1	Allocoprobacillus halotolerans	74.4565	96	0.0063415
-	AP024085.1	CIRCULAR	183787	183991	2869982	PYLQ01000039.1	1	205	GCA_003024685.1	Faecalibacillus intestinalis	100	96	0.0071429
T	AP024085.1	CIRCULAR	183992	188440	2869982	CP102275.1	2277369	2281836	GCA_025149465.1	Thomasclavelia spiroformis	89.9469	96	0.155018
-	AP024085.1	CIRCULAR	188441	217917	2869982	PYLQ01000014.1	1	29478	GCA_003024685.1	Faecalibacillus intestinalis	98.7314	96	1.02708
-	AP024085.1	CIRCULAR	220623	246129	2869982	PYLQ01000014.1	29479	54985	GCA_003024685.1	Faecalibacillus intestinalis	98.6595	96	0.888751
-	AP024085.1	CIRCULAR	249367	250168	2869982	PYLQ01000014.1	54998	55799	GCA_003024685.1	Faecalibacillus intestinalis	96.264	96	0.0279444
S	AP024085.1	CIRCULAR	250169	256403	2869982	JAOQJR010000017.1	17985	24218	GCA_025566905.1	[Clostridium] ammoniilyticum	99.7113	96	0.217249
-	AP024085.1	CIRCULAR	256404	274542	2869982	PYLQ01000014.1	55832	73969	GCA_003024685.1	Faecalibacillus intestinalis	98.7652	96	0.632025
-	AP024085.1	CIRCULAR	274574	286124	2869982	PYLQ01000023.1	8	11562	GCA_003024685.1	Faecalibacillus intestinalis	99.5327	96	0.402476
S	AP024085.1	CIRCULAR	290262	290932	2869982	JAOQJR010000005.1	101629	102298	GCA_025566905.1	[Clostridium] ammoniilyticum	95.5291	96	0.0233799
S	AP024085.1	CIRCULAR	290934	291467	2869982	JAOQJR010000005.1	99840	100374	GCA_025566905.1	[Clostridium] ammoniilyticum	94.7761	96	0.0186064
-	AP024085.1	CIRCULAR	291480	316324	2869982	PYLQ01000023.1	11837	36664	GCA_003024685.1	Faecalibacillus intestinalis	98.8465	96	0.865685
-	AP024085.1	CIRCULAR	316325	322678	2869982	PYLQ01000023.1	37106	43454	GCA_003024685.1	Faecalibacillus intestinalis	98.8465	96	0.221395
-	AP024085.1	CIRCULAR	322689	334248	2869982	PYLQ01000010.1	75761	87339	GCA_003024685.1	Faecalibacillus intestinalis	98.2729	96	0.40279
-	AP024085.1	CIRCULAR	338199	357512	2869982	PYLQ01000010.1	56444	75760	GCA_003024685.1	Faecalibacillus intestinalis	96.7646	96	0.672966
-	AP024085.1	CIRCULAR	357513	358328	2869982	PYLQ01000010.1	50606	51421	GCA_003024685.1	Faecalibacillus intestinalis	96.7646	96	0.0284322
-	AP024085.1	CIRCULAR	364589	365003	2869982	PYLQ01000010.1	25796	26211	GCA_003024685.1	Faecalibacillus intestinalis	96.1538	96	0.01446
-	AP024085.1	CIRCULAR	368233	381225	2869982	PYLQ01000010.1	10224	23216	GCA_003024685.1	Faecalibacillus intestinalis	98.8461	96	0.452721
T	AP024085.1	CIRCULAR	381253	381914	2869982	CP101620.1	574018	574690	GCA_024399475.1	Allocoprobacillus halotolerans	85.2041	96	0.0230663
T	AP024085.1	CIRCULAR	381915	382020	2869982	CP101620.1	1048434	1048538	GCA_024399475.1	Allocoprobacillus halotolerans	85.2041	96	0.0036934
-	AP024085.1	CIRCULAR	382033	383563	2869982	PYLQ01000004.1	49226	50769	GCA_003024685.1	Faecalibacillus intestinalis	97.4741	96	0.0533453
-	AP024085.1	CIRCULAR	394440	395648	2869982	PYLQ01000036.1	2124	3333	GCA_003024685.1	Faecalibacillus intestinalis	99.4215	96	0.0421257
S	AP024085.1	CIRCULAR	395721	395957	2869982	PYLP01000016.1	2302	2531	GCA_003024675.1	Faecalibacillus faecis	95.7806	96	0.00825789
-	AP024085.1	CIRCULAR	395958	406170	2869982	PYLQ01000010.1	1	10222	GCA_003024685.1	Faecalibacillus intestinalis	98.807	96	0.355856
T	AP024085.1	CIRCULAR	406171	406624	2869982	DS562845.1	221058	221511	GCA_000154805.1	Thomasclavelia spiroformis	91.8731	96	0.0158189
T	AP024085.1	CIRCULAR	406625	406848	2869982	DS562852.1	103833	104056	GCA_000154805.1	Thomasclavelia spiroformis	91.8731	96	0.00780493
T	AP024085.1	CIRCULAR	406849	407454	2869982	DS562845.1	221736	222336	GCA_000154805.1	Thomasclavelia spiroformis	91.8731	96	0.0211151
T	AP024085.1	CIRCULAR	407455	407587	2869982	VIQR01000024.1	180811	180943	GCA_010206155.1	Thomasclavelia cocleata	96.2406	96	0.00463418
-	AP024085.1	CIRCULAR	410600	467594	2869982	PYLQ01000017.1	1	56999	GCA_003024685.1	Faecalibacillus intestinalis	99.1334	96	1.9859
T	AP024085.1	CIRCULAR	467595	468062	2869982	CP101620.1	1622564	1623031	GCA_024399475.1	Allocoprobacillus halotolerans	87.2881	96	0.0163067
T	AP024085.1	CIRCULAR	468063	468286	2869982	DS562845.1	221512	221735	GCA_000154805.1	Thomasclavelia spiroformis	90.1786	96	0.00780493
T	AP024085.1	CIRCULAR	468287	469058	2869982	CP101620.1	1623255	1624026	GCA_024399475.1	Allocoprobacillus halotolerans	94.0798	96	0.0268991
T	AP024085.1	CIRCULAR	469231	472031	2869982	WSNW01000021.1	1872	4683	GCA_009767585.1	Coprobacillus cateniformis	88.5402	96	0.0975964
-	AP024085.1	CIRCULAR	472032	495151	2869982	PYLQ01000030.1	1	23122	GCA_003024685.1	Faecalibacillus intestinalis	99.6269	96	0.80558
-	AP024085.1	CIRCULAR	495152	509811	2869982	PYLQ01000022.1	29336	43996	GCA_003024685.1	Faecalibacillus intestinalis	99.6269	96	0.510805
S	AP024085.1	CIRCULAR	509812	509994	2869982	JAOQJR010000013.1	40053	40234	GCA_025566905.1	[Clostridium] ammoniilyticum	93.4426	96	0.00637635
-	AP024085.1	CIRCULAR	509995	537084	2869982	PYLQ01000022.1	2220	29335	GCA_003024685.1	Faecalibacillus intestinalis	99.1336	96	0.943908
S	AP024085.1	CIRCULAR	537556	537739	2869982	JAOQJR010000001.1	368925	369107	GCA_025566905.1	[Clostridium] ammoniilyticum	93.4783	96	0.00641119
-	AP024085.1	CIRCULAR	538753	540462	2869982	PYLQ01000022.1	496	2204	GCA_003024685.1	Faecalibacillus intestinalis	99.1228	96	0.0595823
S	AP024085.1	CIRCULAR	540463	540614	2869982	JAOQJR010000010.1	98495	98645	GCA_025566905.1	[Clostridium] ammoniilyticum	95.3947	96	0.0052962
T	AP024085.1	CIRCULAR	540615	540766	2869982	VIQR01000023.1	1707	1858	GCA_010206155.1	Thomasclavelia cocleata	89.4737	96	0.0052962
S	AP024085.1	CIRCULAR	540767	541129	2869982	JAOQJR010000010.1	98097	98460	GCA_025566905.1	[Clostridium] ammoniilyticum	96.7033	96	0.0126482
S	AP024085.1	CIRCULAR	541341	543264	2869982	JAOQJR010000006.1	144097	146021	GCA_025566905.1	[Clostridium] ammoniilyticum	99.1688	96	0.0670387
-	AP024085.1	CIRCULAR	543266	572737	2869982	PYLQ01000021.1	1	29500	GCA_003024685.1	Faecalibacillus intestinalis	99.0994	96	1.02691
-	AP024085.1	CIRCULAR	572738	572853	2869982	PYLQ01000051.1	300	415	GCA_003024685.1	Faecalibacillus intestinalis	99.0994	96	0.00404184
-	AP024085.1	CIRCULAR	572854	577432	2869982	PYLQ01000025.1	1	4579	GCA_003024685.1	Faecalibacillus intestinalis	99.0994	96	0.159548
S	AP024085.1	CIRCULAR	577433	579386	2869982	JAOQJR010000010.1	38245	40201	GCA_025566905.1	[Clostridium] ammoniilyticum	97.2053	96	0.0680841
-	AP024085.1	CIRCULAR	579387	581305	2869982	PYLQ01000025.1	8085	10002	GCA_003024685.1	Faecalibacillus intestinalis	96.4081	96	0.0668645
S	AP024085.1	CIRCULAR	581365	581993	2869982	PYLP01000031.1	5772	6401	GCA_003024675.1	Faecalibacillus faecis	93.239	96	0.0219165
S	AP024085.1	CIRCULAR	590539	591949	2869982	PYLP01000031.1	590	1997	GCA_003024675.1	Faecalibacillus faecis	93.4089	96	0.0491641
-	AP024085.1	CIRCULAR	592997	615456	2869982	PYLQ01000025.1	15601	38054	GCA_003024685.1	Faecalibacillus intestinalis	99.5325	96	0.782583
T	AP024085.1	CIRCULAR	615457	619305	2869982	CP102275.1	640019	643886	GCA_025149465.1	Thomasclavelia spiroformis	88.9683	96	0.134112
S	AP024085.1	CIRCULAR	619306	619697	2869982	JAOQJR010000002.1	137942	138333	GCA_025566905.1	[Clostridium] ammoniilyticum	100	96	0.0136586
-	AP024085.1	CIRCULAR	619698	636371	2869982	PYLQ01000011.1	17	16692	GCA_003024685.1	Faecalibacillus intestinalis	99.0826	96	0.580979
-	AP024085.1	CIRCULAR	636393	687472	2869982	PYLQ01000011.1	16968	68060	GCA_003024685.1	Faecalibacillus intestinalis	98.0827	96	1.7798
S	AP024085.1	CIRCULAR	687473	690160	2869982	JAOQJR010000002.1	58616	61306	GCA_025566905.1	[Clostridium] ammoniilyticum	98.2541	96	0.0936591
-	AP024085.1	CIRCULAR	699872	700923	2869982	PYLQ01000011.1	80811	81862	GCA_003024685.1	Faecalibacillus intestinalis	93.1559	96	0.0366553
-	AP024085.1	CIRCULAR	702093	722422	2869982	PYLQ01000032.1	1	20341	GCA_003024685.1	Faecalibacillus intestinalis	98.4273	96	0.708367
-	AP024085.1	CIRCULAR	722423	727691	2869982	PYLQ01000027.1	158	5426	GCA_003024685.1	Faecalibacillus intestinalis	98.4273	96	0.18359
T	AP024085.1	CIRCULAR	728659	733484	2869982	JACRWG010000047.1	1798	6639	GCA_014306455.1	Catenibacterium faecis	79.8728	96	0.168154
-	AP024085.1	CIRCULAR	735794	741119	2869982	PYLQ01000027.1	11772	17100	GCA_003024685.1	Faecalibacillus intestinalis	97.8795	96	0.185576
-	AP024085.1	CIRCULAR	741123	742982	2869982	PYLQ01000006.1	41504	43363	GCA_003024685.1	Faecalibacillus intestinalis	98.4409	96	0.0648088
S	AP024085.1	CIRCULAR	742988	743354	2869982	JAOQJR010000002.1	7089	7456	GCA_025566905.1	[Clostridium] ammoniilyticum	97.5543	96	0.0127875
-	AP024085.1	CIRCULAR	743432	750134	2869982	PYLQ01000027.1	17830	24534	GCA_003024685.1	Faecalibacillus intestinalis	99.0461	96	0.233555
-	AP024085.1	CIRCULAR	750135	758836	2869982	PYLQ01000027.1	24609	33311	GCA_003024685.1	Faecalibacillus intestinalis	99.0461	96	0.303207
-	AP024085.1	CIRCULAR	764365	765397	2869982	PYLQ01000027.1	33312	34344	GCA_003024685.1	Faecalibacillus intestinalis	99.1995	96	0.0359933
-	AP024085.1	CIRCULAR	765398	784376	2869982	PYLQ01000033.1	1	18980	GCA_003024685.1	Faecalibacillus intestinalis	99.1995	96	0.661293
-	AP024085.1	CIRCULAR	784377	784783	2869982	PYLQ01000050.1	300	706	GCA_003024685.1	Faecalibacillus intestinalis	99.1995	96	0.0141813
-	AP024085.1	CIRCULAR	784784	785389	2869982	PYLQ01000047.1	1	606	GCA_003024685.1	Faecalibacillus intestinalis	99.1995	96	0.0211151
-	AP024085.1	CIRCULAR	785390	817908	2869982	PYLQ01000009.1	1	32563	GCA_003024685.1	Faecalibacillus intestinalis	99.1995	96	1.13307
-	AP024085.1	CIRCULAR	817917	830341	2869982	PYLQ01000009.1	33007	45429	GCA_003024685.1	Faecalibacillus intestinalis	98.4473	96	0.43293
S	AP024085.1	CIRCULAR	830342	832793	2869982	JAOQJR010000008.1	72115	74566	GCA_025566905.1	[Clostridium] ammoniilyticum	97.0228	96	0.0854361
-	AP024085.1	CIRCULAR	832794	832961	2869982	PYLQ01000009.1	47382	47549	GCA_003024685.1	Faecalibacillus intestinalis	100	96	0.0058537
S	AP024085.1	CIRCULAR	832962	836178	2869982	JAOQJR010000008.1	68001	71214	GCA_025566905.1	[Clostridium] ammoniilyticum	96.0857	96	0.112091
-	AP024085.1	CIRCULAR	848738	882296	2869982	PYLQ01000009.1	57795	91348	GCA_003024685.1	Faecalibacillus intestinalis	99.1465	96	1.16931
-	AP024085.1	CIRCULAR	882297	886125	2869982	PYLQ01000040.1	1	3829	GCA_003024685.1	Faecalibacillus intestinalis	99.1465	96	0.133415
-	AP024085.1	CIRCULAR	886126	887347	2869982	PYLQ01000045.1	79	1300	GCA_003024685.1	Faecalibacillus intestinalis	99.1465	96	0.0425787
-	AP024085.1	CIRCULAR	887348	890864	2869982	PYLQ01000041.1	1	3517	GCA_003024685.1	Faecalibacillus intestinalis	99.1465	96	0.122544
-	AP024085.1	CIRCULAR	890865	893717	2869982	PYLQ01000008.1	79	2933	GCA_003024685.1	Faecalibacillus intestinalis	99.1465	96	0.0994083
-	AP024085.1	CIRCULAR	893718	968470	2869982	PYLQ01000008.1	12018	86724	GCA_003024685.1	Faecalibacillus intestinalis	99.1465	96	2.60465
-	AP024085.1	CIRCULAR	970437	974322	2869982	PYLQ01000008.1	86725	90611	GCA_003024685.1	Faecalibacillus intestinalis	97.9949	96	0.135402
-	AP024085.1	CIRCULAR	984430	990678	2869982	PYLQ01000008.1	90730	96980	GCA_003024685.1	Faecalibacillus intestinalis	97.9376	96	0.217737
S	AP024085.1	CIRCULAR	990679	990794	2869982	JAOQJR010000003.1	101170	101285	GCA_025566905.1	[Clostridium] ammoniilyticum	97.4138	96	0.00404184
-	AP024085.1	CIRCULAR	990795	992699	2869982	PYLQ01000037.1	4539	6442	GCA_003024685.1	Faecalibacillus intestinalis	95.5952	96	0.0663767
-	AP024085.1	CIRCULAR	992710	995311	2869982	PYLQ01000037.1	1	2602	GCA_003024685.1	Faecalibacillus intestinalis	97.7934	96	0.0906626
-	AP024085.1	CIRCULAR	995312	995650	2869982	PYLQ01000015.1	1	339	GCA_003024685.1	Faecalibacillus intestinalis	97.7934	96	0.0118119
-	AP024085.1	CIRCULAR	995651	995900	2869982	PYLQ01000048.1	300	549	GCA_003024685.1	Faecalibacillus intestinalis	97.7934	96	0.00871086
-	AP024085.1	CIRCULAR	995901	999235	2869982	PYLQ01000020.1	1	3333	GCA_003024685.1	Faecalibacillus intestinalis	97.7934	96	0.116203
-	AP024085.1	CIRCULAR	1010544	1014085	2869982	PYLQ01000019.1	24153	27698	GCA_003024685.1	Faecalibacillus intestinalis	97.161	96	0.123415
-	AP024085.1	CIRCULAR	1014086	1015110	2869982	PYLQ01000019.1	28211	29238	GCA_003024685.1	Faecalibacillus intestinalis	97.161	96	0.0357145
S	AP024085.1	CIRCULAR	1016350	1017521	2869982	JAOQJR010000002.1	172108	173279	GCA_025566905.1	[Clostridium] ammoniilyticum	93.8567	96	0.0408365
S	AP024085.1	CIRCULAR	1017991	1018346	2869982	JAOQJR010000002.1	171747	172102	GCA_025566905.1	[Clostridium] ammoniilyticum	96.0784	96	0.0124043
S	AP024085.1	CIRCULAR	1018384	1029041	2869982	JAOQJR010000003.1	31706	42364	GCA_025566905.1	[Clostridium] ammoniilyticum	98.6773	96	0.371361
-	AP024085.1	CIRCULAR	1029094	1037346	2869982	PYLQ01000010.1	38673	46925	GCA_003024685.1	Faecalibacillus intestinalis	99.0185	96	0.287563
S	AP024085.1	CIRCULAR	1040967	1047388	2869982	JAOQJR010000003.1	24833	31257	GCA_025566905.1	[Clostridium] ammoniilyticum	95.0567	96	0.223764
-	AP024085.1	CIRCULAR	1049404	1072315	2869982	PYLQ01000028.1	4681	27591	GCA_003024685.1	Faecalibacillus intestinalis	99.7687	96	0.798333
-	AP024085.1	CIRCULAR	1072345	1073364	2869982	PYLQ01000031.1	21322	22339	GCA_003024685.1	Faecalibacillus intestinalis	99.4457	96	0.0355403
-	AP024085.1	CIRCULAR	1073365	1094316	2869982	PYLQ01000031.1	300	21251	GCA_003024685.1	Faecalibacillus intestinalis	99.4457	96	0.730039
-	AP024085.1	CIRCULAR	1094317	1094532	2869982	PYLQ01000003.1	306	521	GCA_003024685.1	Faecalibacillus intestinalis	99.4457	96	0.00752618
-	AP024085.1	CIRCULAR	1094650	1098111	2869982	PYLQ01000003.1	522	3984	GCA_003024685.1	Faecalibacillus intestinalis	97.6321	96	0.120628
S	AP024085.1	CIRCULAR	1098112	1099613	2869982	JAOQJR010000004.1	39310	40811	GCA_025566905.1	[Clostridium] ammoniilyticum	99.0013	96	0.0523348
-	AP024085.1	CIRCULAR	1099614	1119181	2869982	PYLQ01000003.1	3985	23548	GCA_003024685.1	Faecalibacillus intestinalis	98.1818	96	0.681816
T	AP024085.1	CIRCULAR	1119182	1120230	2869982	CP102275.1	1512939	1513990	GCA_025149465.1	Thomasclavelia spiroformis	73.9049	96	0.0365508
S	AP024085.1	CIRCULAR	1134150	1134586	2869982	PYLP01000002.1	113447	113883	GCA_003024675.1	Faecalibacillus faecis	93.8215	96	0.0152266
-	AP024085.1	CIRCULAR	1157347	1182194	2869982	PYLQ01000003.1	23549	48395	GCA_003024685.1	Faecalibacillus intestinalis	99.4487	96	0.865789
-	AP024085.1	CIRCULAR	1183883	1229406	2869982	PYLQ01000003.1	54279	99819	GCA_003024685.1	Faecalibacillus intestinalis	99.3083	96	1.58621
-	AP024085.1	CIRCULAR	1239153	1242322	2869982	PYLQ01000003.1	99820	102990	GCA_003024685.1	Faecalibacillus intestinalis	99.023	96	0.110454
-	AP024085.1	CIRCULAR	1243461	1252287	2869982	PYLQ01000003.1	110078	118893	GCA_003024685.1	Faecalibacillus intestinalis	97.1014	96	0.307563
-	AP024085.1	CIRCULAR	1253474	1285532	2869982	PYLQ01000003.1	120104	152189	GCA_003024685.1	Faecalibacillus intestinalis	99.059	96	1.11705
S	AP024085.1	CIRCULAR	1285549	1287464	2869982	PYLP01000002.1	95222	97140	GCA_003024675.1	Faecalibacillus faecis	82.6425	96	0.06676
S	AP024085.1	CIRCULAR	1292627	1293682	2869982	PYLP01000002.1	101094	102148	GCA_003024675.1	Faecalibacillus faecis	96.7803	96	0.0367947
S	AP024085.1	CIRCULAR	1294553	1296091	2869982	PYLP01000002.1	102971	104512	GCA_003024675.1	Faecalibacillus faecis	83.1077	96	0.053624
S	AP024085.1	CIRCULAR	1298888	1299930	2869982	PYLP01000002.1	106309	107351	GCA_003024675.1	Faecalibacillus faecis	93.4034	96	0.0363417
S	AP024085.1	CIRCULAR	1300685	1302759	2869982	PYLP01000002.1	107820	109900	GCA_003024675.1	Faecalibacillus faecis	80.7947	96	0.0723001
S	AP024085.1	CIRCULAR	1339405	1339624	2869982	PYLP01000002.1	139264	139483	GCA_003024675.1	Faecalibacillus faecis	92.7602	96	0.00766555
-	AP024085.1	CIRCULAR	1339649	1342284	2869982	PYLQ01000003.1	152190	154816	GCA_003024685.1	Faecalibacillus intestinalis	98.0281	96	0.0918473
S	AP024085.1	CIRCULAR	1342285	1346237	2869982	PYLP01000002.1	177994	181947	GCA_003024675.1	Faecalibacillus faecis	98.7358	96	0.137736
-	AP024085.1	CIRCULAR	1346238	1383636	2869982	PYLQ01000003.1	172389	209761	GCA_003024685.1	Faecalibacillus intestinalis	98.009	96	1.30311
-	AP024085.1	CIRCULAR	1383730	1408318	2869982	PYLQ01000004.1	1	24631	GCA_003024685.1	Faecalibacillus intestinalis	99.2692	96	0.856765
S	AP024085.1	CIRCULAR	1408319	1409396	2869982	JAOQJR010000006.1	162401	163480	GCA_025566905.1	[Clostridium] ammoniilyticum	98.9089	96	0.0375612
S	AP024085.1	CIRCULAR	1409397	1412807	2869982	JAOQJR010000006.1	158809	162219	GCA_025566905.1	[Clostridium] ammoniilyticum	98.9089	96	0.118851
-	AP024085.1	CIRCULAR	1412808	1437276	2869982	PYLQ01000004.1	24632	49102	GCA_003024685.1	Faecalibacillus intestinalis	99.4559	96	0.852584
-	AP024085.1	CIRCULAR	1437277	1525628	2869982	PYLQ01000004.1	50836	139217	GCA_003024685.1	Faecalibacillus intestinalis	99.4559	96	3.07849
S	AP024085.1	CIRCULAR	1525629	1525839	2869982	JAOQJR010000006.1	40661	40871	GCA_025566905.1	[Clostridium] ammoniilyticum	98.5782	96	0.00735196
-	AP024085.1	CIRCULAR	1525840	1551714	2869982	PYLQ01000004.1	139218	165091	GCA_003024685.1	Faecalibacillus intestinalis	98.5973	96	0.901574
S	AP024085.1	CIRCULAR	1552339	1552517	2869982	JAOQJR010000006.1	10207	10386	GCA_025566905.1	[Clostridium] ammoniilyticum	68.4783	96	0.00623697
-	AP024085.1	CIRCULAR	1552518	1565354	2869982	PYLQ01000004.1	173891	186726	GCA_003024685.1	Faecalibacillus intestinalis	97.4092	96	0.447285
-	AP024085.1	CIRCULAR	1565410	1572823	2869982	PYLQ01000016.1	1	7412	GCA_003024685.1	Faecalibacillus intestinalis	98.746	96	0.258329
-	AP024085.1	CIRCULAR	1573222	1577745	2869982	PYLQ01000016.1	12153	16684	GCA_003024685.1	Faecalibacillus intestinalis	92.6603	96	0.157632
S	AP024085.1	CIRCULAR	1577776	1578968	2869982	PYLP01000009.1	60677	61875	GCA_003024675.1	Faecalibacillus faecis	86.6889	96	0.0415682
-	AP024085.1	CIRCULAR	1581679	1622824	2869982	PYLQ01000016.1	18794	59939	GCA_003024685.1	Faecalibacillus intestinalis	99.4824	96	1.43367
S	AP024085.1	CIRCULAR	1622840	1625726	2869982	PYLP01000044.1	170	3055	GCA_003024675.1	Faecalibacillus faecis	98.4775	96	0.100593
T	AP024085.1	CIRCULAR	1625727	1627095	2869982	CP102275.1	1791447	1792817	GCA_025149465.1	Thomasclavelia spiroformis	91.5584	96	0.0477006
-	AP024085.1	CIRCULAR	1627096	1680921	2869982	PYLQ01000018.1	1	53826	GCA_003024685.1	Faecalibacillus intestinalis	99.249	96	1.87548
-	AP024085.1	CIRCULAR	1680922	1683267	2869982	PYLQ01000018.1	54320	56665	GCA_003024685.1	Faecalibacillus intestinalis	99.249	96	0.0817427
-	AP024085.1	CIRCULAR	1683268	1683681	2869982	PYLQ01000001.1	293437	293850	GCA_003024685.1	Faecalibacillus intestinalis	99.249	96	0.0144252
S	AP024085.1	CIRCULAR	1683703	1683970	2869982	JAOQJR010000001.1	364408	364675	GCA_025566905.1	[Clostridium] ammoniilyticum	94.403	96	0.00933804
-	AP024085.1	CIRCULAR	1683971	1685437	2869982	PYLQ01000001.1	291412	292875	GCA_003024685.1	Faecalibacillus intestinalis	92.1249	96	0.0511153
