# ANI ranges report for assembly: GCA_002370195.2
# Submitted organism: Ureibacillus thermosphaericus (taxid = 51173, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Caryophanaceae; Ureibacillus)
# Submitted Organism Has Type Assembly: Yes
# Best match: Ureibacillus thermosphaericus (taxid = 51173, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Caryophanaceae; Ureibacillus)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
S	AP018335.1	CIRCULAR	79521	79648	3488104	JBHSNQ010000055.1	36767	36894	GCA_042655065.1	Ureibacillus suwonensis	100	96	0.00366962
-	AP018335.1	CIRCULAR	81484	82780	3488104	JAAXPW010000044.1	12116	13425	GCA_012396605.1	Ureibacillus thermosphaericus	97.3282	96	0.0371835
-	AP018335.1	CIRCULAR	84862	85148	3488104	JAAXPW010000044.1	15459	15745	GCA_012396605.1	Ureibacillus thermosphaericus	97.2125	96	0.00822797
S	AP018335.1	CIRCULAR	85972	86073	3488104	JBHSNQ010000057.1	19200	19301	GCA_042655065.1	Ureibacillus suwonensis	98.0392	96	0.00292422
S	AP018335.1	CIRCULAR	89382	91286	3488104	JBHSNN010000076.1	715	2619	GCA_042657185.1	Ureibacillus thermophilus	97.0079	96	0.0546142
S	AP018335.1	CIRCULAR	91466	91568	3488104	JBHSNN010000029.1	181	283	GCA_042657185.1	Ureibacillus thermophilus	99.0291	96	0.00295289
-	AP018335.1	CIRCULAR	91638	91738	3488104	JAAXPW010000083.1	1	101	GCA_012396605.1	Ureibacillus thermosphaericus	100	96	0.00289556
-	AP018335.1	CIRCULAR	91765	92288	3488104	JAAXPW010000083.1	128	651	GCA_012396605.1	Ureibacillus thermosphaericus	100	96	0.0150225
S	AP018335.1	CIRCULAR	92289	92513	3488104	JBHSNN010000029.1	952	1168	GCA_042657185.1	Ureibacillus thermophilus	67.0455	96	0.0064505
-	AP018335.1	CIRCULAR	92514	92744	3488104	JAAXPW010000083.1	877	1107	GCA_012396605.1	Ureibacillus thermosphaericus	100	96	0.00662251
S	AP018335.1	CIRCULAR	104742	104868	3488104	JBHSNQ010000137.1	1	127	GCA_042655065.1	Ureibacillus suwonensis	100	96	0.00364095
S	AP018335.1	CIRCULAR	104909	105255	3488104	JBHSNN010000054.1	259	605	GCA_042657185.1	Ureibacillus thermophilus	98.5591	96	0.0099481
S	AP018335.1	CIRCULAR	105256	105498	3488104	JBHSNQ010000032.1	826	1068	GCA_042655065.1	Ureibacillus suwonensis	100	96	0.00696654
S	AP018335.1	CIRCULAR	106509	106752	3488104	JBHSNQ010000012.1	98	341	GCA_042655065.1	Ureibacillus suwonensis	98.7705	96	0.0069952
S	AP018335.1	CIRCULAR	106753	106879	3488104	JBHSNN010000072.1	1283	1409	GCA_042657185.1	Ureibacillus thermophilus	100	96	0.00364095
-	AP018335.1	CIRCULAR	118917	120687	3488104	JAAXPW010000013.1	65764	67535	GCA_012396605.1	Ureibacillus thermosphaericus	98.8149	96	0.0507726
S	AP018335.1	CIRCULAR	120688	130092	3488104	JBHSNQ010000057.1	2520	11923	GCA_042655065.1	Ureibacillus suwonensis	98.5647	96	0.269631
S	AP018335.1	CIRCULAR	130849	131191	3488104	JBHSNQ010000057.1	2176	2519	GCA_042655065.1	Ureibacillus suwonensis	96.8023	96	0.00983342
S	AP018335.1	CIRCULAR	140906	141526	3488104	JBHSNQ010000103.1	1	621	GCA_042655065.1	Ureibacillus suwonensis	97.7456	96	0.0178034
S	AP018335.1	CIRCULAR	141558	142106	3488104	JBHSNQ010000105.1	90	638	GCA_042655065.1	Ureibacillus suwonensis	99.6357	96	0.0157392
S	AP018335.1	CIRCULAR	142142	145372	3488104	JBHSNQ010000057.1	19566	22796	GCA_042655065.1	Ureibacillus suwonensis	99.7524	96	0.0926291
S	AP018335.1	CIRCULAR	146766	147028	3488104	JBHSNQ010000057.1	19302	19565	GCA_042655065.1	Ureibacillus suwonensis	98.4906	96	0.00753991
-	AP018335.1	CIRCULAR	152859	159398	3488104	JAAXPW010000013.1	30114	36643	GCA_012396605.1	Ureibacillus thermosphaericus	96.5918	96	0.187494
-	AP018335.1	CIRCULAR	159988	187452	3488104	JAAXPW010000013.1	2650	30113	GCA_012396605.1	Ureibacillus thermosphaericus	99.4	96	0.787391
-	AP018335.1	CIRCULAR	187453	189313	3488104	JAAXPW010000013.1	520	2381	GCA_012396605.1	Ureibacillus thermosphaericus	99.4	96	0.0533528
S	AP018335.1	CIRCULAR	189314	189502	3488104	JBHSNQ010000025.1	38	238	GCA_042655065.1	Ureibacillus suwonensis	90.0498	96	0.00541842
S	AP018335.1	CIRCULAR	189817	189989	3488104	JBHSNQ010000063.1	1	173	GCA_042655065.1	Ureibacillus suwonensis	97.1098	96	0.00495971
S	AP018335.1	CIRCULAR	189990	190508	3488104	JBHSNN010000098.1	1	519	GCA_042657185.1	Ureibacillus thermophilus	99.422	96	0.0148791
S	AP018335.1	CIRCULAR	190671	190798	3488104	JBHSNQ010000063.1	777	903	GCA_042655065.1	Ureibacillus suwonensis	95.9225	96	0.00366962
S	AP018335.1	CIRCULAR	190799	191651	3488104	JBHSNQ010000110.1	2	854	GCA_042655065.1	Ureibacillus suwonensis	95.9225	96	0.0244545
S	AP018335.1	CIRCULAR	192589	192729	3488104	JBHSNQ010000091.1	46	185	GCA_042655065.1	Ureibacillus suwonensis	93.2271	96	0.00404231
S	AP018335.1	CIRCULAR	192730	193086	3488104	JBHSNQ010000008.1	1	356	GCA_042655065.1	Ureibacillus suwonensis	93.2271	96	0.0102348
-	AP018335.1	CIRCULAR	193910	194103	3488104	JACHGZ010000016.1	60766	60959	GCA_014202525.1	Ureibacillus thermosphaericus	99.4845	96	0.00556176
-	AP018335.1	CIRCULAR	194104	196517	3488104	JAAXPW010000017.1	58371	60798	GCA_012396605.1	Ureibacillus thermosphaericus	97.7385	96	0.0692067
-	AP018335.1	CIRCULAR	196523	210669	3488104	JAAXPW010000017.1	41845	55990	GCA_012396605.1	Ureibacillus thermosphaericus	99.2437	96	0.405579
S	AP018335.1	CIRCULAR	210737	210846	3488104	JBHSNN010000074.1	7019	7124	GCA_042657185.1	Ureibacillus thermophilus	93.6364	96	0.00315358
-	AP018335.1	CIRCULAR	210848	212559	3488104	JAAXPW010000017.1	40072	41813	GCA_012396605.1	Ureibacillus thermosphaericus	89.9198	96	0.0490811
-	AP018335.1	CIRCULAR	212791	232235	3488104	JAAXPW010000017.1	20489	39931	GCA_012396605.1	Ureibacillus thermosphaericus	98.0783	96	0.557466
S	AP018335.1	CIRCULAR	232236	232404	3488104	JBHSNN010000035.1	199	361	GCA_042657185.1	Ureibacillus thermophilus	88.7574	96	0.00484504
-	AP018335.1	CIRCULAR	232417	236599	3488104	JAAXPW010000017.1	16282	20463	GCA_012396605.1	Ureibacillus thermosphaericus	98.9486	96	0.119922
-	AP018335.1	CIRCULAR	236840	240124	3488104	JAAXPW010000017.1	12995	16279	GCA_012396605.1	Ureibacillus thermosphaericus	94.2813	96	0.0941772
-	AP018335.1	CIRCULAR	240125	243930	3488104	JAAXPW010000017.1	8430	12243	GCA_012396605.1	Ureibacillus thermosphaericus	94.2813	96	0.109114
-	AP018335.1	CIRCULAR	243994	250630	3488104	JAAXPW010000017.1	1765	8408	GCA_012396605.1	Ureibacillus thermosphaericus	97.7591	96	0.190275
S	AP018335.1	CIRCULAR	251358	251787	3488104	JBHSNN010000040.1	1	428	GCA_042657185.1	Ureibacillus thermophilus	96.5116	96	0.0123276
-	AP018335.1	CIRCULAR	252874	253066	3488104	JACHGZ010000078.1	1170	1362	GCA_014202525.1	Ureibacillus thermosphaericus	99.4819	96	0.00553309
S	AP018335.1	CIRCULAR	253581	254168	3488104	JBHSNN010000029.1	3629	4204	GCA_042657185.1	Ureibacillus thermophilus	94.3878	96	0.0168573
-	AP018335.1	CIRCULAR	254493	254652	3488104	JAAXPW010000025.1	572	730	GCA_012396605.1	Ureibacillus thermosphaericus	95.6522	96	0.00458702
S	AP018335.1	CIRCULAR	254801	254940	3488104	JBHSNQ010000156.1	8501	8639	GCA_042655065.1	Ureibacillus suwonensis	90	96	0.00401364
-	AP018335.1	CIRCULAR	254941	255132	3488104	JAAXPW010000053.1	126	317	GCA_012396605.1	Ureibacillus thermosphaericus	98.4375	96	0.00550442
S	AP018335.1	CIRCULAR	255133	255238	3488104	JBHSNQ010000156.1	8835	8933	GCA_042655065.1	Ureibacillus suwonensis	88.6792	96	0.0030389
-	AP018335.1	CIRCULAR	255250	255381	3488104	JAAXPW010000013.1	1	132	GCA_012396605.1	Ureibacillus thermosphaericus	100	96	0.00378429
-	AP018335.1	CIRCULAR	258493	259861	3488104	JACHGZ010000077.1	1	1369	GCA_014202525.1	Ureibacillus thermosphaericus	99.927	96	0.0392477
-	AP018335.1	CIRCULAR	259979	295952	3488104	JAAXPW010000030.1	1	35977	GCA_012396605.1	Ureibacillus thermosphaericus	99.2803	96	1.03133
-	AP018335.1	CIRCULAR	295958	296076	3488104	JAAXPW010000033.1	1	119	GCA_012396605.1	Ureibacillus thermosphaericus	98.3193	96	0.0034116
-	AP018335.1	CIRCULAR	296471	296592	3488104	JAAXPW010000039.1	1	122	GCA_012396605.1	Ureibacillus thermosphaericus	98.0423	96	0.0034976
-	AP018335.1	CIRCULAR	296593	299824	3488104	JAAXPW010000030.1	35978	39219	GCA_012396605.1	Ureibacillus thermosphaericus	98.0423	96	0.0926578
-	AP018335.1	CIRCULAR	299825	308461	3488104	JAAXPW010000007.1	89057	97692	GCA_012396605.1	Ureibacillus thermosphaericus	98.0423	96	0.247613
-	AP018335.1	CIRCULAR	308978	309101	3488104	JAAXPW010000001.1	263898	264021	GCA_012396605.1	Ureibacillus thermosphaericus	96.7845	96	0.00355494
-	AP018335.1	CIRCULAR	309102	318358	3488104	JAAXPW010000007.1	79807	89053	GCA_012396605.1	Ureibacillus thermosphaericus	96.7845	96	0.265388
-	AP018335.1	CIRCULAR	318509	328732	3488104	JAAXPW010000007.1	69557	79782	GCA_012396605.1	Ureibacillus thermosphaericus	98.0353	96	0.293111
-	AP018335.1	CIRCULAR	328733	328936	3488104	JAAXPW010000007.1	68898	69101	GCA_012396605.1	Ureibacillus thermosphaericus	98.0353	96	0.00584845
-	AP018335.1	CIRCULAR	328950	335466	3488104	JAAXPW010000002.1	165514	172044	GCA_012396605.1	Ureibacillus thermosphaericus	95.584	96	0.186835
-	AP018335.1	CIRCULAR	335545	352081	3488104	JAAXPW010000002.1	172749	189285	GCA_012396605.1	Ureibacillus thermosphaericus	98.4777	96	0.474097
-	AP018335.1	CIRCULAR	352739	353852	3488104	JAAXPW010000002.1	190341	191450	GCA_012396605.1	Ureibacillus thermosphaericus	98.7442	96	0.0319371
-	AP018335.1	CIRCULAR	353853	369914	3488104	JAAXPW010000048.1	125	16195	GCA_012396605.1	Ureibacillus thermosphaericus	98.7442	96	0.460479
-	AP018335.1	CIRCULAR	369915	370086	3488104	JAAXPW010000052.1	73	244	GCA_012396605.1	Ureibacillus thermosphaericus	98.7442	96	0.00493105
S	AP018335.1	CIRCULAR	370409	370523	3488104	JBHSNN010000021.1	554	668	GCA_042657185.1	Ureibacillus thermophilus	99.1304	96	0.00329692
S	AP018335.1	CIRCULAR	370920	371076	3488104	JBHSNN010000005.1	128266	128422	GCA_042657185.1	Ureibacillus thermophilus	98.0892	96	0.00450101
S	AP018335.1	CIRCULAR	371137	371257	3488104	JBHSNN010000005.1	128085	128205	GCA_042657185.1	Ureibacillus thermophilus	100	96	0.00346893
-	AP018335.1	CIRCULAR	371682	389117	3488104	JAAXPW010000034.1	126	17565	GCA_012396605.1	Ureibacillus thermosphaericus	98.8655	96	0.49987
-	AP018335.1	CIRCULAR	390529	402868	3488104	JAAXPW010000034.1	17566	29906	GCA_012396605.1	Ureibacillus thermosphaericus	99.5528	96	0.353774
-	AP018335.1	CIRCULAR	402869	407520	3488104	JAAXPW010000021.1	135	4786	GCA_012396605.1	Ureibacillus thermosphaericus	99.5528	96	0.133368
-	AP018335.1	CIRCULAR	407584	417969	3488104	JAAXPW010000021.1	4787	15192	GCA_012396605.1	Ureibacillus thermosphaericus	97.4307	96	0.297755
S	AP018335.1	CIRCULAR	417970	418712	3488104	JBHSNN010000026.1	866	1609	GCA_042657185.1	Ureibacillus thermophilus	98.6577	96	0.021301
S	AP018335.1	CIRCULAR	419241	419525	3488104	JBHSNN010000061.1	6711	6995	GCA_042657185.1	Ureibacillus thermophilus	97.5439	96	0.00817063
-	AP018335.1	CIRCULAR	419529	419643	3488104	JAAXPW010000021.1	15193	15307	GCA_012396605.1	Ureibacillus thermosphaericus	95.6522	96	0.00329692
S	AP018335.1	CIRCULAR	419679	420774	3488104	JBHSNQ010000062.1	1	1096	GCA_042655065.1	Ureibacillus suwonensis	99.9088	96	0.0314211
S	AP018335.1	CIRCULAR	421068	421183	3488104	JBHSNQ010000153.1	1	116	GCA_042655065.1	Ureibacillus suwonensis	100	96	0.00332559
-	AP018335.1	CIRCULAR	421184	428004	3488104	JAAXPW010000021.1	15308	22122	GCA_012396605.1	Ureibacillus thermosphaericus	98.5639	96	0.19555
-	AP018335.1	CIRCULAR	429539	440088	3488104	JAAXPW010000021.1	22123	32683	GCA_012396605.1	Ureibacillus thermosphaericus	98.5703	96	0.302457
-	AP018335.1	CIRCULAR	440091	440213	3488104	JAAXPW010000072.1	1502	1624	GCA_012396605.1	Ureibacillus thermosphaericus	98.374	96	0.00352627
-	AP018335.1	CIRCULAR	440604	440728	3488104	JAAXPW010000023.1	53722	53846	GCA_012396605.1	Ureibacillus thermosphaericus	99.6343	96	0.00358361
-	AP018335.1	CIRCULAR	440729	460292	3488104	JAAXPW010000021.1	32684	52242	GCA_012396605.1	Ureibacillus thermosphaericus	99.6343	96	0.560878
-	AP018335.1	CIRCULAR	460577	460834	3488104	JAAXPW010000021.1	52546	52803	GCA_012396605.1	Ureibacillus thermosphaericus	98.062	96	0.00739657
-	AP018335.1	CIRCULAR	462674	463484	3488104	JAAXPW010000021.1	52804	53615	GCA_012396605.1	Ureibacillus thermosphaericus	99.2611	96	0.0232505
S	AP018335.1	CIRCULAR	463485	463596	3488104	JBHSNN010000003.1	200	311	GCA_042657185.1	Ureibacillus thermophilus	96.6102	96	0.00321091
S	AP018335.1	CIRCULAR	463597	463893	3488104	JBHSNN010000059.1	11	311	GCA_042657185.1	Ureibacillus thermophilus	96.6102	96	0.00851465
-	AP018335.1	CIRCULAR	463894	464426	3488104	JAAXPW010000021.1	53616	54147	GCA_012396605.1	Ureibacillus thermosphaericus	98.4991	96	0.0152805
S	AP018335.1	CIRCULAR	464427	464734	3488104	JBHSNQ010000119.1	137	448	GCA_042655065.1	Ureibacillus suwonensis	97.4359	96	0.00883001
-	AP018335.1	CIRCULAR	464735	465505	3488104	JAAXPW010000021.1	54186	54951	GCA_012396605.1	Ureibacillus thermosphaericus	98.5751	96	0.0221037
S	AP018335.1	CIRCULAR	465512	465650	3488104	JBHSNQ010000068.1	38858	38990	GCA_042655065.1	Ureibacillus suwonensis	86.4286	96	0.00398497
-	AP018335.1	CIRCULAR	465652	465764	3488104	JAAXPW010000013.1	309	421	GCA_012396605.1	Ureibacillus thermosphaericus	99.115	96	0.00323958
S	AP018335.1	CIRCULAR	465765	465931	3488104	JBHSNQ010000007.1	127	296	GCA_042655065.1	Ureibacillus suwonensis	89.5623	96	0.0047877
S	AP018335.1	CIRCULAR	465932	466051	3488104	JBHSNQ010000023.1	44	168	GCA_042655065.1	Ureibacillus suwonensis	89.5623	96	0.00344026
S	AP018335.1	CIRCULAR	467322	468238	3488104	JBHSNN010000100.1	3	918	GCA_042657185.1	Ureibacillus thermophilus	97.0556	96	0.0262894
-	AP018335.1	CIRCULAR	470676	471845	3488104	JAAXPW010000078.1	1	1175	GCA_012396605.1	Ureibacillus thermosphaericus	99.6502	96	0.0335426
-	AP018335.1	CIRCULAR	471846	474101	3488104	JAAXPW010000068.1	1	2256	GCA_012396605.1	Ureibacillus thermosphaericus	99.6502	96	0.064677
S	AP018335.1	CIRCULAR	474102	474801	3488104	RBZN01000094.1	2264	2964	GCA_003628435.1	Ureibacillus endophyticus	93.7322	96	0.0200682
-	AP018335.1	CIRCULAR	476552	508572	3488104	JAAXPW010000025.1	18439	50466	GCA_012396605.1	Ureibacillus thermosphaericus	99.3662	96	0.918006
S	AP018335.1	CIRCULAR	508573	508736	3488104	JBHSNQ010000055.1	342	505	GCA_042655065.1	Ureibacillus suwonensis	100	96	0.00470169
S	AP018335.1	CIRCULAR	510351	510476	3488104	JBHSNQ010000015.1	1	125	GCA_042655065.1	Ureibacillus suwonensis	99.2063	96	0.00361228
-	AP018335.1	CIRCULAR	510477	520229	3488104	JAAXPW010000025.1	8690	18438	GCA_012396605.1	Ureibacillus thermosphaericus	99.3438	96	0.279607
S	AP018335.1	CIRCULAR	520230	520428	3488104	JBHSNN010000075.1	3915	4109	GCA_042657185.1	Ureibacillus thermophilus	89.4472	96	0.00570511
-	AP018335.1	CIRCULAR	520429	528133	3488104	JAAXPW010000025.1	977	8678	GCA_012396605.1	Ureibacillus thermosphaericus	98.5594	96	0.220894
S	AP018335.1	CIRCULAR	528134	528363	3488104	JBHSNN010000086.1	7176	7404	GCA_042657185.1	Ureibacillus thermophilus	95.2174	96	0.00659384
-	AP018335.1	CIRCULAR	528765	529014	3488104	JAAXPW010000045.1	10144	10394	GCA_012396605.1	Ureibacillus thermosphaericus	95.6349	96	0.00716722
S	AP018335.1	CIRCULAR	529015	529479	3488104	JBHSNN010000086.1	6618	7082	GCA_042657185.1	Ureibacillus thermophilus	96.3441	96	0.013331
S	AP018335.1	CIRCULAR	529596	529876	3488104	JBHSNQ010000023.1	169	457	GCA_042655065.1	Ureibacillus suwonensis	82.3729	96	0.00805595
S	AP018335.1	CIRCULAR	534428	534686	3488104	JBHSNN010000007.1	1	260	GCA_042657185.1	Ureibacillus thermophilus	94.2748	96	0.00742524
-	AP018335.1	CIRCULAR	534687	555072	3488104	JAAXPW010000042.1	19	20401	GCA_012396605.1	Ureibacillus thermosphaericus	98.9358	96	0.584444
-	AP018335.1	CIRCULAR	555073	555225	3488104	JACHGZ010000045.1	20361	20513	GCA_014202525.1	Ureibacillus thermosphaericus	99.3464	96	0.00438634
S	AP018335.1	CIRCULAR	555226	555890	3488104	JBHSNN010000081.1	21095	21750	GCA_042657185.1	Ureibacillus thermophilus	93.1241	96	0.0190648
-	AP018335.1	CIRCULAR	556101	573503	3488104	JAAXPW010000046.1	1	17404	GCA_012396605.1	Ureibacillus thermosphaericus	98.6216	96	0.498924
S	AP018335.1	CIRCULAR	575010	575859	3488104	JBHSNQ010000063.1	904	1755	GCA_042655065.1	Ureibacillus suwonensis	88.1871	96	0.0243685
S	AP018335.1	CIRCULAR	576636	576993	3488104	JBHSNQ010000098.1	1	338	GCA_042655065.1	Ureibacillus suwonensis	91.1111	96	0.0102635
-	AP018335.1	CIRCULAR	578428	580221	3488104	JAAXPW010000071.1	24	1817	GCA_012396605.1	Ureibacillus thermosphaericus	99.7213	96	0.051432
S	AP018335.1	CIRCULAR	580222	580350	3488104	JBHSNN010000021.1	1057	1185	GCA_042657185.1	Ureibacillus thermophilus	99.2248	96	0.00369828
S	AP018335.1	CIRCULAR	580859	581150	3488104	JBHSNN010000021.1	257	548	GCA_042657185.1	Ureibacillus thermophilus	99.3151	96	0.00837131
S	AP018335.1	CIRCULAR	581213	581505	3488104	JBHSNQ010000017.1	1	293	GCA_042655065.1	Ureibacillus suwonensis	99.6587	96	0.00839998
-	AP018335.1	CIRCULAR	581884	593876	3488104	JAAXPW010000018.1	47890	59886	GCA_012396605.1	Ureibacillus thermosphaericus	98.3509	96	0.343826
-	AP018335.1	CIRCULAR	593877	614104	3488104	JAAXPW010000018.1	27638	47879	GCA_012396605.1	Ureibacillus thermosphaericus	98.3509	96	0.579914
-	AP018335.1	CIRCULAR	614105	624633	3488104	JAAXPW010000018.1	16955	27518	GCA_012396605.1	Ureibacillus thermosphaericus	98.3509	96	0.301855
S	AP018335.1	CIRCULAR	639240	642344	3488104	JBHSNQ010000188.1	265	3369	GCA_042655065.1	Ureibacillus suwonensis	99.9678	96	0.0890168
-	AP018335.1	CIRCULAR	642567	642727	3488104	JAAXPW010000063.1	128	287	GCA_012396605.1	Ureibacillus thermosphaericus	99.8322	96	0.00461569
-	AP018335.1	CIRCULAR	642728	643758	3488104	JAAXPW010000084.1	1	1031	GCA_012396605.1	Ureibacillus thermosphaericus	99.8322	96	0.0295576
S	AP018335.1	CIRCULAR	644339	644781	3488104	JBHSNN010000086.1	9534	9971	GCA_042657185.1	Ureibacillus thermophilus	80.6982	96	0.0127003
S	AP018335.1	CIRCULAR	644782	645114	3488104	JBHSNQ010000026.1	825	1157	GCA_042655065.1	Ureibacillus suwonensis	99.6997	96	0.00954673
S	AP018335.1	CIRCULAR	645183	645938	3488104	JBHSNQ010000026.1	1	756	GCA_042655065.1	Ureibacillus suwonensis	99.8677	96	0.0216737
S	AP018335.1	CIRCULAR	646014	646274	3488104	JBHSNN010000031.1	1	261	GCA_042657185.1	Ureibacillus thermophilus	99.6169	96	0.00748258
