# ANI ranges report for assembly: GCA_003459085.1
# Submitted organism: Holdemania filiformis (taxid = 61171, rank = species, lineage = Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Holdemania)
# Submitted Organism Has Type Assembly: Yes
# Best match: Holdemania filiformis (taxid = 61171, rank = species, lineage = Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Holdemania)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	QRUP01000001.1	CONTIG	251196	266290	412255	GG657561.1	1	15109	GCA_000157995.1	Holdemania filiformis	96.759	96	3.66157
-	QRUP01000001.1	CONTIG	266304	279881	412255	GG657561.1	671090	684668	GCA_000157995.1	Holdemania filiformis	97.7954	96	3.29359
-	QRUP01000001.1	CONTIG	279882	285939	412255	GG657561.1	664904	670959	GCA_000157995.1	Holdemania filiformis	97.7954	96	1.46948
-	QRUP01000001.1	CONTIG	286100	288335	412255	GG657561.1	658434	660669	GCA_000157995.1	Holdemania filiformis	96.4669	96	0.542383
S	QRUP01000001.1	CONTIG	288339	290604	412255	HE998568.1	660786	663052	GCA_000327285.1	Holdemania massiliensis	98.7208	96	0.54966
T	QRUP01000001.1	CONTIG	290605	294153	412255	JAKVPQ010000004.1	134378	137926	GCA_022487425.1	Amedibacillus hominis	100	96	0.860875
S	QRUP01000001.1	CONTIG	294154	295701	412255	HE998568.1	654665	656229	GCA_000327285.1	Holdemania massiliensis	97.508	96	0.375496
-	QRUP01000001.1	CONTIG	295791	310450	412255	GG657561.1	643774	658433	GCA_000157995.1	Holdemania filiformis	98.0767	96	3.55605
S	QRUP01000001.1	CONTIG	310451	310773	412255	HE998567.1	88516	88838	GCA_000327285.1	Holdemania massiliensis	89.1641	96	0.0783496
-	QRUP01000001.1	CONTIG	310774	328268	412255	GG657561.1	624783	642277	GCA_000157995.1	Holdemania filiformis	97.7118	96	4.24373
-	QRUP01000001.1	CONTIG	328269	330126	412255	GG657561.1	622658	624515	GCA_000157995.1	Holdemania filiformis	97.7118	96	0.450692
-	QRUP01000001.1	CONTIG	330141	330914	412255	GG657567.1	1	774	GCA_000157995.1	Holdemania filiformis	98.8372	96	0.187748
-	QRUP01000001.1	CONTIG	330918	343300	412255	GG657561.1	609734	622114	GCA_000157995.1	Holdemania filiformis	97.9977	96	3.00372
-	QRUP01000001.1	CONTIG	343455	354857	412255	GG657561.1	597777	609180	GCA_000157995.1	Holdemania filiformis	96.8988	96	2.76601
S	QRUP01000001.1	CONTIG	354858	354978	412255	HE998567.1	44363	44483	GCA_000327285.1	Holdemania massiliensis	86.7769	96	0.0293508
-	QRUP01000001.1	CONTIG	354979	363607	412255	GG657561.1	524207	532834	GCA_000157995.1	Holdemania filiformis	97.4395	96	2.09312
-	QRUP01000001.1	CONTIG	371815	383203	412255	GG657561.1	512609	523999	GCA_000157995.1	Holdemania filiformis	96.6997	96	2.76261
-	QRUP01000001.1	CONTIG	383207	385476	412255	GG657561.1	375428	377700	GCA_000157995.1	Holdemania filiformis	97.3163	96	0.55063
-	QRUP01000001.1	CONTIG	386607	386897	412255	GG657561.1	375137	375427	GCA_000157995.1	Holdemania filiformis	95.5479	96	0.0705874
-	QRUP01000001.1	CONTIG	392175	397185	412255	GG657561.1	369788	374796	GCA_000157995.1	Holdemania filiformis	97.6651	96	1.21551
-	QRUP01000001.1	CONTIG	397235	398563	412255	GG657561.1	222691	224023	GCA_000157995.1	Holdemania filiformis	90.494	96	0.322373
-	QRUP01000001.1	CONTIG	398976	406144	412255	GG657561.1	215102	222275	GCA_000157995.1	Holdemania filiformis	95.5583	96	1.73897
-	QRUP01000001.1	CONTIG	406700	407188	412255	GG657561.1	214613	215101	GCA_000157995.1	Holdemania filiformis	98.364	96	0.118616
-	QRUP01000001.1	CONTIG	407205	412224	412255	GG657561.1	15352	20366	GCA_000157995.1	Holdemania filiformis	98.1876	96	1.21769
-	QRUP01000002.1	CONTIG	158	9544	276669	GG657556.1	176250	185641	GCA_000157995.1	Holdemania filiformis	97.7002	96	3.39286
-	QRUP01000002.1	CONTIG	9550	35997	276669	GG657556.1	185932	212379	GCA_000157995.1	Holdemania filiformis	97.2703	96	9.55944
-	QRUP01000002.1	CONTIG	36037	40974	276669	GG657556.1	212534	217471	GCA_000157995.1	Holdemania filiformis	96.4763	96	1.7848
-	QRUP01000002.1	CONTIG	41241	45653	276669	GG657556.1	222686	227098	GCA_000157995.1	Holdemania filiformis	96.6463	96	1.59505
-	QRUP01000002.1	CONTIG	45655	50908	276669	GG657556.1	227218	232470	GCA_000157995.1	Holdemania filiformis	97.107	96	1.89902
-	QRUP01000002.1	CONTIG	51122	57483	276669	GG657556.1	233434	239787	GCA_000157995.1	Holdemania filiformis	97.1263	96	2.2995
-	QRUP01000002.1	CONTIG	59305	60333	276669	GG657556.1	239788	240821	GCA_000157995.1	Holdemania filiformis	94.305	96	0.371925
S	QRUP01000002.1	CONTIG	60334	61642	276669	HE998567.1	957689	958978	GCA_000327285.1	Holdemania massiliensis	68.8101	96	0.473129
-	QRUP01000002.1	CONTIG	61643	69716	276669	GG657556.1	242111	250183	GCA_000157995.1	Holdemania filiformis	97.3749	96	2.91829
-	QRUP01000002.1	CONTIG	71103	72209	276669	GG657556.1	250467	251575	GCA_000157995.1	Holdemania filiformis	96.7597	96	0.400117
-	QRUP01000002.1	CONTIG	72259	78076	276669	GG657556.1	266167	271983	GCA_000157995.1	Holdemania filiformis	96.0983	96	2.10287
-	QRUP01000002.1	CONTIG	79075	107677	276669	GG657556.1	272116	300711	GCA_000157995.1	Holdemania filiformis	97.2856	96	10.3383
-	QRUP01000002.1	CONTIG	107730	114840	276669	GG657556.1	300874	307970	GCA_000157995.1	Holdemania filiformis	93.635	96	2.57022
S	QRUP01000002.1	CONTIG	114841	115396	276669	HE998567.1	897772	898327	GCA_000327285.1	Holdemania massiliensis	79.5332	96	0.200962
-	QRUP01000002.1	CONTIG	115397	115518	276669	GG657561.1	239041	239162	GCA_000157995.1	Holdemania filiformis	90.1639	96	0.044096
-	QRUP01000002.1	CONTIG	115520	115852	276669	GG657556.1	308576	308908	GCA_000157995.1	Holdemania filiformis	88.6567	96	0.12036
S	QRUP01000002.1	CONTIG	115853	118215	276669	HE998567.1	894968	897315	GCA_000327285.1	Holdemania massiliensis	76.6011	96	0.854089
-	QRUP01000002.1	CONTIG	137655	148537	276669	GG657556.1	324519	335400	GCA_000157995.1	Holdemania filiformis	97.5678	96	3.93358
-	QRUP01000002.1	CONTIG	148538	155620	276669	GG657556.1	337110	344192	GCA_000157995.1	Holdemania filiformis	97.5678	96	2.5601
-	QRUP01000002.1	CONTIG	155679	168083	276669	GG657556.1	344359	356765	GCA_000157995.1	Holdemania filiformis	97.0922	96	4.4837
-	QRUP01000002.1	CONTIG	169404	181179	276669	GG657556.1	356790	368565	GCA_000157995.1	Holdemania filiformis	96.4255	96	4.25635
-	QRUP01000002.1	CONTIG	181734	182091	276669	GG657556.1	368584	368941	GCA_000157995.1	Holdemania filiformis	92.4581	96	0.129396
-	QRUP01000002.1	CONTIG	183198	186694	276669	GG657556.1	370172	373668	GCA_000157995.1	Holdemania filiformis	96.7973	96	1.26397
-	QRUP01000002.1	CONTIG	186759	189308	276669	GG657556.1	373922	376471	GCA_000157995.1	Holdemania filiformis	96.7059	96	0.921679
-	QRUP01000002.1	CONTIG	190463	205648	276669	GG657556.1	377651	392832	GCA_000157995.1	Holdemania filiformis	97.0669	96	5.48887
-	QRUP01000002.1	CONTIG	205781	233194	276669	GG657556.1	395096	422492	GCA_000157995.1	Holdemania filiformis	96.7573	96	9.90859
-	QRUP01000002.1	CONTIG	233195	242122	276669	GG657556.1	424184	433109	GCA_000157995.1	Holdemania filiformis	96.7573	96	3.22696
-	QRUP01000002.1	CONTIG	242160	246791	276669	GG657556.1	433359	437989	GCA_000157995.1	Holdemania filiformis	97.4785	96	1.6742
-	QRUP01000002.1	CONTIG	246792	250388	276669	GG657556.1	447279	450895	GCA_000157995.1	Holdemania filiformis	97.4785	96	1.30011
-	QRUP01000002.1	CONTIG	250585	253901	276669	GG657561.1	235693	239040	GCA_000157995.1	Holdemania filiformis	89.6511	96	1.19891
-	QRUP01000002.1	CONTIG	254358	256481	276669	GG657556.1	308909	311032	GCA_000157995.1	Holdemania filiformis	92.0433	96	0.767704
-	QRUP01000002.1	CONTIG	273169	276623	276669	GG657556.1	451169	454622	GCA_000157995.1	Holdemania filiformis	96.6136	96	1.24878
-	QRUP01000003.1	CONTIG	326	4006	225279	GG657552.1	184688	188366	GCA_000157995.1	Holdemania filiformis	96.8784	96	1.63397
-	QRUP01000003.1	CONTIG	4024	11502	225279	GG657552.1	176916	184394	GCA_000157995.1	Holdemania filiformis	97.2947	96	3.31988
-	QRUP01000003.1	CONTIG	11503	12337	225279	GG657552.1	174771	175605	GCA_000157995.1	Holdemania filiformis	97.2947	96	0.370652
-	QRUP01000003.1	CONTIG	12338	32589	225279	GG657552.1	154305	174552	GCA_000157995.1	Holdemania filiformis	97.2947	96	8.98974
-	QRUP01000003.1	CONTIG	32597	35361	225279	GG657552.1	148076	150836	GCA_000157995.1	Holdemania filiformis	96.639	96	1.22737
-	QRUP01000003.1	CONTIG	35580	38660	225279	GG657552.1	144781	147858	GCA_000157995.1	Holdemania filiformis	97.6769	96	1.36764
-	QRUP01000003.1	CONTIG	38661	51463	225279	GG657552.1	130260	143060	GCA_000157995.1	Holdemania filiformis	97.6769	96	5.68318
-	QRUP01000003.1	CONTIG	51640	54774	225279	GG657552.1	118768	121903	GCA_000157995.1	Holdemania filiformis	96.5561	96	1.39161
-	QRUP01000003.1	CONTIG	54891	57221	225279	GG657552.1	116193	118523	GCA_000157995.1	Holdemania filiformis	97.5557	96	1.03472
S	QRUP01000003.1	CONTIG	57222	57332	225279	HE998568.1	294317	294427	GCA_000327285.1	Holdemania massiliensis	90.991	96	0.0492722
-	QRUP01000003.1	CONTIG	57333	66979	225279	GG657552.1	106220	115875	GCA_000157995.1	Holdemania filiformis	96.8132	96	4.28225
-	QRUP01000003.1	CONTIG	66992	74793	225279	GG657552.1	96977	104772	GCA_000157995.1	Holdemania filiformis	96.8866	96	3.46326
S	QRUP01000003.1	CONTIG	75386	75799	225279	HE998568.1	310073	310486	GCA_000327285.1	Holdemania massiliensis	88.1643	96	0.183772
-	QRUP01000003.1	CONTIG	75800	78077	225279	GG657552.1	94052	96347	GCA_000157995.1	Holdemania filiformis	94.5993	96	1.01119
-	QRUP01000003.1	CONTIG	79077	97094	225279	GG657552.1	75396	93411	GCA_000157995.1	Holdemania filiformis	96.6393	96	7.99808
-	QRUP01000003.1	CONTIG	97095	99917	225279	GG657552.1	72348	75170	GCA_000157995.1	Holdemania filiformis	96.6393	96	1.25311
-	QRUP01000003.1	CONTIG	99970	105557	225279	GG657552.1	66536	72122	GCA_000157995.1	Holdemania filiformis	97.7094	96	2.48048
-	QRUP01000003.1	CONTIG	106414	127944	225279	GG657552.1	44916	66445	GCA_000157995.1	Holdemania filiformis	97.1023	96	9.55748
-	QRUP01000003.1	CONTIG	129564	129766	225279	GG657552.1	44203	44404	GCA_000157995.1	Holdemania filiformis	92.1182	96	0.0901105
-	QRUP01000003.1	CONTIG	129811	130031	225279	GG657552.1	43761	43981	GCA_000157995.1	Holdemania filiformis	95.0226	96	0.0981006
-	QRUP01000003.1	CONTIG	133263	137431	225279	GG657552.1	39565	43757	GCA_000157995.1	Holdemania filiformis	94.8559	96	1.85059
-	QRUP01000003.1	CONTIG	138562	138872	225279	GG657552.1	39256	39564	GCA_000157995.1	Holdemania filiformis	94.2122	96	0.138051
-	QRUP01000003.1	CONTIG	145390	147247	225279	GG657552.1	37253	39112	GCA_000157995.1	Holdemania filiformis	97.0968	96	0.824755
-	QRUP01000003.1	CONTIG	147461	147712	225279	GG657552.1	36992	37243	GCA_000157995.1	Holdemania filiformis	94.0711	96	0.111861
-	QRUP01000003.1	CONTIG	148680	155771	225279	GG657552.1	341366	348451	GCA_000157995.1	Holdemania filiformis	97.2367	96	3.1481
-	QRUP01000003.1	CONTIG	161242	161517	225279	GG657552.1	339953	340228	GCA_000157995.1	Holdemania filiformis	96.7391	96	0.122515
-	QRUP01000003.1	CONTIG	161554	163521	225279	GG657552.1	337619	339585	GCA_000157995.1	Holdemania filiformis	97.1545	96	0.873583
-	QRUP01000003.1	CONTIG	163523	172535	225279	GG657552.1	328341	337359	GCA_000157995.1	Holdemania filiformis	96.5965	96	4.00082
-	QRUP01000003.1	CONTIG	173043	180016	225279	GG657552.1	317360	324333	GCA_000157995.1	Holdemania filiformis	97.333	96	3.09572
-	QRUP01000003.1	CONTIG	183675	185722	225279	GG657552.1	315311	317359	GCA_000157995.1	Holdemania filiformis	96.1341	96	0.909095
-	QRUP01000003.1	CONTIG	185723	188354	225279	GG657552.1	312426	315057	GCA_000157995.1	Holdemania filiformis	96.1341	96	1.16833
-	QRUP01000003.1	CONTIG	193087	194927	225279	GG657552.1	31864	33700	GCA_000157995.1	Holdemania filiformis	95.0136	96	0.817209
-	QRUP01000003.1	CONTIG	213806	217605	225279	GG657552.1	27896	31696	GCA_000157995.1	Holdemania filiformis	95.5345	96	1.6868
-	QRUP01000003.1	CONTIG	224500	224810	225279	GG657558.1	33072	33384	GCA_000157995.1	Holdemania filiformis	92.0128	96	0.138051
-	QRUP01000004.1	CONTIG	418	842	211686	GG657552.1	188367	188792	GCA_000157995.1	Holdemania filiformis	97.2798	96	0.200769
-	QRUP01000004.1	CONTIG	843	6882	211686	GG657552.1	189015	195056	GCA_000157995.1	Holdemania filiformis	97.2798	96	2.85328
-	QRUP01000004.1	CONTIG	6996	17307	211686	GG657552.1	200332	210631	GCA_000157995.1	Holdemania filiformis	96.911	96	4.87137
-	QRUP01000004.1	CONTIG	58249	63087	211686	GG657552.1	210632	215469	GCA_000157995.1	Holdemania filiformis	97.7479	96	2.28593
-	QRUP01000004.1	CONTIG	63089	86148	211686	GG657552.1	215602	238645	GCA_000157995.1	Holdemania filiformis	97.1043	96	10.8935
-	QRUP01000004.1	CONTIG	86151	87631	211686	GG657552.1	238909	240389	GCA_000157995.1	Holdemania filiformis	98.1769	96	0.699621
-	QRUP01000004.1	CONTIG	87637	112715	211686	GG657552.1	240709	265781	GCA_000157995.1	Holdemania filiformis	96.5282	96	11.8473
-	QRUP01000004.1	CONTIG	115332	117997	211686	GG657552.1	265808	268471	GCA_000157995.1	Holdemania filiformis	95.3113	96	1.25941
-	QRUP01000004.1	CONTIG	118726	124242	211686	GG657552.1	268621	274140	GCA_000157995.1	Holdemania filiformis	97.6726	96	2.60622
-	QRUP01000004.1	CONTIG	124243	126283	211686	GG657552.1	287051	289092	GCA_000157995.1	Holdemania filiformis	97.6726	96	0.964164
S	QRUP01000004.1	CONTIG	126284	126601	211686	HE998568.1	137205	137520	GCA_000327285.1	Holdemania massiliensis	87.7743	96	0.150222
-	QRUP01000004.1	CONTIG	126602	128221	211686	GG657552.1	289590	291209	GCA_000157995.1	Holdemania filiformis	97.339	96	0.765284
-	QRUP01000004.1	CONTIG	128222	131190	211686	GG657552.1	291630	294598	GCA_000157995.1	Holdemania filiformis	97.339	96	1.40255
-	QRUP01000004.1	CONTIG	131191	142421	211686	GG657552.1	294800	306028	GCA_000157995.1	Holdemania filiformis	97.339	96	5.3055
-	QRUP01000004.1	CONTIG	143301	144232	211686	GG657558.1	200748	201679	GCA_000157995.1	Holdemania filiformis	97.407	96	0.440275
-	QRUP01000004.1	CONTIG	144233	148351	211686	GG657558.1	190517	194634	GCA_000157995.1	Holdemania filiformis	97.407	96	1.94581
-	QRUP01000004.1	CONTIG	148434	155422	211686	GG657558.1	183296	190282	GCA_000157995.1	Holdemania filiformis	97.3677	96	3.30159
-	QRUP01000004.1	CONTIG	156045	156661	211686	GG657558.1	182516	183132	GCA_000157995.1	Holdemania filiformis	96.7585	96	0.291469
-	QRUP01000004.1	CONTIG	160679	165679	211686	GG657558.1	177334	182335	GCA_000157995.1	Holdemania filiformis	96.8586	96	2.36246
-	QRUP01000004.1	CONTIG	165680	169620	211686	GG657558.1	171885	175821	GCA_000157995.1	Holdemania filiformis	96.8586	96	1.86172
-	QRUP01000004.1	CONTIG	169638	171592	211686	GG657558.1	169618	171572	GCA_000157995.1	Holdemania filiformis	97.0844	96	0.923538
-	QRUP01000004.1	CONTIG	171607	174184	211686	GG657558.1	166891	169468	GCA_000157995.1	Holdemania filiformis	97.5133	96	1.21784
-	QRUP01000004.1	CONTIG	174185	180089	211686	GG657558.1	160717	166621	GCA_000157995.1	Holdemania filiformis	97.5133	96	2.78951
-	QRUP01000004.1	CONTIG	180190	188447	211686	GG657558.1	148725	156982	GCA_000157995.1	Holdemania filiformis	95.0798	96	3.90106
-	QRUP01000004.1	CONTIG	188452	197165	211686	GG657558.1	139778	148491	GCA_000157995.1	Holdemania filiformis	97.9229	96	4.11647
S	QRUP01000004.1	CONTIG	197166	197356	211686	HE998568.1	81156	81346	GCA_000327285.1	Holdemania massiliensis	86.911	96	0.090228
-	QRUP01000004.1	CONTIG	197357	211613	211686	GG657558.1	125286	139555	GCA_000157995.1	Holdemania filiformis	96.233	96	6.73498
-	QRUP01000005.1	CONTIG	84	6481	168529	GG657556.1	454641	461034	GCA_000157995.1	Holdemania filiformis	97.7511	96	3.79638
-	QRUP01000005.1	CONTIG	6482	6664	168529	HE998567.1	757984	758187	GCA_000327285.1	Holdemania massiliensis	81.3725	96	0.108587
-	QRUP01000005.1	CONTIG	6665	44562	168529	GG657556.1	461113	499015	GCA_000157995.1	Holdemania filiformis	97.6814	96	22.4875
-	QRUP01000005.1	CONTIG	44645	58559	168529	GG657556.1	499296	513208	GCA_000157995.1	Holdemania filiformis	96.4673	96	8.25674
-	QRUP01000005.1	CONTIG	58855	62065	168529	GG657556.1	513504	516714	GCA_000157995.1	Holdemania filiformis	94.5862	96	1.90531
-	QRUP01000005.1	CONTIG	62312	73172	168529	GG657556.1	518916	529774	GCA_000157995.1	Holdemania filiformis	97.146	96	6.44459
-	QRUP01000005.1	CONTIG	73765	78230	168529	GG657556.1	530423	534888	GCA_000157995.1	Holdemania filiformis	97.4686	96	2.64999
-	QRUP01000005.1	CONTIG	78231	88420	168529	GG657556.1	535108	545292	GCA_000157995.1	Holdemania filiformis	97.4686	96	6.04644
-	QRUP01000005.1	CONTIG	88435	89166	168529	GG657575.1	1	732	GCA_000157995.1	Holdemania filiformis	97.3657	96	0.434347
-	QRUP01000005.1	CONTIG	89167	101860	168529	GG657561.1	435505	448209	GCA_000157995.1	Holdemania filiformis	97.3657	96	7.53223
-	QRUP01000005.1	CONTIG	104073	105808	168529	GG657561.1	450510	452244	GCA_000157995.1	Holdemania filiformis	96.8318	96	1.03009
-	QRUP01000005.1	CONTIG	105992	121624	168529	GG657561.1	461084	476719	GCA_000157995.1	Holdemania filiformis	97.0917	96	9.27615
-	QRUP01000005.1	CONTIG	121679	122697	168529	GG657570.1	1	1019	GCA_000157995.1	Holdemania filiformis	96.7615	96	0.604644
-	QRUP01000005.1	CONTIG	122701	134181	168529	GG657561.1	477601	489081	GCA_000157995.1	Holdemania filiformis	97.3754	96	6.81248
-	QRUP01000005.1	CONTIG	134182	143727	168529	GG657561.1	489299	498847	GCA_000157995.1	Holdemania filiformis	97.3754	96	5.66431
-	QRUP01000005.1	CONTIG	143735	157107	168529	GG657561.1	499036	512408	GCA_000157995.1	Holdemania filiformis	97.4156	96	7.93513
-	QRUP01000005.1	CONTIG	157108	165701	168529	GG657561.1	533067	541661	GCA_000157995.1	Holdemania filiformis	97.4156	96	5.09942
-	QRUP01000005.1	CONTIG	165731	167412	168529	GG657561.1	541921	543602	GCA_000157995.1	Holdemania filiformis	98.3948	96	0.998048
-	QRUP01000006.1	CONTIG	48	5073	164745	GG657556.1	638109	643133	GCA_000157995.1	Holdemania filiformis	97.3792	96	3.05078
-	QRUP01000006.1	CONTIG	5074	8674	164745	GG657556.1	634136	637735	GCA_000157995.1	Holdemania filiformis	97.3792	96	2.1858
-	QRUP01000006.1	CONTIG	8675	9547	164745	GG657556.1	632332	633204	GCA_000157995.1	Holdemania filiformis	97.3792	96	0.52991
-	QRUP01000006.1	CONTIG	9598	16192	164745	GG657556.1	601860	608445	GCA_000157995.1	Holdemania filiformis	96.4519	96	4.00316
-	QRUP01000006.1	CONTIG	16199	24604	164745	GG657556.1	438649	447050	GCA_000157995.1	Holdemania filiformis	96.4538	96	5.10243
-	QRUP01000006.1	CONTIG	24605	36708	164745	GG657556.1	252394	264503	GCA_000157995.1	Holdemania filiformis	96.4538	96	7.34711
-	QRUP01000006.1	CONTIG	36741	37618	164745	GG657581.1	2	879	GCA_000157995.1	Holdemania filiformis	96.5831	96	0.532945
S	QRUP01000006.1	CONTIG	37619	38047	164745	HE998567.1	1207773	1208201	GCA_000327285.1	Holdemania massiliensis	90.2098	96	0.260402
-	QRUP01000006.1	CONTIG	38048	50743	164745	GG657556.1	36373	49088	GCA_000157995.1	Holdemania filiformis	96.4645	96	7.70646
-	QRUP01000006.1	CONTIG	51075	86183	164745	GG657556.1	930	36033	GCA_000157995.1	Holdemania filiformis	96.8465	96	21.3111
-	QRUP01000006.1	CONTIG	92940	98253	164745	GG657562.1	207740	213053	GCA_000157995.1	Holdemania filiformis	96.8675	96	3.22559
-	QRUP01000006.1	CONTIG	98254	112510	164745	GG657562.1	323740	338051	GCA_000157995.1	Holdemania filiformis	96.8675	96	8.65398
-	QRUP01000006.1	CONTIG	112516	129890	164745	GG657562.1	338188	355569	GCA_000157995.1	Holdemania filiformis	97.2903	96	10.5466
-	QRUP01000006.1	CONTIG	131276	135507	164745	GG657562.1	356200	360431	GCA_000157995.1	Holdemania filiformis	97.0706	96	2.56882
-	QRUP01000006.1	CONTIG	135508	140489	164745	GG657562.1	360655	365622	GCA_000157995.1	Holdemania filiformis	97.0706	96	3.02407
-	QRUP01000006.1	CONTIG	141404	142913	164745	GG657562.1	366530	368033	GCA_000157995.1	Holdemania filiformis	90.9332	96	0.916568
-	QRUP01000006.1	CONTIG	145090	152103	164745	GG657562.1	368034	375040	GCA_000157995.1	Holdemania filiformis	95.8238	96	4.25749
-	QRUP01000006.1	CONTIG	152199	164434	164745	GG657562.1	375324	387555	GCA_000157995.1	Holdemania filiformis	96.5943	96	7.42724
-	QRUP01000007.1	CONTIG	433	4613	160537	GG657553.1	218002	222182	GCA_000157995.1	Holdemania filiformis	97.2973	96	2.60438
-	QRUP01000007.1	CONTIG	4672	8848	160537	GG657553.1	210302	214479	GCA_000157995.1	Holdemania filiformis	96.8429	96	2.60189
-	QRUP01000007.1	CONTIG	8914	18567	160537	GG657553.1	199839	209487	GCA_000157995.1	Holdemania filiformis	97.1618	96	6.01357
-	QRUP01000007.1	CONTIG	18581	27138	160537	GG657553.1	191040	199597	GCA_000157995.1	Holdemania filiformis	97.144	96	5.33086
-	QRUP01000007.1	CONTIG	27139	31358	160537	GG657553.1	186602	190821	GCA_000157995.1	Holdemania filiformis	97.144	96	2.62868
-	QRUP01000007.1	CONTIG	31360	53279	160537	GG657553.1	164388	186331	GCA_000157995.1	Holdemania filiformis	96.3946	96	13.6542
