# ANI ranges report for assembly: GCA_000008765.1
# Submitted organism: Clostridium acetobutylicum ATCC 824 (taxid = 272562, rank = no rank, lineage = Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium)
# Submitted Organism Has Type Assembly: Yes
# Best match: Clostridium felsineum (taxid = 36839, rank = species, lineage = Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium)
# Status: INCONCLUSIVE
# Confidence: LOW
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
S	AE001437.1	CIRCULAR	278734	279202	3940880	CP096988.1	2245742	2246210	GCA_002006235.2	Clostridium felsineum	97.0149	96	0.0119009
S	AE001437.1	CIRCULAR	279203	281719	3940880	CP096983.1	1023591	1026123	GCA_002006215.2	Clostridium felsineum	90.2238	96	0.063869
S	AE001437.1	CIRCULAR	281796	281986	3940880	CP096980.1	4213091	4213281	GCA_002006355.2	Clostridium felsineum	95.288	96	0.00484663
S	AE001437.1	CIRCULAR	282392	283853	3940880	CP096983.1	544413	545867	GCA_002006215.2	Clostridium felsineum	77.8523	96	0.0370983
S	AE001437.1	CIRCULAR	285566	295152	3940880	CP096983.1	546937	556528	GCA_002006215.2	Clostridium felsineum	80.9347	96	0.243271
S	AE001437.1	CIRCULAR	296248	307795	3940880	CP096983.1	557624	569181	GCA_002006215.2	Clostridium felsineum	79.8137	96	0.293031
S	AE001437.1	CIRCULAR	310453	310876	3940880	CP096988.1	2737760	2738179	GCA_002006235.2	Clostridium felsineum	85.6471	96	0.010759
S	AE001437.1	CIRCULAR	310877	312477	3940880	CP096983.1	4388719	4390317	GCA_002006215.2	Clostridium felsineum	98.8757	96	0.0406254
S	AE001437.1	CIRCULAR	312478	312578	3940880	CP096988.1	2736065	2736160	GCA_002006235.2	Clostridium felsineum	94.0594	96	0.00256288
S	AE001437.1	CIRCULAR	312579	317355	3940880	CP096983.1	575307	580071	GCA_002006215.2	Clostridium felsineum	93.6651	96	0.121217
S	AE001437.1	CIRCULAR	317435	319794	3940880	CP096983.1	580123	582494	GCA_002006215.2	Clostridium felsineum	85.5401	96	0.0598851
S	AE001437.1	CIRCULAR	330881	331031	3940880	CP096980.1	4855878	4856029	GCA_002006355.2	Clostridium felsineum	91.4474	96	0.00383163
S	AE001437.1	CIRCULAR	331032	332727	3940880	CP096983.1	346771	348459	GCA_002006215.2	Clostridium felsineum	98.5849	96	0.0430361
S	AE001437.1	CIRCULAR	332730	334806	3940880	CP096988.1	2987836	2989911	GCA_002006235.2	Clostridium felsineum	98.7482	96	0.052704
S	AE001437.1	CIRCULAR	334807	335823	3940880	JAEACT010000004.1	1045354	1046374	GCA_021432385.1	Clostridium hydrogenum	91.0593	96	0.0258064
S	AE001437.1	CIRCULAR	335831	341112	3940880	CP096980.1	4835629	4840868	GCA_002006355.2	Clostridium felsineum	96.3516	96	0.134031
S	AE001437.1	CIRCULAR	341132	341303	3940880	CP096980.1	4835436	4835609	GCA_002006355.2	Clostridium felsineum	93.6782	96	0.00436451
S	AE001437.1	CIRCULAR	341304	342907	3940880	CP096983.1	356988	358589	GCA_002006215.2	Clostridium felsineum	98.9401	96	0.0407016
S	AE001437.1	CIRCULAR	343004	346172	3940880	CP096983.1	593858	597021	GCA_002006215.2	Clostridium felsineum	98.0126	96	0.0804135
S	AE001437.1	CIRCULAR	346173	346276	3940880	CP096980.1	4598822	4598923	GCA_002006355.2	Clostridium felsineum	95.1923	96	0.002639
S	AE001437.1	CIRCULAR	346387	349245	3940880	CP096983.1	597763	600619	GCA_002006215.2	Clostridium felsineum	79.2083	96	0.0725472
S	AE001437.1	CIRCULAR	352483	357413	3940880	CP096983.1	603943	608874	GCA_002006215.2	Clostridium felsineum	83.9685	96	0.125124
S	AE001437.1	CIRCULAR	357431	357750	3940880	CP096988.1	2720499	2720821	GCA_002006235.2	Clostridium felsineum	96.2963	96	0.00812001
S	AE001437.1	CIRCULAR	357820	359558	3940880	CP096983.1	609273	611006	GCA_002006215.2	Clostridium felsineum	84.298	96	0.0441272
S	AE001437.1	CIRCULAR	359561	368323	3940880	CP096983.1	612933	621658	GCA_002006215.2	Clostridium felsineum	79.7389	96	0.222362
S	AE001437.1	CIRCULAR	369602	373335	3940880	CP096983.1	623065	626798	GCA_002006215.2	Clostridium felsineum	79.873	96	0.0947504
S	AE001437.1	CIRCULAR	376478	377899	3940880	CP096983.1	629962	631385	GCA_002006215.2	Clostridium felsineum	86.9839	96	0.0360833
S	AE001437.1	CIRCULAR	380267	381811	3940880	CP096983.1	635694	637235	GCA_002006215.2	Clostridium felsineum	79.3702	96	0.0392044
S	AE001437.1	CIRCULAR	389506	391461	3940880	CP096983.1	651267	653234	GCA_002006215.2	Clostridium felsineum	81.8457	96	0.0496336
S	AE001437.1	CIRCULAR	392028	392825	3940880	CP096980.1	1146557	1147354	GCA_002006355.2	Clostridium felsineum	83.98	96	0.0202493
S	AE001437.1	CIRCULAR	392826	393809	3940880	CP096983.1	163963	164945	GCA_002006215.2	Clostridium felsineum	81.9009	96	0.024969
S	AE001437.1	CIRCULAR	395825	396945	3940880	CP096980.1	150607	151727	GCA_002006355.2	Clostridium felsineum	94.5584	96	0.0284454
S	AE001437.1	CIRCULAR	396946	397475	3940880	CP096983.1	150065	150595	GCA_002006215.2	Clostridium felsineum	94.3503	96	0.0134488
S	AE001437.1	CIRCULAR	397692	400687	3940880	CP096983.1	155866	158874	GCA_002006215.2	Clostridium felsineum	90.2596	96	0.0760236
S	AE001437.1	CIRCULAR	400688	401100	3940880	CP096983.1	417459	417871	GCA_002006215.2	Clostridium felsineum	90.2596	96	0.0104799
S	AE001437.1	CIRCULAR	403833	404074	3940880	CP096980.1	4787415	4787656	GCA_002006355.2	Clostridium felsineum	77.6423	96	0.00614076
S	AE001437.1	CIRCULAR	404075	404381	3940880	CP096983.1	415390	415698	GCA_002006215.2	Clostridium felsineum	88.3495	96	0.00779014
S	AE001437.1	CIRCULAR	405020	405431	3940880	CP096983.1	149171	149578	GCA_002006215.2	Clostridium felsineum	88.9688	96	0.0104545
S	AE001437.1	CIRCULAR	406304	406860	3940880	CP096980.1	1153637	1154193	GCA_002006355.2	Clostridium felsineum	87.0736	96	0.0141339
S	AE001437.1	CIRCULAR	407884	411233	3940880	CP096983.1	654022	657364	GCA_002006215.2	Clostridium felsineum	80.3683	96	0.0850064
S	AE001437.1	CIRCULAR	412906	415773	3940880	CP096983.1	659069	661959	GCA_002006215.2	Clostridium felsineum	81.9767	96	0.0727756
S	AE001437.1	CIRCULAR	415774	418139	3940880	CP096980.1	4516124	4518484	GCA_002006355.2	Clostridium felsineum	86.6554	96	0.0600374
S	AE001437.1	CIRCULAR	418182	420788	3940880	CP096983.1	664409	666999	GCA_002006215.2	Clostridium felsineum	81.3927	96	0.0661527
S	AE001437.1	CIRCULAR	424050	429765	3940880	CP096983.1	668585	674267	GCA_002006215.2	Clostridium felsineum	81.4454	96	0.145044
S	AE001437.1	CIRCULAR	435507	439433	3940880	CP096983.1	688035	691925	GCA_002006215.2	Clostridium felsineum	78.0494	96	0.0996478
S	AE001437.1	CIRCULAR	444740	451150	3940880	CP096983.1	699927	706341	GCA_002006215.2	Clostridium felsineum	85.3568	96	0.162679
S	AE001437.1	CIRCULAR	453520	456055	3940880	CP096983.1	708485	711016	GCA_002006215.2	Clostridium felsineum	83.1174	96	0.0643511
S	AE001437.1	CIRCULAR	456939	457303	3940880	CP096980.1	4468563	4468933	GCA_002006355.2	Clostridium felsineum	73.2283	96	0.00926189
S	AE001437.1	CIRCULAR	457304	458408	3940880	CP096983.1	748371	749475	GCA_002006215.2	Clostridium felsineum	84.3243	96	0.0280394
S	AE001437.1	CIRCULAR	459393	461650	3940880	CP096983.1	749767	752024	GCA_002006215.2	Clostridium felsineum	84.5883	96	0.0572968
S	AE001437.1	CIRCULAR	465331	477831	3940880	CP096983.1	779291	791820	GCA_002006215.2	Clostridium felsineum	80.1441	96	0.317213
S	AE001437.1	CIRCULAR	479839	482431	3940880	CP096983.1	793811	796387	GCA_002006215.2	Clostridium felsineum	77.6341	96	0.0657975
S	AE001437.1	CIRCULAR	487202	498383	3940880	CP096983.1	805123	816261	GCA_002006215.2	Clostridium felsineum	83.068	96	0.283744
S	AE001437.1	CIRCULAR	498503	499660	3940880	CP096983.1	816327	817482	GCA_002006215.2	Clostridium felsineum	80.8255	96	0.0293843
S	AE001437.1	CIRCULAR	502179	505269	3940880	CP096983.1	820037	823167	GCA_002006215.2	Clostridium felsineum	77.1554	96	0.0784343
S	AE001437.1	CIRCULAR	508906	510303	3940880	CP096988.1	2487772	2489162	GCA_002006235.2	Clostridium felsineum	79.3055	96	0.0354743
S	AE001437.1	CIRCULAR	515239	517780	3940880	CP096983.1	841075	843619	GCA_002006215.2	Clostridium felsineum	83.7382	96	0.0645034
S	AE001437.1	CIRCULAR	517781	521191	3940880	CP096980.1	4373706	4377121	GCA_002006355.2	Clostridium felsineum	80.969	96	0.0865543
S	AE001437.1	CIRCULAR	525056	527440	3940880	CP096980.1	4364946	4367328	GCA_002006355.2	Clostridium felsineum	82.4979	96	0.0605195
S	AE001437.1	CIRCULAR	529615	531554	3940880	CP096980.1	4360378	4362320	GCA_002006355.2	Clostridium felsineum	80.7044	96	0.0492276
S	AE001437.1	CIRCULAR	540956	550720	3940880	CP096983.1	901258	911014	GCA_002006215.2	Clostridium felsineum	82.4333	96	0.247787
S	AE001437.1	CIRCULAR	552262	553987	3940880	CP096983.1	912983	914713	GCA_002006215.2	Clostridium felsineum	89.5617	96	0.0437973
S	AE001437.1	CIRCULAR	554157	562268	3940880	CP096983.1	914728	922840	GCA_002006215.2	Clostridium felsineum	82.5009	96	0.205842
S	AE001437.1	CIRCULAR	562426	568476	3940880	CP096983.1	923072	929068	GCA_002006215.2	Clostridium felsineum	81.854	96	0.153544
S	AE001437.1	CIRCULAR	568623	572708	3940880	CP096983.1	929246	933318	GCA_002006215.2	Clostridium felsineum	86.5201	96	0.103682
S	AE001437.1	CIRCULAR	575171	600375	3940880	CP096983.1	937120	962300	GCA_002006215.2	Clostridium felsineum	85.7826	96	0.639578
S	AE001437.1	CIRCULAR	600376	600918	3940880	CP096980.1	4258550	4259092	GCA_002006355.2	Clostridium felsineum	74.9091	96	0.0137786
S	AE001437.1	CIRCULAR	601291	604071	3940880	CP096983.1	964582	967356	GCA_002006215.2	Clostridium felsineum	83.2318	96	0.070568
S	AE001437.1	CIRCULAR	621642	622235	3940880	CP096983.1	3500538	3501131	GCA_002006215.2	Clostridium felsineum	80.5042	96	0.0150728
S	AE001437.1	CIRCULAR	641029	641295	3940880	CP096983.1	2439352	2439619	GCA_002006215.2	Clostridium felsineum	80	96	0.00677514
S	AE001437.1	CIRCULAR	644106	645430	3940880	CP096983.1	1119228	1120558	GCA_002006215.2	Clostridium felsineum	79.537	96	0.0336219
S	AE001437.1	CIRCULAR	645848	648567	3940880	CP096988.1	2121593	2124282	GCA_002006235.2	Clostridium felsineum	83.7473	96	0.0690201
S	AE001437.1	CIRCULAR	648754	651820	3940880	CP096983.1	1123469	1126551	GCA_002006215.2	Clostridium felsineum	86.4969	96	0.0778253
S	AE001437.1	CIRCULAR	656331	663958	3940880	CP096983.1	1129838	1137479	GCA_002006215.2	Clostridium felsineum	84.0994	96	0.193561
S	AE001437.1	CIRCULAR	664695	664993	3940880	CP096980.1	4077845	4078143	GCA_002006355.2	Clostridium felsineum	90.3654	96	0.00758714
S	AE001437.1	CIRCULAR	667527	671457	3940880	CP096983.1	1155184	1159108	GCA_002006215.2	Clostridium felsineum	81.733	96	0.0997493
S	AE001437.1	CIRCULAR	671480	676004	3940880	CP096980.1	4046914	4051436	GCA_002006355.2	Clostridium felsineum	85.0298	96	0.114822
S	AE001437.1	CIRCULAR	678130	680183	3940880	CP096983.1	1165365	1167433	GCA_002006215.2	Clostridium felsineum	80.134	96	0.0521203
S	AE001437.1	CIRCULAR	680184	680373	3940880	CP096980.1	4043075	4043250	GCA_002006355.2	Clostridium felsineum	59.8985	96	0.00482126
S	AE001437.1	CIRCULAR	680374	682226	3940880	CP096983.1	1167616	1169464	GCA_002006215.2	Clostridium felsineum	76.7838	96	0.04702
S	AE001437.1	CIRCULAR	682283	687564	3940880	CP096983.1	1169562	1174808	GCA_002006215.2	Clostridium felsineum	80.5227	96	0.134031
S	AE001437.1	CIRCULAR	693869	704086	3940880	CP096983.1	1180663	1190960	GCA_002006215.2	Clostridium felsineum	81.5642	96	0.259282
S	AE001437.1	CIRCULAR	706006	714718	3940880	CP096983.1	1192772	1201476	GCA_002006215.2	Clostridium felsineum	80.7964	96	0.221093
S	AE001437.1	CIRCULAR	726042	728035	3940880	CP096980.1	3995776	3997769	GCA_002006355.2	Clostridium felsineum	82.6022	96	0.0505978
S	AE001437.1	CIRCULAR	728077	732310	3940880	CP096983.1	1219359	1223591	GCA_002006215.2	Clostridium felsineum	82.3667	96	0.107438
S	AE001437.1	CIRCULAR	732383	734046	3940880	CP096983.1	1223704	1225367	GCA_002006215.2	Clostridium felsineum	89.6096	96	0.0422241
S	AE001437.1	CIRCULAR	736542	738638	3940880	CP096983.1	1228016	1230103	GCA_002006215.2	Clostridium felsineum	78.7124	96	0.0532115
S	AE001437.1	CIRCULAR	739423	742281	3940880	CP096983.1	1230865	1233709	GCA_002006215.2	Clostridium felsineum	86.3066	96	0.0725472
S	AE001437.1	CIRCULAR	743827	745414	3940880	CP096983.1	1235196	1236766	GCA_002006215.2	Clostridium felsineum	81.7211	96	0.0402956
S	AE001437.1	CIRCULAR	746656	751266	3940880	CP096983.1	1237878	1242481	GCA_002006215.2	Clostridium felsineum	80.5478	96	0.117004
S	AE001437.1	CIRCULAR	751300	755360	3940880	CP096983.1	1243989	1248076	GCA_002006215.2	Clostridium felsineum	85.2491	96	0.103048
S	AE001437.1	CIRCULAR	755443	758055	3940880	CP096988.1	1990446	1993038	GCA_002006235.2	Clostridium felsineum	82.9083	96	0.066305
S	AE001437.1	CIRCULAR	758945	759685	3940880	CP096988.1	1989477	1990217	GCA_002006235.2	Clostridium felsineum	89.3387	96	0.0188029
S	AE001437.1	CIRCULAR	759686	761126	3940880	CP096980.1	3963357	3964815	GCA_002006355.2	Clostridium felsineum	74.4452	96	0.0365654
S	AE001437.1	CIRCULAR	761430	762016	3940880	CP096983.1	2095134	2095722	GCA_002006215.2	Clostridium felsineum	93.7288	96	0.0148952
S	AE001437.1	CIRCULAR	762129	762505	3940880	CP096980.1	3960913	3961289	GCA_002006355.2	Clostridium felsineum	86.7374	96	0.00956639
S	AE001437.1	CIRCULAR	762520	762832	3940880	CP096983.1	2003511	2003825	GCA_002006215.2	Clostridium felsineum	91.8313	96	0.00794239
S	AE001437.1	CIRCULAR	762833	764382	3940880	CP096983.1	2156654	2158205	GCA_002006215.2	Clostridium felsineum	91.8313	96	0.0393313
S	AE001437.1	CIRCULAR	764772	770430	3940880	CP096980.1	3954395	3960054	GCA_002006355.2	Clostridium felsineum	92.8143	96	0.143597
S	AE001437.1	CIRCULAR	772535	778097	3940880	CP096980.1	3948831	3954394	GCA_002006355.2	Clostridium felsineum	89.0025	96	0.141161
S	AE001437.1	CIRCULAR	778577	785413	3940880	CP096983.1	1251145	1257984	GCA_002006215.2	Clostridium felsineum	81.3368	96	0.173489
S	AE001437.1	CIRCULAR	785468	792426	3940880	CP096983.1	1257994	1264954	GCA_002006215.2	Clostridium felsineum	83.4355	96	0.176585
S	AE001437.1	CIRCULAR	794410	798514	3940880	CP096983.1	1266793	1270877	GCA_002006215.2	Clostridium felsineum	79.416	96	0.104165
S	AE001437.1	CIRCULAR	798819	806105	3940880	CP096983.1	1273448	1280750	GCA_002006215.2	Clostridium felsineum	88.3099	96	0.184908
S	AE001437.1	CIRCULAR	806150	815834	3940880	CP096983.1	1280901	1290534	GCA_002006215.2	Clostridium felsineum	81.984	96	0.245757
S	AE001437.1	CIRCULAR	815835	817800	3940880	CP096980.1	3907586	3909522	GCA_002006355.2	Clostridium felsineum	87.2081	96	0.0498873
S	AE001437.1	CIRCULAR	818420	824493	3940880	CP096983.1	1294806	1300877	GCA_002006215.2	Clostridium felsineum	88.2478	96	0.154128
S	AE001437.1	CIRCULAR	824584	830217	3940880	CP096983.1	1301012	1306654	GCA_002006215.2	Clostridium felsineum	88.8751	96	0.142963
S	AE001437.1	CIRCULAR	830420	832640	3940880	CP096983.1	1306857	1309056	GCA_002006215.2	Clostridium felsineum	83.1851	96	0.056358
S	AE001437.1	CIRCULAR	832688	833321	3940880	CP096983.1	1310489	1311105	GCA_002006215.2	Clostridium felsineum	89.7476	96	0.0160878
S	AE001437.1	CIRCULAR	840765	842324	3940880	CP096983.1	1368892	1370454	GCA_002006215.2	Clostridium felsineum	87.4202	96	0.0395851
S	AE001437.1	CIRCULAR	862614	868749	3940880	CP096983.1	1405132	1411223	GCA_002006215.2	Clostridium felsineum	83.4524	96	0.155701
S	AE001437.1	CIRCULAR	870965	874754	3940880	CP096980.1	3790188	3793972	GCA_002006355.2	Clostridium felsineum	84.2782	96	0.0961714
S	AE001437.1	CIRCULAR	891384	893552	3940880	CP096983.1	1456766	1458922	GCA_002006215.2	Clostridium felsineum	83.0889	96	0.0550385
S	AE001437.1	CIRCULAR	898563	899313	3940880	JAEACT010000004.1	795830	796580	GCA_021432385.1	Clostridium hydrogenum	84.8606	96	0.0190567
S	AE001437.1	CIRCULAR	906713	907828	3940880	CP096980.1	3729768	3730883	GCA_002006355.2	Clostridium felsineum	83.125	96	0.0283185
S	AE001437.1	CIRCULAR	933757	934184	3940880	CP096983.1	1505359	1505786	GCA_002006215.2	Clostridium felsineum	90.2778	96	0.0108605
S	AE001437.1	CIRCULAR	941821	945376	3940880	CP096983.1	1514640	1518191	GCA_002006215.2	Clostridium felsineum	78.7009	96	0.0902337
S	AE001437.1	CIRCULAR	947665	948908	3940880	CP096983.1	1541862	1543105	GCA_002006215.2	Clostridium felsineum	91.4859	96	0.0315666
S	AE001437.1	CIRCULAR	956733	958090	3940880	CP096983.1	1548532	1549901	GCA_002006215.2	Clostridium felsineum	77.4768	96	0.0344593
S	AE001437.1	CIRCULAR	958091	958986	3940880	JAEACT010000002.1	2801642	2802537	GCA_021432385.1	Clostridium hydrogenum	89.5089	96	0.022736
S	AE001437.1	CIRCULAR	958987	960269	3940880	CP096983.1	1550799	1552095	GCA_002006215.2	Clostridium felsineum	76.5423	96	0.0325562
S	AE001437.1	CIRCULAR	966782	971661	3940880	CP096983.1	1556471	1561331	GCA_002006215.2	Clostridium felsineum	85.5333	96	0.12383
S	AE001437.1	CIRCULAR	995528	999578	3940880	CP096983.1	1587498	1591521	GCA_002006215.2	Clostridium felsineum	79.3951	96	0.102794
S	AE001437.1	CIRCULAR	1034473	1045296	3940880	CP096983.1	1630046	1640889	GCA_002006215.2	Clostridium felsineum	81.5462	96	0.274659
S	AE001437.1	CIRCULAR	1045297	1051480	3940880	CP096983.1	1642140	1648317	GCA_002006215.2	Clostridium felsineum	81.5462	96	0.156919
S	AE001437.1	CIRCULAR	1051506	1061146	3940880	CP096983.1	1648370	1658006	GCA_002006215.2	Clostridium felsineum	81.6176	96	0.244641
S	AE001437.1	CIRCULAR	1061239	1065409	3940880	CP096983.1	1658037	1662218	GCA_002006215.2	Clostridium felsineum	82.3585	96	0.105839
S	AE001437.1	CIRCULAR	1076300	1085044	3940880	CP096983.1	1665769	1674454	GCA_002006215.2	Clostridium felsineum	82.5617	96	0.221905
S	AE001437.1	CIRCULAR	1085045	1085523	3940880	CP096980.1	1663810	1664279	GCA_002006355.2	Clostridium felsineum	80.9524	96	0.0121546
S	AE001437.1	CIRCULAR	1088096	1089438	3940880	CP096983.1	1677773	1679113	GCA_002006215.2	Clostridium felsineum	85.6399	96	0.0340787
S	AE001437.1	CIRCULAR	1089532	1101100	3940880	CP096983.1	1679137	1690702	GCA_002006215.2	Clostridium felsineum	82.7758	96	0.293564
S	AE001437.1	CIRCULAR	1101168	1103266	3940880	CP096983.1	1692672	1694772	GCA_002006215.2	Clostridium felsineum	84.0304	96	0.0532622
S	AE001437.1	CIRCULAR	1105081	1105276	3940880	CP096983.1	573112	573308	GCA_002006215.2	Clostridium felsineum	91.8782	96	0.00497351
S	AE001437.1	CIRCULAR	1105277	1105422	3940880	CP096988.1	2758227	2758373	GCA_002006235.2	Clostridium felsineum	74.1497	96	0.00370476
S	AE001437.1	CIRCULAR	1105423	1110224	3940880	CP096980.1	4617543	4622331	GCA_002006355.2	Clostridium felsineum	98.3555	96	0.121851
S	AE001437.1	CIRCULAR	1110225	1111018	3940880	CP096983.1	1702109	1702904	GCA_002006215.2	Clostridium felsineum	86.3579	96	0.0201478
