# ANI ranges report for assembly: GCA_002081995.1
# Submitted organism: Sporosarcina ureae (taxid = 1571, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Caryophanaceae; Sporosarcina)
# Submitted Organism Has Type Assembly: Yes
# Best match: Sporosarcina ureae (taxid = 1571, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Caryophanaceae; Sporosarcina)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
S	CP015108.1	CIRCULAR	1752671	1753060	3362333	JAWLIR010000078.1	516	906	GCA_033485195.1	Sporosarcina beigongshangi	96.4194	96	0.0115991
S	CP015108.1	CIRCULAR	1753061	1753966	3362333	JAROCC010000026.1	1	910	GCA_030433715.1	Sporosarcina highlanderae	94.6272	96	0.0269456
S	CP015108.1	CIRCULAR	1754869	1755282	3362333	JAROCC010000027.1	7	420	GCA_030433715.1	Sporosarcina highlanderae	98.0676	96	0.0123129
S	CP015108.1	CIRCULAR	1755283	1756229	3362333	WHVV01000037.1	78	1024	GCA_009650995.1	Sporosarcina cascadiensis	98.3105	96	0.028165
-	CP015108.1	CIRCULAR	1756230	1821645	3362333	AUDQ01000017.1	1	65412	GCA_000425545.1	Sporosarcina ureae	99.9862	96	1.94555
S	CP015108.1	CIRCULAR	1825826	1827041	3362333	WHVW01000049.1	1	1214	GCA_009651005.1	Sporosarcina obsidiansis	98.7664	96	0.0361654
S	CP015108.1	CIRCULAR	1827042	1827280	3362333	WHVV01000038.1	1	239	GCA_009650995.1	Sporosarcina cascadiensis	96.2343	96	0.00710816
-	CP015108.1	CIRCULAR	1828945	1849432	3362333	AUDQ01000029.1	1	20489	GCA_000425545.1	Sporosarcina ureae	99.9951	96	0.609339
S	CP015108.1	CIRCULAR	1852347	1852546	3362333	WHVW01000069.1	1	207	GCA_009651005.1	Sporosarcina obsidiansis	90.8213	96	0.00594825
-	CP015108.1	CIRCULAR	1854034	1953548	3362333	AUDQ01000011.1	18880	118394	GCA_000425545.1	Sporosarcina ureae	100	96	2.9597
-	CP015108.1	CIRCULAR	1953618	1953860	3362333	AUDQ01000014.1	89348	89590	GCA_000425545.1	Sporosarcina ureae	95.0617	96	0.00722712
-	CP015108.1	CIRCULAR	1954506	2164356	3362333	AUDQ01000004.1	1	209853	GCA_000425545.1	Sporosarcina ureae	99.9976	96	6.24123
-	CP015108.1	CIRCULAR	2164960	2238075	3362333	AUDQ01000015.1	1	73073	GCA_000425545.1	Sporosarcina ureae	99.9398	96	2.17456
-	CP015108.1	CIRCULAR	2242487	2284180	3362333	AUDQ01000023.1	1	41737	GCA_000425545.1	Sporosarcina ureae	99.8946	96	1.24003
-	CP015108.1	CIRCULAR	2285983	2286099	3362333	AUDQ01000036.1	1378	1494	GCA_000425545.1	Sporosarcina ureae	100	96	0.00347973
-	CP015108.1	CIRCULAR	2286224	2288422	3362333	AUDQ01000035.1	1	2200	GCA_000425545.1	Sporosarcina ureae	99.9545	96	0.065401
-	CP015108.1	CIRCULAR	2290489	2328540	3362333	AUDQ01000005.1	158558	196610	GCA_000425545.1	Sporosarcina ureae	99.9974	96	1.13171
-	CP015108.1	CIRCULAR	2328727	2374656	3362333	AUDQ01000005.1	112628	158557	GCA_000425545.1	Sporosarcina ureae	99.9804	96	1.36602
-	CP015108.1	CIRCULAR	2374909	2414907	3362333	AUDQ01000005.1	72624	112627	GCA_000425545.1	Sporosarcina ureae	99.9875	96	1.18962
-	CP015108.1	CIRCULAR	2416205	2465494	3362333	AUDQ01000005.1	23334	72623	GCA_000425545.1	Sporosarcina ureae	99.9945	96	1.46595
-	CP015108.1	CIRCULAR	2465495	2488614	3362333	AUDQ01000005.1	1	23121	GCA_000425545.1	Sporosarcina ureae	99.9945	96	0.687618
-	CP015108.1	CIRCULAR	2488761	2500412	3362333	KE384396.1	1	11652	GCA_000425545.1	Sporosarcina ureae	100	96	0.346545
-	CP015108.1	CIRCULAR	2501037	2538286	3362333	KE384396.1	12074	49323	GCA_000425545.1	Sporosarcina ureae	99.9329	96	1.10786
-	CP015108.1	CIRCULAR	2538445	2708683	3362333	AUDQ01000001.1	337106	507317	GCA_000425545.1	Sporosarcina ureae	99.9542	96	5.06312
-	CP015108.1	CIRCULAR	2708814	3045917	3362333	AUDQ01000001.1	1	337105	GCA_000425545.1	Sporosarcina ureae	99.9926	96	10.0259
-	CP015108.1	CIRCULAR	3047736	3286092	3362333	AUDQ01000003.1	336	238694	GCA_000425545.1	Sporosarcina ureae	99.9987	96	7.08904
-	CP015108.1	CIRCULAR	3286093	3362333	3362333	AUDQ01000014.1	335	76575	GCA_000425545.1	Sporosarcina ureae	99.9987	96	2.2675
