# ANI ranges report for assembly: GCA_900109165.1
# Submitted organism: Bhargavaea ginsengi (taxid = 426757, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Caryophanaceae; Bhargavaea)
# Submitted Organism Has Type Assembly: Yes
# Best match: Bhargavaea cecembensis (taxid = 394098, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Caryophanaceae; Bhargavaea)
# Status: INCONCLUSIVE
# Confidence: LOW
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
S	FNZF01000001.1	CONTIG	38852	47726	1086746	AOFT01000002.1	36575	45454	GCA_000348905.1	Bhargavaea cecembensis	84.2271	96	0.816658
S	FNZF01000001.1	CONTIG	47823	51802	1086746	JBHTCT010000032.1	19707	23683	GCA_042665595.1	Bhargavaea changchunensis	86.4207	96	0.366231
S	FNZF01000001.1	CONTIG	51803	52881	1086746	AOFT01000002.1	49547	50625	GCA_000348905.1	Bhargavaea cecembensis	69.5413	96	0.0992872
S	FNZF01000001.1	CONTIG	52882	53137	1086746	FNAR01000004.1	38874	39129	GCA_900101985.1	Bhargavaea beijingensis	71.2121	96	0.0235566
S	FNZF01000001.1	CONTIG	53232	61167	1086746	AOFT01000002.1	50980	58923	GCA_000348905.1	Bhargavaea cecembensis	86.242	96	0.730253
S	FNZF01000001.1	CONTIG	61168	62709	1086746	JAHBCJ010000005.1	22494	24023	GCA_018390575.1	Bhargavaea massiliensis	76.8489	96	0.141891
S	FNZF01000001.1	CONTIG	63021	63216	1086746	JAHBCJ010000005.1	24450	24649	GCA_018390575.1	Bhargavaea massiliensis	72.4638	96	0.0180355
S	FNZF01000001.1	CONTIG	63217	83084	1086746	AOFT01000002.1	61047	80901	GCA_000348905.1	Bhargavaea cecembensis	84.3552	96	1.82821
S	FNZF01000001.1	CONTIG	83446	85389	1086746	JAHBCJ010000005.1	44674	46617	GCA_018390575.1	Bhargavaea massiliensis	85.9343	96	0.178883
S	FNZF01000001.1	CONTIG	85390	91751	1086746	AOFT01000002.1	82846	89206	GCA_000348905.1	Bhargavaea cecembensis	83.8092	96	0.585417
S	FNZF01000001.1	CONTIG	91850	96537	1086746	AOFT01000002.1	90583	95279	GCA_000348905.1	Bhargavaea cecembensis	84.3042	96	0.43138
S	FNZF01000001.1	CONTIG	96630	101637	1086746	AOFT01000002.1	95847	100849	GCA_000348905.1	Bhargavaea cecembensis	85.1505	96	0.460825
S	FNZF01000001.1	CONTIG	101754	110340	1086746	AOFT01000002.1	101354	109973	GCA_000348905.1	Bhargavaea cecembensis	81.9432	96	0.790157
S	FNZF01000001.1	CONTIG	110449	115025	1086746	AOFT01000002.1	110080	114657	GCA_000348905.1	Bhargavaea cecembensis	78.4479	96	0.421166
S	FNZF01000001.1	CONTIG	115456	116476	1086746	JBHTCT010000032.1	86996	88018	GCA_042665595.1	Bhargavaea changchunensis	89.6887	96	0.0939502
S	FNZF01000001.1	CONTIG	116477	128094	1086746	AOFT01000002.1	115846	127509	GCA_000348905.1	Bhargavaea cecembensis	81.3226	96	1.06906
S	FNZF01000001.1	CONTIG	128095	133299	1086746	JBHTCT010000032.1	108547	113751	GCA_042665595.1	Bhargavaea changchunensis	85.3387	96	0.478953
S	FNZF01000001.1	CONTIG	133441	143128	1086746	AOFT01000002.1	133194	142885	GCA_000348905.1	Bhargavaea cecembensis	83.6424	96	0.891469
S	FNZF01000001.1	CONTIG	143428	148503	1086746	AOFT01000002.1	143036	148121	GCA_000348905.1	Bhargavaea cecembensis	84.7089	96	0.467082
S	FNZF01000001.1	CONTIG	148624	152418	1086746	AOFT01000002.1	148213	152006	GCA_000348905.1	Bhargavaea cecembensis	81.3138	96	0.349208
S	FNZF01000001.1	CONTIG	158349	171489	1086746	AOFT01000002.1	157996	171134	GCA_000348905.1	Bhargavaea cecembensis	84.3693	96	1.20921
S	FNZF01000001.1	CONTIG	171535	175012	1086746	AOFT01000002.1	171330	174814	GCA_000348905.1	Bhargavaea cecembensis	83.4623	96	0.320038
S	FNZF01000001.1	CONTIG	175340	175441	1086746	JBHTCT010000003.1	211143	211254	GCA_042665595.1	Bhargavaea changchunensis	77.8761	96	0.00938582
S	FNZF01000001.1	CONTIG	175442	181351	1086746	AOFT01000002.1	175618	181535	GCA_000348905.1	Bhargavaea cecembensis	88.0466	96	0.543825
S	FNZF01000001.1	CONTIG	181430	182887	1086746	JBHTCT010000003.1	203624	205081	GCA_042665595.1	Bhargavaea changchunensis	86.1454	96	0.134162
S	FNZF01000001.1	CONTIG	183134	185647	1086746	AOFT01000002.1	183456	185969	GCA_000348905.1	Bhargavaea cecembensis	86.2932	96	0.231333
S	FNZF01000001.1	CONTIG	185648	185831	1086746	JBHTCT010000003.1	200680	200864	GCA_042665595.1	Bhargavaea changchunensis	87.1658	96	0.0169313
S	FNZF01000001.1	CONTIG	185870	198540	1086746	JBHTCT010000003.1	187743	200409	GCA_042665595.1	Bhargavaea changchunensis	85.8198	96	1.16596
S	FNZF01000001.1	CONTIG	198541	214724	1086746	AOFT01000002.1	198629	214785	GCA_000348905.1	Bhargavaea cecembensis	86.2114	96	1.48922
S	FNZF01000001.1	CONTIG	215140	226450	1086746	AOFT01000002.1	214872	226178	GCA_000348905.1	Bhargavaea cecembensis	86.4784	96	1.04081
S	FNZF01000001.1	CONTIG	226696	226864	1086746	JBHTCT010000037.1	53332	53501	GCA_042665595.1	Bhargavaea changchunensis	95.8824	96	0.015551
S	FNZF01000001.1	CONTIG	226865	230782	1086746	AOFT01000002.1	226250	230170	GCA_000348905.1	Bhargavaea cecembensis	88.7615	96	0.360526
S	FNZF01000001.1	CONTIG	230783	230966	1086746	JBHTCT010000003.1	155988	156156	GCA_042665595.1	Bhargavaea changchunensis	68.5864	96	0.0169313
S	FNZF01000001.1	CONTIG	230967	241939	1086746	AOFT01000002.1	230452	241435	GCA_000348905.1	Bhargavaea cecembensis	83.6222	96	1.00971
S	FNZF01000001.1	CONTIG	241962	262566	1086746	AOFT01000002.1	241642	262248	GCA_000348905.1	Bhargavaea cecembensis	83.007	96	1.89603
S	FNZF01000001.1	CONTIG	264638	264762	1086746	FNAR01000007.1	76736	76850	GCA_900101985.1	Bhargavaea beijingensis	70.8661	96	0.0115022
S	FNZF01000001.1	CONTIG	264763	277897	1086746	AOFT01000002.1	265225	278363	GCA_000348905.1	Bhargavaea cecembensis	84.8229	96	1.20865
S	FNZF01000001.1	CONTIG	278179	284767	1086746	AOFT01000002.1	278800	285380	GCA_000348905.1	Bhargavaea cecembensis	85.3301	96	0.606305
S	FNZF01000001.1	CONTIG	284923	290190	1086746	AOFT01000002.1	285581	290840	GCA_000348905.1	Bhargavaea cecembensis	85.9416	96	0.48475
S	FNZF01000001.1	CONTIG	290299	300721	1086746	AOFT01000002.1	290974	301384	GCA_000348905.1	Bhargavaea cecembensis	85.304	96	0.959102
S	FNZF01000001.1	CONTIG	300895	315693	1086746	AOFT01000002.1	301546	316329	GCA_000348905.1	Bhargavaea cecembensis	81.4097	96	1.36177
S	FNZF01000001.1	CONTIG	316032	316190	1086746	AOFT01000026.1	7170	7329	GCA_000348905.1	Bhargavaea cecembensis	93.75	96	0.0146308
S	FNZF01000001.1	CONTIG	316193	321827	1086746	AOFT01000002.1	317005	322643	GCA_000348905.1	Bhargavaea cecembensis	80.424	96	0.51852
S	FNZF01000001.1	CONTIG	321931	329693	1086746	AOFT01000002.1	322787	330547	GCA_000348905.1	Bhargavaea cecembensis	88.42	96	0.714334
S	FNZF01000001.1	CONTIG	329761	335666	1086746	AOFT01000002.1	330642	336542	GCA_000348905.1	Bhargavaea cecembensis	84.4136	96	0.543457
S	FNZF01000001.1	CONTIG	335691	340205	1086746	AOFT01000002.1	336928	341418	GCA_000348905.1	Bhargavaea cecembensis	87.0383	96	0.41546
S	FNZF01000001.1	CONTIG	340230	343840	1086746	AOFT01000002.1	342211	345810	GCA_000348905.1	Bhargavaea cecembensis	84.6218	96	0.332276
S	FNZF01000001.1	CONTIG	343841	344005	1086746	JBHTCT010000003.1	41403	41544	GCA_042665595.1	Bhargavaea changchunensis	61.1765	96	0.0151829
S	FNZF01000001.1	CONTIG	344006	362295	1086746	AOFT01000002.1	345958	364246	GCA_000348905.1	Bhargavaea cecembensis	85.6263	96	1.68301
S	FNZF01000001.1	CONTIG	362296	362708	1086746	JBHTCT010000003.1	22740	23125	GCA_042665595.1	Bhargavaea changchunensis	79.9534	96	0.0380034
S	FNZF01000001.1	CONTIG	362709	378633	1086746	AOFT01000019.1	35033	50968	GCA_000348905.1	Bhargavaea cecembensis	80.3411	96	1.46538
S	FNZF01000001.1	CONTIG	383926	395970	1086746	AOFT01000019.1	17634	29690	GCA_000348905.1	Bhargavaea cecembensis	82.2307	96	1.10835
S	FNZF01000001.1	CONTIG	396978	397445	1086746	AOFT01000011.1	96739	97209	GCA_000348905.1	Bhargavaea cecembensis	88.1356	96	0.0430643
S	FNZF01000001.1	CONTIG	398940	407785	1086746	AOFT01000001.1	157448	166316	GCA_000348905.1	Bhargavaea cecembensis	84.547	96	0.81399
S	FNZF01000001.1	CONTIG	407786	407920	1086746	JBHTCT010000028.1	9022	9156	GCA_042665595.1	Bhargavaea changchunensis	93.3333	96	0.0124224
S	FNZF01000001.1	CONTIG	407953	413011	1086746	AOFT01000001.1	152248	157335	GCA_000348905.1	Bhargavaea cecembensis	81.3589	96	0.465518
S	FNZF01000001.1	CONTIG	413012	413798	1086746	JAHBCJ010000002.1	157559	158345	GCA_018390575.1	Bhargavaea massiliensis	89.0724	96	0.072418
S	FNZF01000001.1	CONTIG	413802	413961	1086746	AOFT01000001.1	107657	107815	GCA_000348905.1	Bhargavaea cecembensis	88.125	96	0.0147229
S	FNZF01000001.1	CONTIG	414014	414277	1086746	JBHTCT010000003.1	69975	70216	GCA_042665595.1	Bhargavaea changchunensis	88.6364	96	0.0242927
S	FNZF01000001.1	CONTIG	414278	414449	1086746	FNAR01000023.1	260	432	GCA_900101985.1	Bhargavaea beijingensis	75.5556	96	0.0158271
S	FNZF01000001.1	CONTIG	414450	419994	1086746	AOFT01000001.1	145547	151104	GCA_000348905.1	Bhargavaea cecembensis	84.5753	96	0.510239
S	FNZF01000001.1	CONTIG	420129	424069	1086746	AOFT01000001.1	141478	145413	GCA_000348905.1	Bhargavaea cecembensis	83.5693	96	0.362642
S	FNZF01000001.1	CONTIG	424153	427830	1086746	AOFT01000001.1	137677	141355	GCA_000348905.1	Bhargavaea cecembensis	85.5553	96	0.338442
S	FNZF01000001.1	CONTIG	427831	430543	1086746	JBHTCT010000028.1	28868	31583	GCA_042665595.1	Bhargavaea changchunensis	83.1556	96	0.249644
S	FNZF01000001.1	CONTIG	430544	438390	1086746	AOFT01000001.1	129796	137654	GCA_000348905.1	Bhargavaea cecembensis	81.3109	96	0.722064
S	FNZF01000001.1	CONTIG	438735	445143	1086746	AOFT01000001.1	123252	129668	GCA_000348905.1	Bhargavaea cecembensis	83.46	96	0.589742
S	FNZF01000001.1	CONTIG	445473	452254	1086746	AOFT01000001.1	116164	122945	GCA_000348905.1	Bhargavaea cecembensis	82.0821	96	0.624065
S	FNZF01000001.1	CONTIG	452457	453834	1086746	AOFT01000001.1	114791	116163	GCA_000348905.1	Bhargavaea cecembensis	86.2518	96	0.126801
S	FNZF01000001.1	CONTIG	454247	460351	1086746	AOFT01000001.1	107946	114039	GCA_000348905.1	Bhargavaea cecembensis	86.7854	96	0.561769
S	FNZF01000001.1	CONTIG	460439	473120	1086746	AOFT01000001.1	93268	105952	GCA_000348905.1	Bhargavaea cecembensis	89.9323	96	1.16697
S	FNZF01000001.1	CONTIG	473258	475158	1086746	AOFT01000001.1	91193	93100	GCA_000348905.1	Bhargavaea cecembensis	85.2433	96	0.174926
S	FNZF01000001.1	CONTIG	475452	481720	1086746	AOFT01000001.1	84626	90890	GCA_000348905.1	Bhargavaea cecembensis	84.794	96	0.57686
S	FNZF01000001.1	CONTIG	481839	482615	1086746	JBHTCT010000005.1	33595	34374	GCA_042665595.1	Bhargavaea changchunensis	77.4936	96	0.0714978
S	FNZF01000001.1	CONTIG	482616	503827	1086746	AOFT01000001.1	62202	83439	GCA_000348905.1	Bhargavaea cecembensis	85.587	96	1.95188
S	FNZF01000001.1	CONTIG	503986	504842	1086746	JAHBCJ010000002.1	51189	52055	GCA_018390575.1	Bhargavaea massiliensis	82.5888	96	0.0788593
S	FNZF01000001.1	CONTIG	504843	508905	1086746	AOFT01000001.1	57445	61505	GCA_000348905.1	Bhargavaea cecembensis	82.0431	96	0.373868
S	FNZF01000001.1	CONTIG	509102	509288	1086746	AOFT01000016.1	23683	23869	GCA_000348905.1	Bhargavaea cecembensis	97.3262	96	0.0172073
S	FNZF01000001.1	CONTIG	509354	512663	1086746	AOFT01000001.1	53916	57245	GCA_000348905.1	Bhargavaea cecembensis	80.5796	96	0.304579
S	FNZF01000001.1	CONTIG	512741	518080	1086746	AOFT01000001.1	48573	53870	GCA_000348905.1	Bhargavaea cecembensis	89.6649	96	0.491375
S	FNZF01000001.1	CONTIG	518106	526228	1086746	AOFT01000001.1	29219	37345	GCA_000348905.1	Bhargavaea cecembensis	86.9619	96	0.747461
S	FNZF01000001.1	CONTIG	526230	535327	1086746	AOFT01000001.1	20062	29155	GCA_000348905.1	Bhargavaea cecembensis	86.412	96	0.837178
S	FNZF01000001.1	CONTIG	535677	544568	1086746	AOFT01000001.1	10794	19676	GCA_000348905.1	Bhargavaea cecembensis	83.8143	96	0.818222
S	FNZF01000001.1	CONTIG	544756	548175	1086746	AOFT01000001.1	7206	10630	GCA_000348905.1	Bhargavaea cecembensis	88.2662	96	0.314701
S	FNZF01000001.1	CONTIG	548230	548392	1086746	JAHBCJ010000001.1	237507	237670	GCA_018390575.1	Bhargavaea massiliensis	95.7317	96	0.0149989
S	FNZF01000001.1	CONTIG	548463	551033	1086746	AOFT01000001.1	4624	7195	GCA_000348905.1	Bhargavaea cecembensis	83.6047	96	0.236578
S	FNZF01000001.1	CONTIG	551203	551644	1086746	AOFT01000001.1	4091	4532	GCA_000348905.1	Bhargavaea cecembensis	86.0674	96	0.0406719
S	FNZF01000001.1	CONTIG	551732	555635	1086746	AOFT01000001.1	1	3901	GCA_000348905.1	Bhargavaea cecembensis	89.7108	96	0.359238
S	FNZF01000001.1	CONTIG	555661	557000	1086746	AOFT01000004.1	1	1340	GCA_000348905.1	Bhargavaea cecembensis	91.1194	96	0.123304
S	FNZF01000001.1	CONTIG	557001	557805	1086746	JBHTCT010000005.1	126824	127638	GCA_042665595.1	Bhargavaea changchunensis	80.2696	96	0.0740743
S	FNZF01000001.1	CONTIG	558445	567576	1086746	JBHTCT010000005.1	128278	137469	GCA_042665595.1	Bhargavaea changchunensis	81.9282	96	0.840307
S	FNZF01000001.1	CONTIG	567577	569990	1086746	AOFT01000004.1	9187	11600	GCA_000348905.1	Bhargavaea cecembensis	88.8751	96	0.222131
S	FNZF01000001.1	CONTIG	569991	575031	1086746	JBHTCT010000005.1	139868	144913	GCA_042665595.1	Bhargavaea changchunensis	97.5426	96	0.463862
S	FNZF01000001.1	CONTIG	575032	590548	1086746	AOFT01000004.1	11710	27183	GCA_000348905.1	Bhargavaea cecembensis	87.6954	96	1.42784
S	FNZF01000001.1	CONTIG	593185	593574	1086746	AOFT01000004.1	28069	28465	GCA_000348905.1	Bhargavaea cecembensis	72.3881	96	0.035887
S	FNZF01000001.1	CONTIG	593575	599462	1086746	JBHTCT010000005.1	156532	162386	GCA_042665595.1	Bhargavaea changchunensis	85.0873	96	0.541801
S	FNZF01000001.1	CONTIG	599502	607473	1086746	JBHTCT010000005.1	169547	177516	GCA_042665595.1	Bhargavaea changchunensis	87.9023	96	0.733566
S	FNZF01000001.1	CONTIG	607630	613619	1086746	AOFT01000004.1	47750	53740	GCA_000348905.1	Bhargavaea cecembensis	87.7082	96	0.551187
S	FNZF01000001.1	CONTIG	613892	616921	1086746	AOFT01000004.1	54060	57084	GCA_000348905.1	Bhargavaea cecembensis	82.7416	96	0.278814
S	FNZF01000001.1	CONTIG	617023	622026	1086746	AOFT01000004.1	57205	62196	GCA_000348905.1	Bhargavaea cecembensis	90.3689	96	0.460457
S	FNZF01000001.1	CONTIG	622076	625506	1086746	AOFT01000004.1	62323	65754	GCA_000348905.1	Bhargavaea cecembensis	88.6205	96	0.315713
S	FNZF01000001.1	CONTIG	625604	626116	1086746	AOFT01000004.1	66666	67178	GCA_000348905.1	Bhargavaea cecembensis	94.152	96	0.0472051
S	FNZF01000001.1	CONTIG	626117	626255	1086746	JAHBCJ010000003.1	343955	344098	GCA_018390575.1	Bhargavaea massiliensis	69.1781	96	0.0127905
S	FNZF01000001.1	CONTIG	626256	627990	1086746	AOFT01000004.1	71357	73091	GCA_000348905.1	Bhargavaea cecembensis	88.5879	96	0.159651
S	FNZF01000001.1	CONTIG	628014	629970	1086746	AOFT01000004.1	96183	98145	GCA_000348905.1	Bhargavaea cecembensis	86.0264	96	0.180079
S	FNZF01000001.1	CONTIG	630057	630794	1086746	JBHTCT010000005.1	237572	238313	GCA_042665595.1	Bhargavaea changchunensis	78.8639	96	0.0679092
S	FNZF01000001.1	CONTIG	630795	633678	1086746	AOFT01000004.1	99177	102084	GCA_000348905.1	Bhargavaea cecembensis	85.729	96	0.265379
S	FNZF01000001.1	CONTIG	633679	636867	1086746	JBHTCT010000005.1	240360	243546	GCA_042665595.1	Bhargavaea changchunensis	84.5216	96	0.293445
S	FNZF01000001.1	CONTIG	636868	642400	1086746	AOFT01000004.1	105428	110962	GCA_000348905.1	Bhargavaea cecembensis	89.888	96	0.509135
S	FNZF01000001.1	CONTIG	642412	643568	1086746	AOFT01000004.1	111382	112538	GCA_000348905.1	Bhargavaea cecembensis	90.7519	96	0.106465
S	FNZF01000001.1	CONTIG	643589	643800	1086746	AOFT01000004.1	112590	112804	GCA_000348905.1	Bhargavaea cecembensis	92.5581	96	0.0195078
S	FNZF01000001.1	CONTIG	643808	644754	1086746	AOFT01000004.1	113969	114915	GCA_000348905.1	Bhargavaea cecembensis	89.2405	96	0.0871409
S	FNZF01000001.1	CONTIG	645016	646668	1086746	AOFT01000004.1	115079	116710	GCA_000348905.1	Bhargavaea cecembensis	83.2126	96	0.152105
S	FNZF01000001.1	CONTIG	655208	656273	1086746	JBHTCT010000005.1	269135	270219	GCA_042665595.1	Bhargavaea changchunensis	80.2368	96	0.098091
S	FNZF01000001.1	CONTIG	656555	661160	1086746	AOFT01000004.1	175477	180046	GCA_000348905.1	Bhargavaea cecembensis	86.0485	96	0.423834
S	FNZF01000001.1	CONTIG	661172	663141	1086746	JBHTCT010000005.1	276964	278933	GCA_042665595.1	Bhargavaea changchunensis	83.4927	96	0.181275
S	FNZF01000001.1	CONTIG	663304	670047	1086746	JBHTCT010000005.1	289852	296585	GCA_042665595.1	Bhargavaea changchunensis	85.372	96	0.620568
S	FNZF01000001.1	CONTIG	670164	677399	1086746	AOFT01000004.1	182201	189442	GCA_000348905.1	Bhargavaea cecembensis	86.6153	96	0.665841
S	FNZF01000001.1	CONTIG	679300	684469	1086746	AOFT01000004.1	207087	212260	GCA_000348905.1	Bhargavaea cecembensis	89.3925	96	0.475732
S	FNZF01000001.1	CONTIG	684615	688593	1086746	AOFT01000004.1	213110	217033	GCA_000348905.1	Bhargavaea cecembensis	85.0364	96	0.366139
S	FNZF01000001.1	CONTIG	688594	689281	1086746	JBHTCT010000005.1	313004	313691	GCA_042665595.1	Bhargavaea changchunensis	91.2791	96	0.0633083
S	FNZF01000001.1	CONTIG	689298	689522	1086746	JBHTCT010000005.1	313834	314058	GCA_042665595.1	Bhargavaea changchunensis	91.1111	96	0.020704
S	FNZF01000001.1	CONTIG	689523	693159	1086746	AOFT01000006.1	179899	183552	GCA_000348905.1	Bhargavaea cecembensis	87.691	96	0.334669
S	FNZF01000001.1	CONTIG	696910	707994	1086746	JBHTCT010000005.1	318814	329921	GCA_042665595.1	Bhargavaea changchunensis	84.3531	96	1.02002
S	FNZF01000001.1	CONTIG	712297	715681	1086746	FNAR01000021.1	23061	26434	GCA_900101985.1	Bhargavaea beijingensis	89.4333	96	0.31148
S	FNZF01000001.1	CONTIG	715747	718178	1086746	FNAR01000021.1	20630	23055	GCA_900101985.1	Bhargavaea beijingensis	85.6089	96	0.223787
S	FNZF01000001.1	CONTIG	728539	730623	1086746	JBHTCT010000005.1	339172	341253	GCA_042665595.1	Bhargavaea changchunensis	86.5486	96	0.191857
S	FNZF01000001.1	CONTIG	734291	738791	1086746	JBHTCT010000005.1	352811	357308	GCA_042665595.1	Bhargavaea changchunensis	91.0766	96	0.414172
S	FNZF01000001.1	CONTIG	738910	742504	1086746	FNAR01000021.1	16979	20568	GCA_900101985.1	Bhargavaea beijingensis	85.3023	96	0.330804
S	FNZF01000001.1	CONTIG	742505	742734	1086746	JAHBCJ010000003.1	239231	239462	GCA_018390575.1	Bhargavaea massiliensis	84.5494	96	0.0211641
S	FNZF01000001.1	CONTIG	744579	752129	1086746	AOFT01000004.1	199523	207072	GCA_000348905.1	Bhargavaea cecembensis	86.8042	96	0.694827
S	FNZF01000001.1	CONTIG	752261	752393	1086746	FNAR01000014.1	53	187	GCA_900101985.1	Bhargavaea beijingensis	96.2963	96	0.0122384
S	FNZF01000001.1	CONTIG	752638	754047	1086746	AOFT01000006.1	153287	154695	GCA_000348905.1	Bhargavaea cecembensis	90.4323	96	0.129745
S	FNZF01000001.1	CONTIG	755515	760402	1086746	AOFT01000006.1	148399	153273	GCA_000348905.1	Bhargavaea cecembensis	92.8615	96	0.449783
S	FNZF01000001.1	CONTIG	760580	763411	1086746	AOFT01000006.1	145409	148237	GCA_000348905.1	Bhargavaea cecembensis	89.6965	96	0.260594
S	FNZF01000001.1	CONTIG	763611	764087	1086746	JAHBCJ010000003.1	188901	189377	GCA_018390575.1	Bhargavaea massiliensis	80.5846	96	0.0438925
S	FNZF01000001.1	CONTIG	772027	773147	1086746	AOFT01000006.1	124567	125701	GCA_000348905.1	Bhargavaea cecembensis	90.3164	96	0.103152
S	FNZF01000001.1	CONTIG	773148	774622	1086746	AOFT01000006.1	121535	123010	GCA_000348905.1	Bhargavaea cecembensis	90.3164	96	0.135726
S	FNZF01000001.1	CONTIG	793086	793386	1086746	AOFT01000006.1	114029	114329	GCA_000348905.1	Bhargavaea cecembensis	92.691	96	0.0276974
S	FNZF01000001.1	CONTIG	793417	793605	1086746	JAHBCJ010000003.1	221743	221931	GCA_018390575.1	Bhargavaea massiliensis	91.5344	96	0.0173914
S	FNZF01000001.1	CONTIG	811333	811535	1086746	AOFT01000006.1	113796	113998	GCA_000348905.1	Bhargavaea cecembensis	91.6256	96	0.0186796
S	FNZF01000001.1	CONTIG	811663	820394	1086746	JBHTCT010000026.1	9268	18043	GCA_042665595.1	Bhargavaea changchunensis	85.2193	96	0.8035
S	FNZF01000001.1	CONTIG	821458	826061	1086746	JBHTCT010000025.1	5668	10271	GCA_042665595.1	Bhargavaea changchunensis	87.2078	96	0.42365
S	FNZF01000001.1	CONTIG	829215	831377	1086746	AOFT01000006.1	104781	106941	GCA_000348905.1	Bhargavaea cecembensis	87.4769	96	0.199035
S	FNZF01000001.1	CONTIG	865071	866130	1086746	AOFT01000006.1	84028	85090	GCA_000348905.1	Bhargavaea cecembensis	88.8053	96	0.0975389
S	FNZF01000001.1	CONTIG	866131	866239	1086746	JBHTCT010000007.1	6009	6115	GCA_042665595.1	Bhargavaea changchunensis	88.0734	96	0.0100299
S	FNZF01000001.1	CONTIG	866240	870396	1086746	AOFT01000006.1	79714	83899	GCA_000348905.1	Bhargavaea cecembensis	92.7975	96	0.382518
S	FNZF01000001.1	CONTIG	870408	870590	1086746	AOFT01000011.1	8756	8937	GCA_000348905.1	Bhargavaea cecembensis	93.9891	96	0.0168393
S	FNZF01000001.1	CONTIG	870625	872679	1086746	AOFT01000006.1	77645	79700	GCA_000348905.1	Bhargavaea cecembensis	92.3675	96	0.189097
S	FNZF01000001.1	CONTIG	872783	872905	1086746	JBHTCT010000007.1	11415	11541	GCA_042665595.1	Bhargavaea changchunensis	75.5725	96	0.0113182
S	FNZF01000001.1	CONTIG	872906	874636	1086746	AOFT01000006.1	74560	76291	GCA_000348905.1	Bhargavaea cecembensis	93.1373	96	0.159283
S	FNZF01000001.1	CONTIG	874719	878194	1086746	AOFT01000006.1	64006	67479	GCA_000348905.1	Bhargavaea cecembensis	90.4735	96	0.319854
S	FNZF01000001.1	CONTIG	878902	881104	1086746	AOFT01000006.1	61631	63836	GCA_000348905.1	Bhargavaea cecembensis	85.6043	96	0.202715
S	FNZF01000001.1	CONTIG	881291	884899	1086746	AOFT01000006.1	54800	58393	GCA_000348905.1	Bhargavaea cecembensis	90.7782	96	0.332092
