# ANI ranges report for assembly: GCA_000271325.1
# Submitted organism: Solibacillus silvestris StLB046 (taxid = 1002809, rank = no rank, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Caryophanaceae; Solibacillus)
# Submitted Organism Has Type Assembly: No
# Best match: Solibacillus isronensis (taxid = 412383, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Caryophanaceae; Solibacillus)
# Status: MISASSIGNED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
S	AP012157.1	CIRCULAR	6332	6450	3969327	JAXCLE010000046.1	245	362	GCA_037027585.1	Solibacillus ferritrahens	98.3193	96	0.00299799
S	AP012157.1	CIRCULAR	6451	7754	3969327	CP114887.1	111771	113074	GCA_028747805.1	Solibacillus daqui	98.0901	96	0.0328519
S	AP012157.1	CIRCULAR	7755	8062	3969327	JACSPZ010000019.1	1457	1764	GCA_014836905.1	Solibacillus faecavium	99.3506	96	0.0077595
S	AP012157.1	CIRCULAR	8063	8977	3969327	JAXCLE010000055.1	2	916	GCA_037027585.1	Solibacillus ferritrahens	99.6721	96	0.0230518
S	AP012157.1	CIRCULAR	8978	9408	3969327	JACSPZ010000019.1	2680	3107	GCA_014836905.1	Solibacillus faecavium	96.7517	96	0.0108583
S	AP012157.1	CIRCULAR	9409	9530	3969327	CP114887.1	3885431	3885554	GCA_028747805.1	Solibacillus daqui	95.873	96	0.00307357
S	AP012157.1	CIRCULAR	9531	10034	3969327	CP114887.1	109506	110009	GCA_028747805.1	Solibacillus daqui	95.873	96	0.0126974
S	AP012157.1	CIRCULAR	10035	10420	3969327	JAXCLE010000064.1	263	648	GCA_037027585.1	Solibacillus ferritrahens	100	96	0.00972457
S	AP012157.1	CIRCULAR	10421	10942	3969327	CP114887.1	108597	109119	GCA_028747805.1	Solibacillus daqui	99.2352	96	0.0131508
S	AP012157.1	CIRCULAR	10943	11086	3969327	NHNT01000016.1	1	144	GCA_002174535.1	Solibacillus kalamii	99.3056	96	0.00362782
S	AP012157.1	CIRCULAR	11141	11303	3969327	JAFBEY010000016.1	1	163	GCA_016909025.1	Solibacillus kalamii	98.773	96	0.00410649
S	AP012157.1	CIRCULAR	11304	44156	3969327	AMCK01000024.1	1	32855	GCA_000298255.1	Solibacillus isronensis	99.2605	96	0.827672
S	AP012157.1	CIRCULAR	44192	65462	3969327	AMCK01000024.1	33099	54366	GCA_000298255.1	Solibacillus isronensis	99.2855	96	0.535884
S	AP012157.1	CIRCULAR	65743	65853	3969327	AMCK01000043.1	1	111	GCA_000298255.1	Solibacillus isronensis	100	96	0.00279644
S	AP012157.1	CIRCULAR	65854	67026	3969327	JAFBEY010000023.1	159	1330	GCA_016909025.1	Solibacillus kalamii	99.9147	96	0.0295516
S	AP012157.1	CIRCULAR	67027	68767	3969327	AMCK01000043.1	1284	3025	GCA_000298255.1	Solibacillus isronensis	99.8278	96	0.0438613
T	AP012157.1	CIRCULAR	68768	68922	3969327	PYWJ01000126.1	339	488	GCA_003049615.1	Ureibacillus chungkukjangi	82.0988	96	0.00390494
S	AP012157.1	CIRCULAR	69940	70201	3969327	JAXCLE010000064.1	1	262	GCA_037027585.1	Solibacillus ferritrahens	99.6183	96	0.00660062
T	AP012157.1	CIRCULAR	70310	70436	3969327	PYWJ01000049.1	1	126	GCA_003049615.1	Ureibacillus chungkukjangi	84.7328	96	0.00319953
S	AP012157.1	CIRCULAR	70437	70666	3969327	NHNT01000023.1	1	230	GCA_002174535.1	Solibacillus kalamii	99.1304	96	0.00579443
S	AP012157.1	CIRCULAR	70667	73508	3969327	AMCK01000044.1	1	2847	GCA_000298255.1	Solibacillus isronensis	98.9115	96	0.071599
S	AP012157.1	CIRCULAR	73536	74814	3969327	JACSPZ010000019.1	78	1356	GCA_014836905.1	Solibacillus faecavium	99.6091	96	0.0322221
S	AP012157.1	CIRCULAR	74815	75182	3969327	CP114887.1	117513	117879	GCA_028747805.1	Solibacillus daqui	93.5135	96	0.00927109
S	AP012157.1	CIRCULAR	75183	76410	3969327	JAFBEY010000026.1	1	1228	GCA_016909025.1	Solibacillus kalamii	100	96	0.0309372
T	AP012157.1	CIRCULAR	76564	76689	3969327	PYWJ01000113.1	1	132	GCA_003049615.1	Ureibacillus chungkukjangi	87.8788	96	0.00317434
T	AP012157.1	CIRCULAR	78092	78222	3969327	RYYR01000038.1	28644	28771	GCA_003977595.1	Lysinibacillus antri	83.7037	96	0.00330031
S	AP012157.1	CIRCULAR	78223	78430	3969327	JAFBEY010000019.1	32501	32708	GCA_016909025.1	Solibacillus kalamii	99.0385	96	0.00524018
S	AP012157.1	CIRCULAR	78431	120803	3969327	AMCK01000029.1	43	42415	GCA_000298255.1	Solibacillus isronensis	98.931	96	1.06751
T	AP012157.1	CIRCULAR	123156	123815	3969327	PYWJ01000111.1	3	665	GCA_003049615.1	Ureibacillus chungkukjangi	93.1034	96	0.0166275
S	AP012157.1	CIRCULAR	125661	179833	3969327	AMCK01000025.1	40	54213	GCA_000298255.1	Solibacillus isronensis	99.378	96	1.36479
S	AP012157.1	CIRCULAR	180034	181704	3969327	AMCK01000002.1	171577	173252	GCA_000298255.1	Solibacillus isronensis	83.5217	96	0.0420978
S	AP012157.1	CIRCULAR	181762	187075	3969327	AMCK01000013.1	104439	109752	GCA_000298255.1	Solibacillus isronensis	99.1173	96	0.133877
S	AP012157.1	CIRCULAR	187076	203606	3969327	AMCK01000013.1	87855	104384	GCA_000298255.1	Solibacillus isronensis	99.1173	96	0.416469
S	AP012157.1	CIRCULAR	203607	290143	3969327	AMCK01000013.1	3	86537	GCA_000298255.1	Solibacillus isronensis	99.1173	96	2.18014
S	AP012157.1	CIRCULAR	290146	291759	3969327	AMCK01000046.1	1	1614	GCA_000298255.1	Solibacillus isronensis	100	96	0.0406618
S	AP012157.1	CIRCULAR	291805	291965	3969327	CP114887.1	12071	12236	GCA_028747805.1	Solibacillus daqui	84.5238	96	0.0040561
T	AP012157.1	CIRCULAR	294900	295054	3969327	RYYR01000009.1	3	139	GCA_003977595.1	Lysinibacillus antri	78.3439	96	0.00390494
S	AP012157.1	CIRCULAR	295055	307814	3969327	AMCK01000008.1	145226	157983	GCA_000298255.1	Solibacillus isronensis	99.3654	96	0.321465
S	AP012157.1	CIRCULAR	315704	316272	3969327	AMCK01000035.1	350	917	GCA_000298255.1	Solibacillus isronensis	93.1699	96	0.0143349
S	AP012157.1	CIRCULAR	316273	316797	3969327	JAFBEY010000001.1	392626	393157	GCA_016909025.1	Solibacillus kalamii	90.2439	96	0.0132264
S	AP012157.1	CIRCULAR	323893	324483	3969327	JACSPZ010000002.1	391944	392537	GCA_014836905.1	Solibacillus faecavium	96.4646	96	0.0148892
S	AP012157.1	CIRCULAR	328342	352184	3969327	AMCK01000008.1	113670	137518	GCA_000298255.1	Solibacillus isronensis	99.2243	96	0.600681
S	AP012157.1	CIRCULAR	352240	465902	3969327	AMCK01000008.1	3	113669	GCA_000298255.1	Solibacillus isronensis	98.6342	96	2.86353
T	AP012157.1	CIRCULAR	465903	466046	3969327	RYYR01000012.1	102	239	GCA_003977595.1	Lysinibacillus antri	81.9608	96	0.00362782
T	AP012157.1	CIRCULAR	466047	466153	3969327	RYYR01000047.1	1	101	GCA_003977595.1	Lysinibacillus antri	81.9608	96	0.00269567
T	AP012157.1	CIRCULAR	467970	469011	3969327	HG964415.1	1726	2766	GCA_000612805.1	Bacillus ndiopicus	96.0803	96	0.0262513
S	AP012157.1	CIRCULAR	469012	469370	3969327	JAXCLE010000046.1	1613	1971	GCA_037027585.1	Solibacillus ferritrahens	98.8858	96	0.00904435
S	AP012157.1	CIRCULAR	469371	470542	3969327	AMCK01000043.1	112	1283	GCA_000298255.1	Solibacillus isronensis	100	96	0.0295264
T	AP012157.1	CIRCULAR	470543	470723	3969327	HG964415.1	17	195	GCA_000612805.1	Bacillus ndiopicus	90.0552	96	0.00455997
S	AP012157.1	CIRCULAR	470745	470875	3969327	JAXCLE010000046.1	104	234	GCA_037027585.1	Solibacillus ferritrahens	96.9466	96	0.00330031
S	AP012157.1	CIRCULAR	470876	470987	3969327	NHNT01000018.1	1	112	GCA_002174535.1	Solibacillus kalamii	100	96	0.00282164
S	AP012157.1	CIRCULAR	470988	518440	3969327	AMCK01000027.1	1	47437	GCA_000298255.1	Solibacillus isronensis	98.5463	96	1.19549
S	AP012157.1	CIRCULAR	518441	518934	3969327	NHNT01000018.1	45345	45838	GCA_002174535.1	Solibacillus kalamii	99.5951	96	0.0124454
S	AP012157.1	CIRCULAR	518935	520183	3969327	CP114887.1	17601	18851	GCA_028747805.1	Solibacillus daqui	96.8332	96	0.0314663
S	AP012157.1	CIRCULAR	520184	520344	3969327	CP114887.1	3664533	3664699	GCA_028747805.1	Solibacillus daqui	96.8332	96	0.0040561
S	AP012157.1	CIRCULAR	520378	523416	3969327	CP114887.1	3661484	3664518	GCA_028747805.1	Solibacillus daqui	97.0193	96	0.0765621
S	AP012157.1	CIRCULAR	523420	523536	3969327	JACSPZ010000007.1	126	242	GCA_014836905.1	Solibacillus faecavium	98.2906	96	0.0029476
S	AP012157.1	CIRCULAR	523547	523658	3969327	NHNT01000006.1	187425	187536	GCA_002174535.1	Solibacillus kalamii	100	96	0.00282164
S	AP012157.1	CIRCULAR	523659	538186	3969327	AMCK01000031.1	15926	30453	GCA_000298255.1	Solibacillus isronensis	99.174	96	0.366007
S	AP012157.1	CIRCULAR	538240	538343	3969327	JACSPZ010000005.1	87136	87239	GCA_014836905.1	Solibacillus faecavium	92.3077	96	0.00262009
S	AP012157.1	CIRCULAR	538358	554278	3969327	AMCK01000031.1	1	15921	GCA_000298255.1	Solibacillus isronensis	99.3667	96	0.401101
S	AP012157.1	CIRCULAR	554279	556831	3969327	AMCK01000040.1	6561	9112	GCA_000298255.1	Solibacillus isronensis	99.3667	96	0.0643182
S	AP012157.1	CIRCULAR	556971	563503	3969327	AMCK01000040.1	1	6529	GCA_000298255.1	Solibacillus isronensis	97.0141	96	0.164587
S	AP012157.1	CIRCULAR	563504	606851	3969327	AMCK01000007.1	1	43351	GCA_000298255.1	Solibacillus isronensis	97.0141	96	1.09207
S	AP012157.1	CIRCULAR	606852	608844	3969327	AMCK01000007.1	43466	45451	GCA_000298255.1	Solibacillus isronensis	97.0141	96	0.05021
S	AP012157.1	CIRCULAR	608863	609954	3969327	AMCK01000007.1	45968	47053	GCA_000298255.1	Solibacillus isronensis	97.2603	96	0.027511
S	AP012157.1	CIRCULAR	610046	632035	3969327	AMCK01000007.1	47097	69068	GCA_000298255.1	Solibacillus isronensis	98.3097	96	0.553998
S	AP012157.1	CIRCULAR	632036	633481	3969327	JAFBEY010000004.1	92019	93463	GCA_016909025.1	Solibacillus kalamii	94.8824	96	0.0364293
S	AP012157.1	CIRCULAR	633482	692461	3969327	AMCK01000007.1	69069	128023	GCA_000298255.1	Solibacillus isronensis	98.4728	96	1.48589
S	AP012157.1	CIRCULAR	692501	704067	3969327	AMCK01000007.1	128261	139828	GCA_000298255.1	Solibacillus isronensis	99.153	96	0.29141
S	AP012157.1	CIRCULAR	707813	724150	3969327	AMCK01000007.1	139872	156210	GCA_000298255.1	Solibacillus isronensis	98.4886	96	0.411606
S	AP012157.1	CIRCULAR	724173	730671	3969327	AMCK01000007.1	156485	162981	GCA_000298255.1	Solibacillus isronensis	98.9385	96	0.163731
S	AP012157.1	CIRCULAR	730672	730833	3969327	JAFBEY010000004.1	187301	187462	GCA_016909025.1	Solibacillus kalamii	98.7654	96	0.0040813
T	AP012157.1	CIRCULAR	730834	731008	3969327	HG964410.1	192670	192844	GCA_000612805.1	Bacillus ndiopicus	86.5922	96	0.00440881
S	AP012157.1	CIRCULAR	732520	735415	3969327	CP114887.1	3424311	3427212	GCA_028747805.1	Solibacillus daqui	97.2194	96	0.0729595
S	AP012157.1	CIRCULAR	735416	735515	3969327	NHNT01000016.1	87332	87431	GCA_002174535.1	Solibacillus kalamii	100	96	0.00251932
S	AP012157.1	CIRCULAR	735559	782573	3969327	AMCK01000011.1	73043	120077	GCA_000298255.1	Solibacillus isronensis	99.0201	96	1.18446
S	AP012157.1	CIRCULAR	782602	796561	3969327	AMCK01000011.1	58986	72934	GCA_000298255.1	Solibacillus isronensis	98.7179	96	0.351697
S	AP012157.1	CIRCULAR	796922	806024	3969327	AMCK01000011.1	49335	58397	GCA_000298255.1	Solibacillus isronensis	97.3638	96	0.229334
S	AP012157.1	CIRCULAR	809120	825740	3969327	AMCK01000011.1	32372	48989	GCA_000298255.1	Solibacillus isronensis	97.9845	96	0.418736
S	AP012157.1	CIRCULAR	825800	830272	3969327	AMCK01000011.1	27686	32166	GCA_000298255.1	Solibacillus isronensis	92.5257	96	0.112689
S	AP012157.1	CIRCULAR	830367	830532	3969327	AMCK01000003.1	120647	120811	GCA_000298255.1	Solibacillus isronensis	93.467	96	0.00418207
S	AP012157.1	CIRCULAR	830533	833640	3969327	AMCK01000011.1	24567	27685	GCA_000298255.1	Solibacillus isronensis	93.467	96	0.0783004
S	AP012157.1	CIRCULAR	833733	835857	3969327	AMCK01000011.1	22427	24564	GCA_000298255.1	Solibacillus isronensis	91.4059	96	0.0535355
S	AP012157.1	CIRCULAR	835862	844837	3969327	AMCK01000011.1	13224	22204	GCA_000298255.1	Solibacillus isronensis	96.4619	96	0.226134
S	AP012157.1	CIRCULAR	845791	845997	3969327	NHNT01000021.1	27480	27686	GCA_002174535.1	Solibacillus kalamii	98.5507	96	0.00521499
S	AP012157.1	CIRCULAR	846238	846478	3969327	JAFBEY010000010.1	11163	11414	GCA_016909025.1	Solibacillus kalamii	75.5906	96	0.00607156
S	AP012157.1	CIRCULAR	846479	854730	3969327	AMCK01000011.1	4973	13223	GCA_000298255.1	Solibacillus isronensis	98.0131	96	0.207894
S	AP012157.1	CIRCULAR	854736	854884	3969327	NHNT01000013.1	1	149	GCA_002174535.1	Solibacillus kalamii	100	96	0.00375378
S	AP012157.1	CIRCULAR	856128	858930	3969327	AMCK01000011.1	2166	4972	GCA_000298255.1	Solibacillus isronensis	96.8305	96	0.0706165
S	AP012157.1	CIRCULAR	859187	859346	3969327	NHNT01000012.1	2	161	GCA_002174535.1	Solibacillus kalamii	96.25	96	0.00403091
S	AP012157.1	CIRCULAR	860445	860590	3969327	NHNT01000010.1	158505	158650	GCA_002174535.1	Solibacillus kalamii	100	96	0.00367821
S	AP012157.1	CIRCULAR	860591	862396	3969327	AMCK01000011.1	2	1810	GCA_000298255.1	Solibacillus isronensis	92.3584	96	0.0454989
S	AP012157.1	CIRCULAR	862398	867250	3969327	AMCK01000038.1	1	4853	GCA_000298255.1	Solibacillus isronensis	96.9709	96	0.122263
S	AP012157.1	CIRCULAR	867541	868422	3969327	JACSPZ010000003.1	143911	144798	GCA_014836905.1	Solibacillus faecavium	85.5056	96	0.0222204
S	AP012157.1	CIRCULAR	868775	869183	3969327	JACSPW010000011.1	15696	16121	GCA_014836935.1	Solibacillus merdavium	86.4486	96	0.010304
S	AP012157.1	CIRCULAR	872242	877458	3969327	JAFBEY010000006.1	155803	161048	GCA_016909025.1	Solibacillus kalamii	97.4652	96	0.131433
S	AP012157.1	CIRCULAR	889907	892936	3969327	JAFBEY010000002.1	664630	667663	GCA_016909025.1	Solibacillus kalamii	86.1922	96	0.0763354
S	AP012157.1	CIRCULAR	906867	907035	3969327	JAFBEY010000006.1	139716	139889	GCA_016909025.1	Solibacillus kalamii	89.6552	96	0.00425765
S	AP012157.1	CIRCULAR	907036	908041	3969327	AMCK01000006.1	140822	141827	GCA_000298255.1	Solibacillus isronensis	94.7316	96	0.0253443
S	AP012157.1	CIRCULAR	908128	910313	3969327	AMCK01000006.1	121077	123280	GCA_000298255.1	Solibacillus isronensis	93.835	96	0.0550723
S	AP012157.1	CIRCULAR	910571	918358	3969327	AMCK01000006.1	113248	121043	GCA_000298255.1	Solibacillus isronensis	95.8478	96	0.196205
S	AP012157.1	CIRCULAR	919245	922407	3969327	AMCK01000006.1	101526	104712	GCA_000298255.1	Solibacillus isronensis	96.2673	96	0.0796861
S	AP012157.1	CIRCULAR	922408	922999	3969327	JAFBEY010000006.1	102352	102978	GCA_016909025.1	Solibacillus kalamii	88.54	96	0.0149144
S	AP012157.1	CIRCULAR	923000	938524	3969327	AMCK01000006.1	86014	101524	GCA_000298255.1	Solibacillus isronensis	97.1098	96	0.391124
T	AP012157.1	CIRCULAR	938525	938746	3969327	BCVX01000003.1	91983	92204	GCA_001591965.1	Lysinibacillus odysseyi	95.045	96	0.00559289
S	AP012157.1	CIRCULAR	938989	943778	3969327	AMCK01000006.1	81221	86013	GCA_000298255.1	Solibacillus isronensis	96.6854	96	0.120675
S	AP012157.1	CIRCULAR	943844	945662	3969327	AMCK01000006.1	78539	80362	GCA_000298255.1	Solibacillus isronensis	97.9212	96	0.0458264
S	AP012157.1	CIRCULAR	945721	945823	3969327	NHNT01000003.1	156903	157005	GCA_002174535.1	Solibacillus kalamii	98.0583	96	0.0025949
S	AP012157.1	CIRCULAR	945887	954424	3969327	AMCK01000006.1	69627	78186	GCA_000298255.1	Solibacillus isronensis	98.2247	96	0.215099
S	AP012157.1	CIRCULAR	954426	956683	3969327	AMCK01000006.1	67116	69400	GCA_000298255.1	Solibacillus isronensis	97.7253	96	0.0568862
S	AP012157.1	CIRCULAR	957317	957491	3969327	JAFBEY010000006.1	62506	62680	GCA_016909025.1	Solibacillus kalamii	97.7143	96	0.00440881
S	AP012157.1	CIRCULAR	958910	961432	3969327	AMCK01000006.1	63353	65881	GCA_000298255.1	Solibacillus isronensis	98.8142	96	0.0635624
T	AP012157.1	CIRCULAR	961446	961911	3969327	PYWN01000019.1	35158	35623	GCA_003049505.1	Metasolibacillus meyeri	96.9957	96	0.01174
S	AP012157.1	CIRCULAR	963772	964396	3969327	AMCK01000006.1	62704	63328	GCA_000298255.1	Solibacillus isronensis	98.1048	96	0.0157457
S	AP012157.1	CIRCULAR	964397	966670	3969327	AMCK01000006.1	60337	62608	GCA_000298255.1	Solibacillus isronensis	98.1048	96	0.0572893
S	AP012157.1	CIRCULAR	966768	966910	3969327	AMCK01000006.1	60194	60336	GCA_000298255.1	Solibacillus isronensis	96.6226	96	0.00360263
S	AP012157.1	CIRCULAR	966911	967448	3969327	AMCK01000006.1	59383	59920	GCA_000298255.1	Solibacillus isronensis	96.6226	96	0.0135539
S	AP012157.1	CIRCULAR	967449	967943	3969327	JAFBEY010000006.1	53436	53930	GCA_016909025.1	Solibacillus kalamii	96.1694	96	0.0124706
S	AP012157.1	CIRCULAR	967944	968524	3969327	AMCK01000006.1	58251	58827	GCA_000298255.1	Solibacillus isronensis	94.6644	96	0.0146372
S	AP012157.1	CIRCULAR	968606	975640	3969327	AMCK01000006.1	51221	58250	GCA_000298255.1	Solibacillus isronensis	95.5417	96	0.177234
S	AP012157.1	CIRCULAR	975641	978495	3969327	JAFBEY010000006.1	42798	45636	GCA_016909025.1	Solibacillus kalamii	96.0517	96	0.0719266
S	AP012157.1	CIRCULAR	978496	979887	3969327	AMCK01000006.1	37820	39212	GCA_000298255.1	Solibacillus isronensis	98.0617	96	0.0350689
S	AP012157.1	CIRCULAR	979888	980042	3969327	JAFBEY010000006.1	41250	41402	GCA_016909025.1	Solibacillus kalamii	89.6774	96	0.00390494
S	AP012157.1	CIRCULAR	980043	984678	3969327	AMCK01000006.1	33182	37819	GCA_000298255.1	Solibacillus isronensis	96.809	96	0.116796
S	AP012157.1	CIRCULAR	984878	985398	3969327	JACSPW010000007.1	29637	30157	GCA_014836935.1	Solibacillus merdavium	84.0996	96	0.0131257
S	AP012157.1	CIRCULAR	985399	998408	3969327	AMCK01000006.1	16140	29148	GCA_000298255.1	Solibacillus isronensis	98.6934	96	0.327763
S	AP012157.1	CIRCULAR	998574	1007671	3969327	AMCK01000006.1	6701	15798	GCA_000298255.1	Solibacillus isronensis	97.528	96	0.229208
S	AP012157.1	CIRCULAR	1008919	1009067	3969327	NHNT01000012.1	138994	139142	GCA_002174535.1	Solibacillus kalamii	100	96	0.00375378
S	AP012157.1	CIRCULAR	1009069	1013381	3969327	AMCK01000006.1	2386	6700	GCA_000298255.1	Solibacillus isronensis	98.1294	96	0.108658
S	AP012157.1	CIRCULAR	1013382	1015625	3969327	AMCK01000006.1	1	2244	GCA_000298255.1	Solibacillus isronensis	98.1294	96	0.0565335
S	AP012157.1	CIRCULAR	1015626	1017245	3969327	AMCK01000009.1	134617	136236	GCA_000298255.1	Solibacillus isronensis	98.1294	96	0.040813
S	AP012157.1	CIRCULAR	1017246	1018000	3969327	JAFBEY010000018.1	7088	7843	GCA_016909025.1	Solibacillus kalamii	95.8995	96	0.0190209
S	AP012157.1	CIRCULAR	1018001	1022496	3969327	AMCK01000009.1	129974	134478	GCA_000298255.1	Solibacillus isronensis	95.4596	96	0.113269
S	AP012157.1	CIRCULAR	1024018	1044307	3969327	AMCK01000009.1	109671	129973	GCA_000298255.1	Solibacillus isronensis	95.6132	96	0.51117
S	AP012157.1	CIRCULAR	1044376	1049585	3969327	AMCK01000009.1	73592	78798	GCA_000298255.1	Solibacillus isronensis	95.3038	96	0.131257
S	AP012157.1	CIRCULAR	1049586	1049685	3969327	JAFBEY010000018.1	32866	32965	GCA_016909025.1	Solibacillus kalamii	98	96	0.00251932
S	AP012157.1	CIRCULAR	1050694	1050837	3969327	JAFBEY010000018.1	96	239	GCA_016909025.1	Solibacillus kalamii	93.0556	96	0.00362782
S	AP012157.1	CIRCULAR	1050838	1050979	3969327	NHNT01000021.1	1	142	GCA_002174535.1	Solibacillus kalamii	97.9021	96	0.00357743
S	AP012157.1	CIRCULAR	1050983	1058212	3969327	AMCK01000009.1	66361	73591	GCA_000298255.1	Solibacillus isronensis	97.6632	96	0.182147
S	AP012157.1	CIRCULAR	1058244	1076346	3969327	AMCK01000009.1	47994	66113	GCA_000298255.1	Solibacillus isronensis	97.2613	96	0.456072
S	AP012157.1	CIRCULAR	1076421	1103545	3969327	AMCK01000009.1	20811	47968	GCA_000298255.1	Solibacillus isronensis	97.9256	96	0.683365
S	AP012157.1	CIRCULAR	1103546	1123641	3969327	AMCK01000009.1	558	20630	GCA_000298255.1	Solibacillus isronensis	97.9256	96	0.506282
S	AP012157.1	CIRCULAR	1124947	1145022	3969327	AMCK01000030.1	15514	35604	GCA_000298255.1	Solibacillus isronensis	98.1882	96	0.505778
S	AP012157.1	CIRCULAR	1145056	1160370	3969327	AMCK01000030.1	7	15322	GCA_000298255.1	Solibacillus isronensis	99.0272	96	0.385834
S	AP012157.1	CIRCULAR	1160402	1164655	3969327	AMCK01000042.1	1	4238	GCA_000298255.1	Solibacillus isronensis	97.8628	96	0.107172
S	AP012157.1	CIRCULAR	1164659	1186015	3969327	AMCK01000034.1	1	21390	GCA_000298255.1	Solibacillus isronensis	98.8687	96	0.538051
S	AP012157.1	CIRCULAR	1186016	1186142	3969327	JAFBEY010000011.1	1	127	GCA_016909025.1	Solibacillus kalamii	98.4252	96	0.00319953
T	AP012157.1	CIRCULAR	1186143	1186244	3969327	RYYR01000027.1	1	96	GCA_003977595.1	Lysinibacillus antri	84.3137	96	0.00256971
S	AP012157.1	CIRCULAR	1187717	1187849	3969327	CP114887.1	3427213	3427346	GCA_028747805.1	Solibacillus daqui	85.2941	96	0.00335069
T	AP012157.1	CIRCULAR	1187850	1189127	3969327	BCVX01000030.1	38	1321	GCA_001591965.1	Lysinibacillus odysseyi	95.1163	96	0.0321969
T	AP012157.1	CIRCULAR	1190984	1191102	3969327	PYWJ01000115.1	218	336	GCA_003049615.1	Ureibacillus chungkukjangi	99.1597	96	0.00299799
T	AP012157.1	CIRCULAR	1191193	1191334	3969327	RYYR01000067.1	230	360	GCA_003977595.1	Lysinibacillus antri	86.6197	96	0.00357743
S	AP012157.1	CIRCULAR	1191335	1191443	3969327	JAXCLE010000054.1	854	962	GCA_037027585.1	Solibacillus ferritrahens	100	96	0.00274606
S	AP012157.1	CIRCULAR	1191457	1192507	3969327	AMCK01000060.1	1	1051	GCA_000298255.1	Solibacillus isronensis	98.3856	96	0.026478
S	AP012157.1	CIRCULAR	1192508	1192656	3969327	NHNT01000026.1	1171	1319	GCA_002174535.1	Solibacillus kalamii	100	96	0.00375378
S	AP012157.1	CIRCULAR	1192752	1193830	3969327	AMCK01000057.1	1	1080	GCA_000298255.1	Solibacillus isronensis	99.8748	96	0.0271834
S	AP012157.1	CIRCULAR	1193831	1194348	3969327	AMCK01000167.1	1	518	GCA_000298255.1	Solibacillus isronensis	99.8748	96	0.0130501
S	AP012157.1	CIRCULAR	1194350	1221204	3969327	AMCK01000023.1	2	26853	GCA_000298255.1	Solibacillus isronensis	98.2728	96	0.676563
